Keys,"Українська [ua-UA]"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasIcestorms_2_Desc,"Убити 50 Саввас «Крижаний шторм»"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasLavaflows_1,"Радий підсмажитись"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasLavaflows_1_Desc,"Убити 10 Саввас «Потік лави»"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasLavaflows_2,"Згорів на роботі!"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasLavaflows_2_Desc,"Убити 50 Саввас «Потік лави»"
ADVENTURE_ACHIEVEMENT_2_1_KillWindDemons_1,"Мисливець на шторм"
ADVENTURE_ACHIEVEMENT_2_1_KillWindDemons_1_Desc,"Убити 10 Повітряних демонів"
ADVENTURE_ACHIEVEMENT_2_1_KillWindDemons_2,"Пожинати бурю"
ADVENTURE_ACHIEVEMENT_2_1_KillWindDemons_2_Desc,"Убити 75 Повітряних демонів"
ADVENTURE_ACHIEVEMENT_2_1_PreventDamageArmor,"Найкращий друг коваля"
ADVENTURE_ACHIEVEMENT_2_1_PreventDamageArmor_Desc,"Запобігти отриманню 40 шкоди предметами з Бронею/Щитом"
ADVENTURE_ACHIEVEMENT_2_1_SummonKills,"Я обрав тебе!"
ADVENTURE_ACHIEVEMENT_2_1_SummonKills_Desc,"Ваші покликані істоти вбили 50 ворогів"
ADVENTURE_ACHIEVEMENT_3_1_DrawNegativeAttackMods,"Витік магії"
ADVENTURE_ACHIEVEMENT_3_1_DrawNegativeAttackMods_Desc,"Витягнути 50 разів -1 модифікатор атаки"
ADVENTURE_ACHIEVEMENT_3_1_KillAncientArtillery_1,"Склад боєприпасів"
ADVENTURE_ACHIEVEMENT_3_1_KillAncientArtillery_1_Desc,"Знищити 10 Стародавніх гармат"
ADVENTURE_ACHIEVEMENT_3_1_KillAncientArtillery_2,"Гарматне м'ясо"
ADVENTURE_ACHIEVEMENT_3_1_KillAncientArtillery_2_Desc,"Знищити 100 Стародавніх гармат"
ADVENTURE_ACHIEVEMENT_3_1_KillAnything,"Череда вбивств"
ADVENTURE_ACHIEVEMENT_3_1_KillAnything_Desc,"Убити 200 будь-яких ворогів, особливо Слиз."
ADVENTURE_ACHIEVEMENT_3_1_KillCityArchers_1,"Міський мисливець"
ADVENTURE_ACHIEVEMENT_3_1_KillCityArchers_1_Desc,"Убити 10 міських лучників"
ADVENTURE_ACHIEVEMENT_3_1_KillCityArchers_2,"Поліцейська історія"
ADVENTURE_ACHIEVEMENT_3_1_KillCityArchers_2_Desc,"Убити 100 міських лучників"
ADVENTURE_ACHIEVEMENT_3_1_KillCityGuards_1,"Я боровся із законом..."
ADVENTURE_ACHIEVEMENT_3_1_KillCityGuards_1_Desc,"Убити 10 міських вартових"
ADVENTURE_ACHIEVEMENT_3_1_KillCityGuards_2,"...і закон програв"
ADVENTURE_ACHIEVEMENT_3_1_KillCityGuards_2_Desc,"Убити 100 міських вартових"
ADVENTURE_ACHIEVEMENT_3_1_KillHarrowerInfesters_1,"Заражаючий шанс"
ADVENTURE_ACHIEVEMENT_3_1_KillHarrowerInfesters_1_Desc,"Убити 10 Женців-Заразителів"
ADVENTURE_ACHIEVEMENT_3_1_KillHarrowerInfesters_2,"Втеча Женців"
ADVENTURE_ACHIEVEMENT_3_1_KillHarrowerInfesters_2_Desc,"Убити 50 Женців-Заразителів"
ADVENTURE_ACHIEVEMENT_3_1_MoveXDistance,"Біжи, Ліс, біжи!"
ADVENTURE_ACHIEVEMENT_3_1_MoveXDistance_Desc,"Виконати 30 разів рух на 4+ клітини"
ADVENTURE_ACHIEVEMENT_3_1_TakeDamageHazardous,"Гаряча туфелька"
ADVENTURE_ACHIEVEMENT_3_1_TakeDamageHazardous_Desc,"Отримати 20 шкоди від небезпечної місцевості"
ADVENTURE_ACHIEVEMENT_4_1_KillBlackImps_1,"Удар по зубах"
ADVENTURE_ACHIEVEMENT_4_1_KillBlackImps_1_Desc,"Убийте 20 чорних бісів"
ADVENTURE_ACHIEVEMENT_4_1_KillBlackImps_2,"Великий рот атакує знову"
ADVENTURE_ACHIEVEMENT_4_1_KillBlackImps_2_Desc,"Убийте 200 чорних бісів"
ADVENTURE_ACHIEVEMENT_4_1_KillDeepTerrors_1,"Очі"
ADVENTURE_ACHIEVEMENT_4_1_KillDeepTerrors_1_Desc,"Убийте 10 нестерпних жахів"
ADVENTURE_ACHIEVEMENT_4_1_KillDeepTerrors_2,"По самі очі"
ADVENTURE_ACHIEVEMENT_4_1_KillDeepTerrors_2_Desc,"Убийте 100 нестерпних жахів"
ADVENTURE_ACHIEVEMENT_4_1_KillEliteVermlings,"Ти брудний щур!"
ADVENTURE_ACHIEVEMENT_4_1_KillEliteVermlings_Desc,"Вбийте 20 елітних Вермлінгів."
ADVENTURE_ACHIEVEMENT_4_1_KillLurkers_1,"Озброєні та небезпечні"
ADVENTURE_ACHIEVEMENT_4_1_KillLurkers_1_Desc,"Убийте 10 Скрытней"
ADVENTURE_ACHIEVEMENT_4_1_KillLurkers_2,"Зубами та кігтями"
ADVENTURE_ACHIEVEMENT_4_1_KillLurkers_2_Desc,"Убийте 75 Скрытней"
ADVENTURE_ACHIEVEMENT_4_1_KillOozes_1,"Ти дрімаєш, ти сочишся"
ADVENTURE_ACHIEVEMENT_4_1_KillOozes_1_Desc,"Убийте 10 слизунів"
ADVENTURE_ACHIEVEMENT_4_1_KillOozes_2,"Хлюпаючий круїз"
ADVENTURE_ACHIEVEMENT_4_1_KillOozes_2_Desc,"Убийте 100 слизу"
ADVENTURE_ACHIEVEMENT_4_1_MuddledAttacks,"Катавасія"
ADVENTURE_ACHIEVEMENT_4_1_MuddledAttacks_Desc,"Атакувати 30 разів, будучи в стані ДЕЗОРІЄНТАЦІЯ"
ADVENTURE_ACHIEVEMENT_BeastTyrant_1,"Командуй, Повелителю!"
ADVENTURE_ACHIEVEMENT_BeastTyrant_1_Desc,"Володар Звірів помінявся місцями 20 разів"
ADVENTURE_ACHIEVEMENT_BeastTyrant_2,"Якби тварини розуміли мене"
ADVENTURE_ACHIEVEMENT_BeastTyrant_2_Desc,"Володар Звірів використав заклик 30 разів"
ADVENTURE_ACHIEVEMENT_BeastTyrant_3,"Червона паща"
ADVENTURE_ACHIEVEMENT_BeastTyrant_3_Desc,"Ведмідь Володаря Звірів завдав 100 шкоди"
ADVENTURE_ACHIEVEMENT_Berserker_1,"Просто рана на тілі"
ADVENTURE_ACHIEVEMENT_Berserker_1_Desc,"Берсерк завдала собі 100 шкоди"
ADVENTURE_ACHIEVEMENT_Berserker_2,"Жорстокий напад"
ADVENTURE_ACHIEVEMENT_Berserker_2_Desc,"Берсерк виконала 20 атак, які завдали 6+ шкоди"
ADVENTURE_ACHIEVEMENT_Berserker_3,"Поїсти та попити є?"
ADVENTURE_ACHIEVEMENT_Berserker_3_Desc,"Берсерк отримала лікування на 200 ОЗ"
ADVENTURE_ACHIEVEMENT_Brute_1,"Рубилово"
ADVENTURE_ACHIEVEMENT_Brute_1_Desc,"Дикун убив 50 ворогів ближніми атаками"
ADVENTURE_ACHIEVEMENT_Brute_2,"Неубиваний"
ADVENTURE_ACHIEVEMENT_Brute_2_Desc,"Дикун запобіг 50 шкоди за допомогою ефекту Щит"
ADVENTURE_ACHIEVEMENT_Brute_3,"Я ще можу стояти"
ADVENTURE_ACHIEVEMENT_Brute_3_Desc,"Дикун використав здатність Лікування 30 разів"
ADVENTURE_ACHIEVEMENT_Cragheart_1,"Елементаль Землі"
ADVENTURE_ACHIEVEMENT_Cragheart_1_Desc,"Пустотілий використав 40 стихій Землі"
ADVENTURE_ACHIEVEMENT_Cragheart_2,"Рок-стар"
ADVENTURE_ACHIEVEMENT_Cragheart_2_Desc,"Пустотілий розмістив 20 перешкод або пасток"
ADVENTURE_ACHIEVEMENT_Cragheart_3,"Хапай і ламай"
ADVENTURE_ACHIEVEMENT_Cragheart_3_Desc,"Пустотілий завдав 40 небойової шкоди ворогам"
ADVENTURE_ACHIEVEMENT_Doomstalker_1,"Викрадач душ"
ADVENTURE_ACHIEVEMENT_Doomstalker_1_Desc,"Прирікач убив 10 повністю здорових ворогів за одну атаку"
ADVENTURE_ACHIEVEMENT_Doomstalker_2,"Фатальний ліс"
ADVENTURE_ACHIEVEMENT_Doomstalker_2_Desc,"Приречений використав Рок на 30 ворогах"
ADVENTURE_ACHIEVEMENT_Doomstalker_3,"Підземелля з пастками"
ADVENTURE_ACHIEVEMENT_Doomstalker_3_Desc,"Прирікач розмістив 20 пасток"
ADVENTURE_ACHIEVEMENT_Elementalist_1,"Елементаль на ім'я..."
ADVENTURE_ACHIEVEMENT_Elementalist_1_Desc,"Елементаліст використав 100 стихій"
ADVENTURE_ACHIEVEMENT_Elementalist_2,"Менталіст за природою"
ADVENTURE_ACHIEVEMENT_Elementalist_2_Desc,"Елементаліст наклав негативні стани 30 разів"
ADVENTURE_ACHIEVEMENT_Elementalist_3,"Усього лише хочу подивитися на пожежу"
ADVENTURE_ACHIEVEMENT_Elementalist_3_Desc,"Елементаліст використав 30 атак по ЗОНІ"
ADVENTURE_ACHIEVEMENT_Mindthief_1,"Підлий"
ADVENTURE_ACHIEVEMENT_Mindthief_1_Desc,"Думкокрадійка наклала негативні стани 30 разів"
ADVENTURE_ACHIEVEMENT_Mindthief_2,"Щури, щури, у стінах щури..."
ADVENTURE_ACHIEVEMENT_Mindthief_2_Desc,"Думкокрадійка використала заклик 30 разів"
ADVENTURE_ACHIEVEMENT_Mindthief_3,"Свідомість над матерією"
ADVENTURE_ACHIEVEMENT_Mindthief_3_Desc,"Думкокрадійка використала здатність Контролю 30 разів"
ADVENTURE_ACHIEVEMENT_Nightshroud_1,"Повідомлення про смерть!"
ADVENTURE_ACHIEVEMENT_Nightshroud_1_Desc,"Нічнотінь використав 30 разів здатність убивства"
ADVENTURE_ACHIEVEMENT_Nightshroud_2,"Тінями Смерті встелений шлях мій"
ADVENTURE_ACHIEVEMENT_Nightshroud_2_Desc,"Нічнотінь використав 40 разів стихію Темряви"
ADVENTURE_ACHIEVEMENT_Nightshroud_3,"Привиди мертві, Я - живий!"
ADVENTURE_ACHIEVEMENT_Nightshroud_3_Desc,"Нічнотінь став невидимим 20 разів"
ADVENTURE_ACHIEVEMENT_Plagueherald_1,"Обсипаються як мухи"
ADVENTURE_ACHIEVEMENT_Plagueherald_1_Desc,"Моровісник вбив 25 отруєних ворогів"
ADVENTURE_ACHIEVEMENT_Plagueherald_2,"Різка відсіч"
ADVENTURE_ACHIEVEMENT_Plagueherald_2_Desc,"Моровісник наклав Прокляття 20 разів"
ADVENTURE_ACHIEVEMENT_Plagueherald_3,"Суперрозповсюджувач"
ADVENTURE_ACHIEVEMENT_Plagueherald_3_Desc,"Моровісник використав атаки по ЗОНІ 30 разів"
ADVENTURE_ACHIEVEMENT_Quartermaster_1,"Збирач"
ADVENTURE_ACHIEVEMENT_Quartermaster_1_Desc,"Інтендант зібрав здобич із 10 скринь"
ADVENTURE_ACHIEVEMENT_Quartermaster_2,"Скопідом"
ADVENTURE_ACHIEVEMENT_Quartermaster_2_Desc,"Інтендант має по одному предмету в кожному слоті"
ADVENTURE_ACHIEVEMENT_Quartermaster_3,"Майстер"
ADVENTURE_ACHIEVEMENT_Quartermaster_3_Desc,"Інтендант використав 30 предметів"
ADVENTURE_ACHIEVEMENT_Sawbones_1,"Йдемо зі мною, якщо хочеш жити!"
ADVENTURE_ACHIEVEMENT_Sawbones_1_Desc,"У 10 переможних сценаріях із Костоправом союзники не були виснажені"
ADVENTURE_ACHIEVEMENT_Sawbones_2,"Абсолютно здоровий"
ADVENTURE_ACHIEVEMENT_Sawbones_2_Desc,"У 10 переможних сценаріях Костоправ не втратив понад 50% від своїх ОЗ"
ADVENTURE_ACHIEVEMENT_Sawbones_3,"Під ножем"
ADVENTURE_ACHIEVEMENT_Sawbones_3_Desc,"Костоправ вилікував 200 очок здоров'я"
ADVENTURE_ACHIEVEMENT_Scoundrel_1,"Мисливець за скарбами"
ADVENTURE_ACHIEVEMENT_Scoundrel_1_Desc,"Шахрайка використала здатність Збирання здобичі 30 разів"
ADVENTURE_ACHIEVEMENT_Scoundrel_2,"Раптовий удар"
ADVENTURE_ACHIEVEMENT_Scoundrel_2_Desc,"Шахрайка пересунулася на 120 клітин"
ADVENTURE_ACHIEVEMENT_Scoundrel_3,"Пані болю"
ADVENTURE_ACHIEVEMENT_Scoundrel_3_Desc,"Шахрайка завдала атаками 99 шкоди"
ADVENTURE_ACHIEVEMENT_Soothsinger_1,"Музикант"
ADVENTURE_ACHIEVEMENT_Soothsinger_1_Desc,"Оспівувачка використовувала пісні 30 разів"
ADVENTURE_ACHIEVEMENT_Soothsinger_2,"Акула серед співаків"
ADVENTURE_ACHIEVEMENT_Soothsinger_2_Desc,"Оспівувачка посилила, благословила, вилікувала союзника 40 разів"
ADVENTURE_ACHIEVEMENT_Soothsinger_3,"Низька нота"
ADVENTURE_ACHIEVEMENT_Soothsinger_3_Desc,"Оспівувачка прокляла ворогів 25 разів"
ADVENTURE_ACHIEVEMENT_Spellweaver_1,"Чарівно"
ADVENTURE_ACHIEVEMENT_Spellweaver_1_Desc,"Чародійниця підвищила 100 стихій"
ADVENTURE_ACHIEVEMENT_Spellweaver_2,"Скляна гармата"
ADVENTURE_ACHIEVEMENT_Spellweaver_2_Desc,"Чародійниця вбила 20 ворогів дальніми атаками"
ADVENTURE_ACHIEVEMENT_Spellweaver_3,"Відродження Естер"
ADVENTURE_ACHIEVEMENT_Spellweaver_3_Desc,"Чародійниця відновила спалені карти 30 разів"
ADVENTURE_ACHIEVEMENT_Summoner_1,"М'ясний щит"
ADVENTURE_ACHIEVEMENT_Summoner_1_Desc,"Покликані союзники Прикликачки отримали 40 шкоди"
ADVENTURE_ACHIEVEMENT_Summoner_2,"Гіпнотизер"
ADVENTURE_ACHIEVEMENT_Summoner_2_Desc,"Прикликачка використала здібності контролю 30 разів"
ADVENTURE_ACHIEVEMENT_Summoner_3,"Доктор Дулітл"
ADVENTURE_ACHIEVEMENT_Summoner_3_Desc,"Прикликання посилило покликаних союзників 30 разів"
ADVENTURE_ACHIEVEMENT_Sunkeeper_1,"Провідна зірка"
ADVENTURE_ACHIEVEMENT_Sunkeeper_1_Desc,"Хранителька Сонця провела 40 атак з модифікатором <b><color=#D92727>x2</color></b>"
ADVENTURE_ACHIEVEMENT_Sunkeeper_2,"Дотик світла"
ADVENTURE_ACHIEVEMENT_Sunkeeper_2_Desc,"Хранителька Сонця виконала ЛІКУВАННЯ на 150 ОЗ"
ADVENTURE_ACHIEVEMENT_Sunkeeper_3,"Змусити світло працювати"
ADVENTURE_ACHIEVEMENT_Sunkeeper_3_Desc,"Хранителька Сонця використала стихію Світла 40 разів"
ADVENTURE_ACHIEVEMENT_Tinkerer_1,"Хто тут лікар?"
ADVENTURE_ACHIEVEMENT_Tinkerer_1_Desc,"Винахідник вилікував союзника 50 разів"
ADVENTURE_ACHIEVEMENT_Tinkerer_2,"Час винаходити"
ADVENTURE_ACHIEVEMENT_Tinkerer_2_Desc,"Винахідник наклав негативні Стани 30 разів"
ADVENTURE_ACHIEVEMENT_Tinkerer_3,"Назад із мертвих"
ADVENTURE_ACHIEVEMENT_Tinkerer_3_Desc,"Винахідник відновив Спалені або Скинуті карти 20 разів"
ANISOTROPIC_FILTERING_DISABLE,"Вимкнено"
ANISOTROPIC_FILTERING_ENABLE,"Включено"
ANISOTROPIC_FILTERING_FORCEENABLE,"Увімкнути примусово"
ANTIALIASING_RENDER_DISABLED,"Вимкнути"
ANTIALIASING_RENDER_DLAA,"DLAA"
ANTIALIASING_RENDER_FXAA,"FXAA"
ANTIALIASING_RENDER_FXAA1PRESETB,"FXAA1PRESETB"
ANTIALIASING_RENDER_NFAA,"NFAA"
ANTIALIASING_RENDER_SMAA,"SMAA"
ANTIALIASING_RENDER_SSAA,"SSAA"
ANTIALIASING_RENDER_TAA,"TAA"
ATTACK_AREA,"Атакувати ЗОНА"
AbandonedCatacombs,"Покинуті катакомби"
AbandonedFarm,"Покинута ферма"
AbandonedFarm_DESCR,"Покинута ферма розташована недалеко від головної дороги з Кейпорт. Тут ще пахне деревним димом, і більша частина даху обвалилася, але деякі кімнати все ще придатні для ночівлі."
Achievement_Reputation_10_REWARDS_STORY,"Добрим серцям і Сонце світить яскравіше. Ваша праведна репутація волає до мене - я хочу приєднатися до вас у ваших мандрах."
Achievement_Reputation_10_REWARDS_TITLE,"Репутація +10!"
Achievement_Reputation_Minus10_REWARDS_STORY,"Темрява дарує нескінченність можливостей. Я з'явився на ваш темний заклик, щоб розділити з вами ваш похід у темряві."
Achievement_Reputation_Minus10_REWARDS_TITLE,"<color=#E31F1F>репутація -10!</color>"
Add,"Додати"
AddAugment,"Додати аугмент"
AddHeal,"Додати Лікування"
AddRange,"Додати Дальність"
AddSong,"Доп. ємність пісень"
AddTarget,"Додати Ціль"
AdjacentAlliesAndEnemies2Damage,"Усі союзники і вороги сусідні з ЦІЛЛЮ отримують 2 шкоди"
Advantage,"Перевага"
Affect_AllAdjacentAllies,"Цілі - всі союзники на сусідніх клітинах"
Affect_AllAdjacentSummonedAllies,"Діє на всіх покликаних союзників на сусідніх клітинах"
Affect_AllAllies,"Цілі - всі союзники"
Affect_AllAlliesMovedThrough,"Цілі - всі союзники, через яких ви перемістилися"
Affect_AllAlliesWithin,"Цілі - всі союзники в межах"
Affect_AllSummonedAllies,"Цілі - всі покликані союзники"
Affect_AnyOneAlly,"ЦІЛЬ - один будь-який союзник"
Affect_OneAdjacentAlly,"Ціль - один союзник на сусідній клітині"
Affect_OneAllyWithinRange3,"Ціль - один союзник у межах <nobr>ДАЛЬНОСТІ <sprite name=Range> 3</nobr>"
Affect_SelfAndAllAdjacentAllies,"Цілі - на себе і всіх союзників на сусідніх клітинах"
Affect_SelfAndAllAllies,"Цілі - на себе і всіх союзників"
Affect_SelfAndAllAlliesInRange2,"Цілі - на себе в усіх союзників у межах <nobr>ДАЛЬНОСТІ <sprite name=Range>2</nobr>"
Affect_SelfAndAllSummonedAllies,"Діє на себе і на всіх покликаних союзників"
AllConditions,"усі стани"
AllEnemies2Damage,"Усі вороги отримують 2 шкоди."
Amberhill,"Амбергілл"
Amberhill_DESCR,"Село Amberhill розташоване на півдорозі між Демонської Брами і Кейпорт. Це фермерське співтовариство середнього розміру, що постачає зерно й овочі в обидва міста по обидва боки від нього."
AncientArtillery,"Стародавня гармата"
AncientArtilleryElite,"Стародавня гармата (Елітний)"
Any,"Будь-який"
ArcaneGolem,"Арканний голем"
AshenswordBarrow,"Курган Ашенсворд"
AtEndOfTurn,"наприкінці ходу"
Attack,"Атака"
AttackHasAdvantage,"Атака має Перевагу"
AttackersGainDisadvantage,"Атакуючі отримують УСКЛАДНЕННЯ"
AttacksApply,"Атаки накладають"
AttacksInfuse,"Підвищується під час атаки"
Augment,"Аугмент"
Augment_DiscardReminder,"Коли інший <nobr><color=#A7B3D2>Аугмент</color> <sprite name=Augment></nobr> зіграний, скиньте цю карту."
Augment_OnYourMeleeAttacks,"При ваших ближніх атаках:"
Aura,"Аура"
BATTLEGOAL_Agressor,"Агресор"
BATTLEGOAL_Agressor_Desc,"На початку кожного раунду під час проходження сценарію на ігровому полі має перебувати хоча б 1 монстр"
BATTLEGOAL_Diehard,"Міцний горішок"
BATTLEGOAL_Diehard_Desc,"Під час проходження сценарію не допустити, щоб ваша поточна кількість ОЗ опускалася нижче половини вашої максимальної кількості ОЗ (з округленням угору)"
BATTLEGOAL_Dynamo,"Заведений"
BATTLEGOAL_Dynamo_Desc,"Під час проходження сценарію вбити монстра, завдавши йому щонайменше на 3 шкоди більше, ніж необхідно"
BATTLEGOAL_Executioner,"Палач"
BATTLEGOAL_Executioner_Desc,"Під час проходження сценарію за одну атаку вбити монстра, який до цього не мав шкоди"
BATTLEGOAL_Explorer,"Дослідник"
BATTLEGOAL_Explorer_Desc,"Під час проходження сценарію у ваш хід відчинити двері, що ведуть у ще не відкриту кімнату"
BATTLEGOAL_FastHealer,"Живучий"
BATTLEGOAL_FastHealer_Desc,"Наприкінці сценарію ваша поточна кількість ОЗ має дорівнювати вашій максимальній кількості ОЗ"
BATTLEGOAL_Hoarder,"Нумізмат"
BATTLEGOAL_Hoarder_Desc,"Під час проходження сценарію добути не менше 5 куп монет"
BATTLEGOAL_Hunter,"Мисливець"
BATTLEGOAL_Hunter_Desc,"Під час проходження сценарію вбити хоча б 1 елітного монстра"
BATTLEGOAL_Indigent,"Жебрак"
BATTLEGOAL_Indigent_Desc,"Під час проходження сценарію не добувати монети і скарби"
BATTLEGOAL_Layabout,"Нероба"
BATTLEGOAL_Layabout_Desc,"Під час проходження сценарію отримати 7 або менше очок досвіду"
BATTLEGOAL_Masochist,"Мазохіст"
BATTLEGOAL_Masochist_Desc,"Наприкінці сценарію ваша поточна кількість ОЗ має бути не більшою за 2"
BATTLEGOAL_Neutralizer,"Нейтралізатор"
BATTLEGOAL_Neutralizer_Desc,"Викликайте спрацювання або знешкодження пастки під час вашого ходу або ходу вашого прикликаного створіння"
BATTLEGOAL_Opener,"Підбурювач"
BATTLEGOAL_Opener_Desc,"Під час проходження сценарію першим убити будь-якого монстра"
BATTLEGOAL_Pacifist,"Пацифіст"
BATTLEGOAL_Pacifist_Desc,"Під час проходження сценарію вбити 3 або менше монстрів"
BATTLEGOAL_Plunderer,"Мародер"
BATTLEGOAL_Plunderer_Desc,"Під час проходження сценарію добути жетон скарбу"
BATTLEGOAL_Professional,"Професіонал"
BATTLEGOAL_Professional_Desc,"Під час проходження сценарію використовувати предмети з вашого спорядження хоча б стільки разів, який ваш рівень плюс 2"
BATTLEGOAL_Protector,"Захисник"
BATTLEGOAL_Protector_Desc,"Під час проходження сценарію не допустити виснаження жодного із союзних вам персонажів"
BATTLEGOAL_Purist,"Пуританин"
BATTLEGOAL_Purist_Desc,"Під час проходження сценарію не використовувати предмети"
BATTLEGOAL_Sadist,"Садист"
BATTLEGOAL_Sadist_Desc,"Убити 5 або більше ворогів у сценарії"
BATTLEGOAL_Scrambler,"Поспішайло"
BATTLEGOAL_Scrambler_Desc,"Під час проходження сценарію не використовувати довгий відпочинок"
BATTLEGOAL_Straggler,"Копуша"
BATTLEGOAL_Straggler_Desc,"Під час проходження сценарію не використовувати перепочинок"
BATTLEGOAL_Streamliner,"Раціоналізатор"
BATTLEGOAL_Streamliner_Desc,"Наприкінці сценарію мати сумарно не менше 5 карт здібностей на руці та у вашій стопці «Скидання»"
BATTLEGOAL_Workhorse,"Трудяга"
BATTLEGOAL_Workhorse_Desc,"Під час проходження сценарію отримати не менше 13 очок досвіду"
BATTLEGOAL_Zealot,"Фанатик"
BATTLEGOAL_Zealot_Desc,"Наприкінці сценарію мати сумарно не більше 3 карт здібностей на руці та у вашій стопці «Скидання»"
BanditArcher,"Розбійниця-лучниця"
BanditArcherElite,"Розбійниця-лучниця Елітна"
BanditCommander,"Ватажок розбійників"
BanditGuard,"Розбійник-страж"
BanditGuardElite,"Розбійник-страж Елітна"
BattleBoar,"Бойовий вепр"
Battlebot,"Бойовий робот"
BearTrap,"Пастка"
BeastTyrant,"Володар Звірів"
BeastTyrantBear,"Ведмідь Володаря Звірів"
