Keys,"Українська [ua-UA]"
SCENARIO_STORY_BERSERKER_1_Room_2_3,"У мене дивне відчуття, що це можуть бути переодягнені розбійники."
SCENARIO_STORY_BERSERKER_1_Room_2_4,"Отже, Берсерк не просто оскаженіла і змусила нас убити цілу купу охоронців? Сподіваюся, ти маєш рацію..."
SCENARIO_STORY_BERSERKER_1_START_1,"Я звісно чув, що вона - Берсерк, але хіба вбивство охоронців не надто ... е-е-е ... буйно?"
SCENARIO_STORY_BERSERKER_1_START_2,"Ми поговоримо про це пізніше. По-перше, нам потрібно вибратися звідси живими."
SCENARIO_STORY_BERSERKER_1_SUCCESS_1,"Коли табір спорожнів, ви вільно досліджуєте його."
SCENARIO_STORY_BERSERKER_1_SUCCESS_2,"Усередині одного намету ви виявляєте кілька голих тіл поруч із купою брудного, розірваного одягу. Такий одяг носять розбійники."
SCENARIO_STORY_BERSERKER_1_SUCCESS_3,"Схоже, ти мав рацію - вони були просто розбійниками в чужих сукнях."
SCENARIO_STORY_BERSERKER_1_SUCCESS_4,"Приємно усвідомлювати, що сьогодні ми не порушили жодних законів."
SCENARIO_STORY_BERSERKER_2_Room_2_1,"Я й не думав, що Наглядач - це Жнець..."
SCENARIO_STORY_BERSERKER_2_Room_2_2,"Наглядач шле вам привіт!"
SCENARIO_STORY_BERSERKER_2_Room_2_3,"Схоже, ми знову його проґавили. Убийте цих Женців і ми дізнаємося, куди він прямує!"
SCENARIO_STORY_BERSERKER_2_START_1,"Я не думаю, що Вермлінги поширені в цій частині королівства."
SCENARIO_STORY_BERSERKER_2_START_2,"Я думаю, що Женці позаду них, які шиплять накази і клацають батогами, цілком можуть мати до цього якийсь стосунок..."
SCENARIO_STORY_BERSERKER_2_START_3,"Точка зору прийнята. Тисніть цих Женців і ми знайдемо господаря маріонеток."
SCENARIO_STORY_BERSERKER_2_START_4,"І будь милостивий до Вермлінгів. Їх змушують битися."
SCENARIO_STORY_BERSERKER_2_SUCCESS_1,"Недалеко від центру табору Залізолісу ви виявите, що Вермлінги зібрали великі купи металу у фургонах, оточені гросбухами і документами. Безумовно, що план масштабніший, ніж здавалося на перший погляд."
SCENARIO_STORY_BERSERKER_2_SUCCESS_2,"Як Наглядач потоваришував із Женцями? Як він це робить?"
SCENARIO_STORY_BERSERKER_2_SUCCESS_3,"Не знаю, але схоже, що він замішаний у тому, що відбувається в Кейпорт. Слід проявляти обережність."
SCENARIO_STORY_BERSERKER_3_Room_2_1,"Дивіться! Легкий на помині..."
SCENARIO_STORY_BERSERKER_3_Room_2_2,"Продовжуйте битися - ви не можете бути далеко від Наглядача!"
SCENARIO_STORY_BERSERKER_3_Room_3_1,"Дивись, їхнім підкріпленням немає рахунку! Як ти збираєшся боротися з ними всіма?"
SCENARIO_STORY_BERSERKER_3_Room_3_2,"Ситуація надто небезпечна. Бачиш ці двері? Вони ведуть у покої одного з ватажків розбійників. Лезіть туди, хапайте що-небудь корисне, а потім тікайте!"
SCENARIO_STORY_BERSERKER_3_Room_4_1,"Гаразд, хапай ці папери!"
SCENARIO_STORY_BERSERKER_3_Room_4_2,"Тепер забирайся звідси! Я не можу дозволити собі втрачати простаків-покупців - ем, я маю на увазі, цінних клієнтів!"
SCENARIO_STORY_BERSERKER_3_START_1,"Я ніколи не бачив стільки Вермлінгів в одному місці. З розбійниками! Запах гірший, ніж у гнойовому стійлі - я знаю про що кажу."
SCENARIO_STORY_BERSERKER_3_START_2,"Тут достатньо Вермлінгів, щоб зібрати армію.... яке відношення до всього цього мають Женці?"
SCENARIO_STORY_BERSERKER_3_START_3,"...Стривай-но, гнойові стійла?"
SCENARIO_STORY_BERSERKER_3_START_4,"Ш-ш-ш, не згадуй про женців! Наврочиш же!"
SCENARIO_STORY_BERSERKER_3_SUCCESS_1,"Холодне повітря ззовні ріже легені, коли ви стрімголов залишаєте печеру з Вермлінгами на хвості. На той час, як відірвалися від погоні й зупинилися, ви вже можете побачити Млиновий ставок вдалині."
SCENARIO_STORY_BERSERKER_3_SUCCESS_2,"Ніколи більше з тобою не піду в цю печеру."
SCENARIO_STORY_BERSERKER_3_SUCCESS_3,"Повертайся і ми подивимося, чи дасть те, що ти схопив нам хоч якусь перевагу після повернення."
SCENARIO_STORY_BRUTE_1_ROOM_3,"Ви пробираєтеся на галявину в лісі і з подивом бачите, що Інокс командує гончими, вони носять знаки зрадника з вашого племені, це не випадковий напад!"
SCENARIO_STORY_BRUTE_1_START_1,"Гончі з гавкотом вискакують із лісу, і ти робиш крок уперед, щоб захистити Скабвіта, але він нічого не робить: ""я прекрасно можу захистити себе, ти ж знаєш!""<br>Ви не так упевнені в цьому і вам краще зберегти йому життя, якщо ви хочете отримати гроші!"
SCENARIO_STORY_BRUTE_1_SUCCESS_1,"Коли собаки та Інокс мертві, ви підходите до тіла. Ви мали рацію: відмітини схожі на відмітини охоронця старого вождя, який убив вождя уві сні й забрав його сокиру."
SCENARIO_STORY_BRUTE_2_START_1,"Мої розвідники повідомляють, що воїни Інокса з людьми заполонили ліс, вони прямують прямо до нас, тож очікуйте сильного опору."
SCENARIO_STORY_BRUTE_2_START_2,"Ми залишимося тут, якщо знищимо достатню їхню кількість, вони розбіжаться, мої одноплемінники допоможуть."
SCENARIO_STORY_BRUTE_2_SUCCESS_1,"Зіткнувшись із твердою рішучістю, нападники підтискають хвости і тікають назад у ліс, схоже, ви перемогли!"
SCENARIO_STORY_BRUTE_3_Room_2,"У цій кімнаті Інокси-шамани закликають демонів, їх треба зупинити!"
SCENARIO_STORY_BRUTE_3_SM1_DESC,"Дикуна перманентно посилено"
SCENARIO_STORY_BRUTE_3_START_1,"Думка про те, що Інокс і демони працюють разом, наповнює вас люттю - ви кидаєтеся вперед, щоб знищити їх усіх!"
SCENARIO_STORY_BRUTE_3_SUCCESS_1,"Ви не знаєте, скільки з цих демонів уже було покликано, але це має покласти край будь-якому подальшому поповненню його армії."
SCENARIO_STORY_BRUTE_3_SUCCESS_2,"У книзі в кутку ви знайдете інструкції про те, як проникнути в таємне лігво зрадника - доти, доки його війська не заберуться з дороги першими!"
SCENARIO_STORY_BeastTyrant_1_SM1_DESC,"Гігантські гадюки отримують +2 до руху"
SCENARIO_STORY_CRAGHEART_1_START_1,"Ось і все, відрубайте голову цій статуї, вона принесе непогані гроші в маєток якогось лорда."
SCENARIO_STORY_CRAGHEART_1_START_2,"Деякі з них виглядають майже як живі. Подивися он на того, біля дверей, він ... почекай, він був там хвилину тому?.. О чорт, у нього є друзі!"
SCENARIO_STORY_CRAGHEART_1_SUCCESS_1,"Ці хлопці, вочевидь, створили банду, що займається мародерством і грабунком: вхід до храму завалений краденим товаром."
SCENARIO_STORY_CRAGHEART_1_SUCCESS_2,"Хороша новина полягає в тому, що ми зможемо заробити трохи грошей, продавши це. Але, якби я був на вашому місці, я б перевірив, що всі інші святині в цьому районі безпечні!"
SCENARIO_STORY_CRAGHEART_2_START_1,"Це місце переповнене ворогами, занадто багато для вас, щоб впоратися. Якщо ви досить розумні, то, можливо, зумієте знищити їх усіх."
SCENARIO_STORY_CRAGHEART_2_START_2,"Земля тут сильна, використовуй її у своїх інтересах!"
SCENARIO_STORY_CRAGHEART_2_SUCCESS_1,"Мовчання панує в нині закривавлених залах святилища Shrine of the Roots. Ви можете відчути легкий вітерець, що співає в тріщинах вашої шкіри."
SCENARIO_STORY_CRAGHEART_3_START_1,"Коли ви входите в центральну залу, оточену кам'яними монолітами, ви усвідомлюєте, що ваше шосте відчуття було правильним, бандити вискакують і нападають на вас і, здається, що їм вдалося отримати доступ до стародавнього захисту цього святилища."
SCENARIO_STORY_CRAGHEART_3_START_2,"Чорт забирай, у них є потужні кам'яні големи, тримайтеся від них подалі і вбивайте їх на відстані!"
SCENARIO_STORY_CRAGHEART_3_START_3,"Лід тут дуже сильний. Використовуйте це, щоб уповільнити їх, якщо зможете."
SCENARIO_STORY_CRAGHEART_3_SUCCESS_1,"Ти дивишся на рештки колись чудового голема, що обсипаються, доки холод не приводить тебе до тями."
SCENARIO_STORY_CaptainOfTheGuard_IMMUNITYSM1_DESC,"Група імунна до стану отруєння"
SCENARIO_STORY_CaptainOfTheGuard_ROOM_3_1,"Як ти смієш чинити опір! Я позбавлю людство від утисків інших рас, і ти не зупиниш мене!"
SCENARIO_STORY_CaptainOfTheGuard_ROOM_3_2,"Знаєш, він прям як справжній клішований лиходій. Не знаю, як ми не здогадалися раніше."
SCENARIO_STORY_CaptainOfTheGuard_ROOM_3_3,"Цікаво, розлютився б він ще більше, якби дізнався, що магія Женця захищає нас від його отруйних вихованців?"
SCENARIO_STORY_CaptainOfTheGuard_Room_2_1,"Ну, якщо вам потрібні ще докази того, що найманці з вуликів Женців працювали на міську варту, я думаю, що ці домашні змії - це вони. Хоча дрейки зовсім новенькі."
SCENARIO_STORY_CaptainOfTheGuard_Room_2_2,"Щось пахне... інакше, ніж отрута змій або дрейка. Що ви накоїли?"
SCENARIO_STORY_CaptainOfTheGuard_Room_2_3,"Здається, це магічна нейтралізація. Я майже схиляюся до того, що панацея від Моровісника вона... працює? Надзвичайно - я маю поговорити з ним, коли ви повернетеся."
SCENARIO_STORY_CaptainOfTheGuard_START_1,"Повернути Демонську Браму людству""? Що б він не мав на увазі, звучить кепсько. Пробивайся до нього і покінчи з цим."
SCENARIO_STORY_CaptainOfTheGuard_START_2,"Ви більше не будете загрожувати Демонській Брамі своїми брудними особистостями!"
SCENARIO_STORY_CaptainOfTheGuard_START_3,"Вибачте, але чим саме ми загрожуємо Демонській Брамі? Усе, що ми робимо, це отримуємо гроші за порятунок цього проклятого місця."
SCENARIO_STORY_CaptainOfTheGuard_SUCCESS_1,"Капітан варти осідає на землю, а зрадники з міської варти, що захищають його, починають розбігатися."
SCENARIO_STORY_CaptainOfTheGuard_SUCCESS_2,"З останніх сил капітан кидає погляд на Прирікача і Моровісника: ""Ви двоє - найгірший бруд з усіх"" - гарчить він, перш ніж рани беруть над ним гору."
SCENARIO_STORY_CaptainOfTheGuard_SUCCESS_3,"Я передам інформацію про це місце і про все, що нам відомо, одному з моїх старих друзів у міській варті і постараюся покінчити з цим назавжди."
SCENARIO_STORY_Cragheart_1_SM1_DESC,"На початку кожного раунду стихія Повітря буде сильною"
SCENARIO_STORY_Cragheart_2_SM1_DESC,"На початку кожного раунду стихія Землі буде сильною"
SCENARIO_STORY_Cragheart_3_SM1_DESC,"На початку кожного раунду стихія Льоду буде сильною"
SCENARIO_STORY_DarkRider_SCENARIO_MODIFIER_1,"Темний Вершник телепортується до свого ходу і телепортується після атаки в ближньому бою"
SCENARIO_STORY_DarkRider_START_1,"Ви виходите в головний зал. Якимось чином усередині нього виріс ліс. Ви чуєте, як цокіт важких копит наближається до вас, і повертаєтеся обличчям до атакуючого."
SCENARIO_STORY_DarkRider_START_2,"Відмінно броньований, безголовий дух розвернувся до вас, сидячи на величезному бойовому коні. Колишній голос гримить знову, але цього разу від духа."
SCENARIO_STORY_DarkRider_START_3,"Ти доблесно бився, захищаючи свій світ. Я - Темний вершник, і пропоную тобі угоду."
SCENARIO_STORY_DarkRider_START_4,"З огляду на вашу доблесть, ви можете битися зі мною за право зберегти ваш світ. Переможете мене і я піду. Але якщо програєте, вся ваша Гільдія розсиплеться на порох, а мої створіння поширяться по всіх цих землях!"
SCENARIO_STORY_DarkRider_START_5,"Ви киваєте і Темний вершник зникає в лісі. ""Удачі - гримить голос - вам вона знадобиться."
SCENARIO_STORY_DarkRider_START_6,"Що ж, схоже, у нас куди більша міжпланарна репутація, ніж ми думали..."
SCENARIO_STORY_DarkRider_START_7,"Постарайтеся не програти, гаразд? Відмінний бізнес є у мене тільки в цьому світі."
SCENARIO_STORY_DarkRider_SUCCESS_1,"Ліс лунає пронизливим криком, коли ви завдаєте ще одного удару по безголовій примарі. Чорний дим свистить з утворених тріщин на його броні, вириваючись назовні, поки темний, важкий костюм не скочується з коня."
SCENARIO_STORY_DarkRider_SUCCESS_2,"При цьому сам бойовий кінь просто падає замертво."
SCENARIO_STORY_DarkRider_SUCCESS_3,"Ліс відступає з головного залу. Олійні лампи знову спалахують, а в Гільдію повертається тепло. Повітря стає легшим."
SCENARIO_STORY_Doomstalker_1_Room_3_1,"Вони привезли з собою диких Вермлінгів? Хто взагалі бере диких Вермлінгів?"
SCENARIO_STORY_Doomstalker_1_Room_3_2,"Хтось хоче знищити ферму... Убийте їх швидко, інакше вони швидко розправляться з урожаєм Орхідів і домашньою худобою!"
SCENARIO_STORY_Doomstalker_1_START_1,"Вони справді повернулися? Так стрімко? Мабуть, хтось добре їм платить."
SCENARIO_STORY_Doomstalker_1_START_2,"Я впізнаю їхній сигіл - вони - найманці. Знищіть їх! В одного з них має бути щось, що вказує на їхнього наймача."
SCENARIO_STORY_Doomstalker_1_SUCCESS_1,"Коли останній нападник падає, ви можете повністю сприйняти руйнування перед вами. Схоже, дехто з грабіжників вислизнув із бою: посіви та худоба лежали розтерзаними."
SCENARIO_STORY_Doomstalker_1_SUCCESS_2,"Прирікач, йде серед цієї бійні, призупиняючись. Потім знову йде далі, немов стежкою, яку бачить тільки він. Коли ви наздоганяєте його, він показує на слабкий кривавий слід, що веде геть із табору."
SCENARIO_STORY_Doomstalker_2_Room_2_1,"Гаразд, навіщо у фальшивій м'ясній крамниці кімната, повна нежиті?"
SCENARIO_STORY_Doomstalker_2_Room_2_2,"Я вважаю, що тухле м'ясо, ймовірно, набагато дешевше запасти для фальшивого магазину, тож..."
SCENARIO_STORY_Doomstalker_2_Room_2_3,"Не закінчуй те, що говориш. Ця крамниця дуже схожа на те місце, де я робив свої звичайні покупки м'яса."
SCENARIO_STORY_Doomstalker_2_Room_2_4,"...Тільки не падай знову в непритомність, добре? А то минулого разу я не зміг тебе зловити."
SCENARIO_STORY_Doomstalker_2_START_1,"Не думаю, що я коли-небудь раніше бачив, що міська варта чергує на Кривому базарі..."
SCENARIO_STORY_Doomstalker_2_START_2,"І я не думаю, що коли-небудь бачив, щоб міська варта приходила вчасно. Як ви думаєте, необхідність зупинити цей запах змусила їх робити свою роботу?"
SCENARIO_STORY_Doomstalker_2_START_3,"Немає часу пояснювати щось Міській варті, і ти не можеш битися з усіма. Доберися до цього гросбуха і тікай звідси, поки вони тебе не спіймали."
SCENARIO_STORY_Doomstalker_2_SUCCESS_1,"Пробиваючись, ви хапаєте гросбух із забрудненої жиром підлоги і вискакуєте через задні двері крамниці. Ви ніколи й не думали, що повітря Кривого базару може пахнути свіжістю, але тепер це так."
SCENARIO_STORY_Doomstalker_2_SUCCESS_2,"Ви обіцяєте собі, що якийсь час триматиметеся подалі від м'яса."
SCENARIO_STORY_Doomstalker_3_Room_3_1,"Добре спрацьовано. Відпусти цих найманців, щоб ми могли пошукати в їхніх записах їхнього наймача."
SCENARIO_STORY_Doomstalker_3_Room_3_2,"І збирайте все, що тільки зможете! Ви змусили мене захотіти, гм, взяти додатковий резерв."
SCENARIO_STORY_Doomstalker_3_START_1,"Ви ж не померли, правда? Ви везете мій найкращий товар!"
SCENARIO_STORY_Doomstalker_3_START_2,"Решта Саввас, схоже, вважають вас мертвими. Застигніть їх зненацька, перегрупуйтеся і проникніть у підземелля."
SCENARIO_STORY_Doomstalker_3_SUCCESS_1,"Кров останнього з найманців капає з вашої зброї, і ви можете нарешті обшукати їхню штаб-квартиру."
SCENARIO_STORY_Doomstalker_3_SUCCESS_2,"На той час, як ви закінчуєте, ви встигаєте зібрати кілька великих журналів і купи листів. Це явно велика операція, а вони не єдина її частина."
SCENARIO_STORY_Doomstalker_3_SUCCESS_3,"Ви також виявляєте штабель доволі великих ящиків, набитих спорядженням міської варти, які мають дивний сигіл."
SCENARIO_STORY_ELEMENTALIST_1_START_1,"Село заросло, багато будівель зруйнувалися: всі жителі покинули його кілька поколінь тому."
SCENARIO_STORY_ELEMENTALIST_1_START_2,"Коли ви починаєте досліджувати, з підліска піднімаються довгі незаймані кістки. Очевидно, не всі жителі села пішли."
SCENARIO_STORY_ELEMENTALIST_1_SUCCESS_1,"Здається, у селі знову запанувала тиша."
SCENARIO_STORY_ELEMENTALIST_2_ROOM_3_1,"Двері ведуть до бібліотеки, яка все ще перебуває в досить гарному стані. Це може містити відповіді, які ви шукаєте."
SCENARIO_STORY_ELEMENTALIST_2_ROOM_3_2,"Я думаю, що нам потрібно спочатку розібратися з цими големами!"
SCENARIO_STORY_ELEMENTALIST_2_Room_2_1,"Я бачу кілька натискних пластин на підлозі. Очевидно, хтось не хотів, щоб хтось просто увійшов у кімнату ззаду."
SCENARIO_STORY_ELEMENTALIST_2_START_1,"Коли ви входите у вежу, запах сірки вдаряє у ваші ніздрі. Схоже на дрейків..."
SCENARIO_STORY_ELEMENTALIST_2_SUCCESS_1,"Вежа тепер вільна від тварюк, які намагаються нас убити, тож давайте покопаємося навколо."
SCENARIO_STORY_ELEMENTALIST_3_Room_2_1,"У глибині цієї кімнати ви помічаєте кілька дивних вівтарів із кісток."
SCENARIO_STORY_ELEMENTALIST_3_Room_2_2,"Це вівтар заклику. Ви повинні знищити його, інакше з'являться нові демони!"
SCENARIO_STORY_ELEMENTALIST_3_SM2_DESC,"Усі герої починають із двома прокльонами у своїй колоді."
SCENARIO_STORY_ELEMENTALIST_3_START_1,"Прохід веде донизу протягом кількох хвилин, наче ви прямуєте в центр самої землі. Температура починає підніматися, а ви відчуваєте все більшу й більшу тривогу."
SCENARIO_STORY_ELEMENTALIST_3_START_2,"Тут діє магія, я відчуваю темні сили. Сильне ПРОКЛЯТТЯ покриває це місце"
SCENARIO_STORY_ELEMENTALIST_3_START_3,"Прохід вирівнюється - це місце має вигляд радше як некрополь, а не як храм."
SCENARIO_STORY_ELEMENTALIST_3_START_4,"Демони? Навіщо Сваггеру відвідувати це місце? Ми повинні дізнатися!"
SCENARIO_STORY_ELEMENTALIST_3_SUCCESS_1,"Тепер, коли демони мертві, а вівтарі зруйновані, ПРОКЛЯТТЯ знято з цього місця."
SCENARIO_STORY_HIGHCULTIST_Room_2_1,"Проходячи через дверний отвір, ви зустрічаєтеся з неприємним видовищем: культист омивається демонічною силою. Він озирається і сміється...."
SCENARIO_STORY_HIGHCULTIST_Room_2_2,"І що ми маємо тут, ще більш дурні авантюристи? Я вже зустрічав таких, як ви: вони мертві."
SCENARIO_STORY_HIGHCULTIST_Room_2_3,"Ви оглядаєте кімнату, ви в меншості, це погано скінчиться... саме тоді знайомий голос кличе вас..."
SCENARIO_STORY_HIGHCULTIST_Room_2_4,"Милість дарована! - кілька шиплячих дрейків і голем поруч із тобою. Схоже, що шанси не так уже й сильно склалися проти вас, зрештою..."
SCENARIO_STORY_HIGHCULTIST_START_1,"Спускаючись кам'яними сходами, вирізаними з того ж чорного матеріалу, ви щосили намагаєтеся згадати його назву... Обсидіан?"
SCENARIO_STORY_HIGHCULTIST_START_2,"Коли ви входите в першу камеру, ви розумієте, що це не буде легкою битвою. Культисти і демони перегороджують вам шлях."
SCENARIO_STORY_HIGHCULTIST_SUCCESS_1,"Після напруженої битви Верховний культист і його послідовники мертві."
SCENARIO_STORY_INOXBODYGUARD_ROOM_3_1,"Двері відчиняються, він стоїть у кімнаті, тримаючи в руках гігантську сокиру."
SCENARIO_STORY_INOXBODYGUARD_ROOM_3_2,"Я використовував власну сокиру вашого вождя, щоб убити його одним ударом, з вами буде те саме!"
SCENARIO_STORY_INOXBODYGUARD_SM1_DESC,"На початку кожного раунду стихія Темряви буде сильною"
SCENARIO_STORY_INOXBODYGUARD_START_1,"Ви бачите двері, що ведуть до його особистих покоїв, але спочатку ви маєте пробитися через його особисту охорону."
SCENARIO_STORY_INOXBODYGUARD_SUCCESS_1,"Коли зрадник Інокс мертвий, ви відчуваєте, як з вашого розуму спадає тяжкість. Ти береш його сокиру і прямуєш до виходу."
SCENARIO_STORY_JEKSERAH_ROOM_3_1,"Ця... Джексера. Схоже, вона теж навчилася керувати демонами..."
SCENARIO_STORY_JEKSERAH_ROOM_3_2,"Тепер я зможу правити Похмурою гаванню одним кулаком гнилі!"
SCENARIO_STORY_JEKSERAH_ROOM_3_3,"Цей запах НЕВИНОСИМИЙ! Будь ласка, вбийте її, перш ніж вона покличе ще більше нежиті."
SCENARIO_STORY_JEKSERAH_Room_2_1,"Чому ми повинні продовжувати шукати підземелля, повні речей, які хочуть нашої смерті?"
SCENARIO_STORY_JEKSERAH_Room_2_2,"Принесіть книгу, що канула в лету..."
SCENARIO_STORY_JEKSERAH_Room_2_3,"Продовжуйте йти. Цей голос стає дедалі ближчим."
SCENARIO_STORY_JEKSERAH_START_1,"Що б не робили тут ці ожилі кістки, найімовірніше, це заслуга нашого злодія. Прорвіться."
SCENARIO_STORY_JEKSERAH_START_2,"Ви очистили Святилище, що я не зміг..."
SCENARIO_STORY_JEKSERAH_START_3,"Я обираю, щоб ми не йшли за моторошним голосом і повернули назад, ну будь ласка!"
SCENARIO_STORY_JEKSERAH_SUCCESS_1,"Джексера пронизливо верещить про свою поразку, а коли вона падає, її демони і поплічники з нежиті падають разом з нею. Її плани зірвані."
SCENARIO_STORY_JEKSERAH_SUCCESS_2,"Інтендант починає збирати вкрадену зброю з купи кісток і калюж крові, в той час як Закличка риється в щоденниках у кишенях Джексери."
SCENARIO_STORY_JEKSERAH_SUCCESS_3,"Бачите каблучку Джексери? Може ви змогли б принести його назад для мене?"
SCENARIO_STORY_MERCILESSOVERSEER_Room_2_1,"А, ось і ти! Не можу дочекатися моменту, щоб убити цю жалюгідну Інокс і її друзів, так само як я вбив решту її племені!"
SCENARIO_STORY_MERCILESSOVERSEER_Room_2_2,"Я могла б зрозуміти його краще, якби він не носив цю безглузду маску."
SCENARIO_STORY_MERCILESSOVERSEER_Room_2_3,"Остерігайтеся Вермлінгів - Наглядач може використовувати свій хлист, щоб змусити їх битися ще сильніше. Бідні створіння..."
SCENARIO_STORY_MERCILESSOVERSEER_SM1_DESC,"Усі Вермлінги мають +1 до Щита"
SCENARIO_STORY_MERCILESSOVERSEER_START_1,"Отже, це пояснює метал в Залізолісі..."
SCENARIO_STORY_MERCILESSOVERSEER_START_2,"Вермлінги виглядають як чарівні маленькі лицарі. Шкода, що доводиться битися з ними."
SCENARIO_STORY_MERCILESSOVERSEER_START_3,"Тепер, коли ти повернувся, ця печера стане твоєю могилою!"
SCENARIO_STORY_MERCILESSOVERSEER_START_4,"Я думаю, що цей голос Наглядача."
SCENARIO_STORY_MERCILESSOVERSEER_START_5,"Ви не могли б заткнути йому рота? Головна камера прямо перед нами."
SCENARIO_STORY_MERCILESSOVERSEER_SUCCESS_1,"Ще до того, як Наглядач падає замертво на землю, Берсерк накидається на нього зі своїми клинками."
SCENARIO_STORY_MERCILESSOVERSEER_SUCCESS_2,"Ви вирішуєте, що найкраще поки що її не чіпати, щоб... випустила пару. І поки що допомогти нещодавно звільненим Вермлінгам звільнити своїх родичів у клітках."
SCENARIO_STORY_MERCILESSOVERSEER_SUCCESS_3,"Молодець, ти зупинив армію Вермлінгів, що спустошує землю."
SCENARIO_STORY_MERCILESSOVERSEER_SUCCESS_4,"Ну, це була майже смерть. волохата... Але так, вітаю вас."
SCENARIO_STORY_MINDTHIEF_1_START_1,"Твої побратими Вермлінги втекли тим самим шляхом, що й ти, залишивши тебе і зграю щурів охороняти їхні спини."
SCENARIO_STORY_MINDTHIEF_1_START_2,"Щоб дати їм час, ви повинні перемогти ватажків розбійників, водночас гарантуючи, що ваш рій не буде повністю переможений."
SCENARIO_STORY_MINDTHIEF_1_SUCCESS_1,"Ви чуєте сигнал, що все в безпеці і тому залишаєте свій будинок і прямуєте на поверхню."
SCENARIO_STORY_MINDTHIEF_1_SUCCESS_2,"Розбійники, що залишилися, не кидаються в погоню, але ви вловлюєте запах диму в тунелях, вашого будинку більше немає."
SCENARIO_STORY_MINDTHIEF_2_ROOM_3,"Тепер розбійники навчилися приручати ведмедів. Невже дива ніколи не припиняться?"
SCENARIO_STORY_MINDTHIEF_2_START_1,"Табір розбійників, схоже, не має великої кількості живої сили, коли ви атакуєте... але Гончі? У них багато собак!"
SCENARIO_STORY_MINDTHIEF_2_START_2,"Вам потрібно буде розграбувати 3 скрині з припасами, щоб домогтися успіху, в них, швидше за все, теж буде трохи золота!"
SCENARIO_STORY_MINDTHIEF_2_SUCCESS_1,"Ви забезпечили собі частування, зграя житиме, щоб битися ще один день. Час перегрупуватися і забрати те, що належить вам."
SCENARIO_STORY_MINDTHIEF_3_START_1,"Ви прокрадаєтеся повз недієздатних охоронців зовні і з задоволенням спостерігаєте за результатами своєї стратегії. Противників багато, але вони вже не такі люті, як раніше. Тепер у вас є шанс битися!"
SCENARIO_STORY_MINDTHIEF_3_START_2,"Ваші трави привели тварин у дикий шаленство, вони нападають на будь-кого в межах досяжності, я б залишився, якщо ви можете."
SCENARIO_STORY_MINDTHIEF_3_SUCCESS_1,"Ви відвоювали свою територію, великий бенкет чекає на вас! Ясно, однак, що жоден із цих головорізів не був у керівництві, а це означає, що ще більше повернеться. Ви повинні самі покласти край цьому вторгненню."
SCENARIO_STORY_Mindthief_3_SM1_DESC,"Усі Розбійники-стражі та Розбійники-лучниці починають з Отруєнням"
SCENARIO_STORY_NIGHTSHROUD_1_Room_4_1,"Це схоже на вихід, зачищайте хвіст!"
SCENARIO_STORY_NIGHTSHROUD_1_START_1,"На жаль, ми перебуваємо занадто глибоко під землею."
SCENARIO_STORY_NIGHTSHROUD_1_START_2,"Так, тут багато коридорів, якими потрібно пройти, поки ми знову не побачимо денне світло."
SCENARIO_STORY_NIGHTSHROUD_1_START_3,"Ми також повинні вбити достатню кількість ожилих духів на шляху, щоб гарантувати, що Нічнотінь збере достатньо матеріалів для досліджень!"
