Keys,"Українська [ua-UA]"
QUEST_JOB_DungeonOfMisfortune_LIST,"З'явився дивний склеп, який можна було б обшукати."
QUEST_JOB_DungeonOfMisfortune_NAME,"Підземелля невдачі"
QUEST_JOB_FellHounds_DESC,"Ця область останнім часом страждає від дедалі більшої кількості нападів хворих собак, з'ясуйте причину і приборкайте їх."
QUEST_JOB_FellHounds_INTRO,"Мер місцевого містечка інформує вас про збільшення кількості нападів з боку диких собак. Він пояснює, що дикі собаки завжди були невеликою проблемою, але останнім часом у них піна з рота, а укус від них змушує людей божеволіти від сказу через кілька днів. Багатьох людей помістили в карантин доти, доки з собаками не буде покінчено. Він вказує вам на ділянку лісу, звідки вони, мабуть, походять. Ви прямуєте туди. Коли ви проходите через край підліску, ви явно чуєте гарчання собак."
QUEST_JOB_FellHounds_LIST,"Місцева місцевість стала наповнена зграями голодних собак, знайдіть причину"
QUEST_JOB_FellHounds_NAME,"Занепалі гончаки"
QUEST_JOB_FireCult_DESC,"Культисти на своїх збіговиськах закликають жорстоких тварюк. Знищіть загрозу."
QUEST_JOB_FireCult_INTRO,"Чутки про велику присутність культистів привели вас до дверей підземелля, давно забутих у лісі. Дим валить із коридору, коли ви відчиняєте двері і несе слабкий звук незрозумілих мантр. Насторожившись, ви продовжуєте йти в підземелля, доки спів не стає оглушливим, а жар усередині нищівним. Дивлячись у сусідню кімнату, ви відчуваєте, що ваші очі обманюють вас. Культисти вимовляють нечестиві слова в центрі кімнати, але навколо них - усілякі вогняні монстри. Культисти починають говорити цілком зрозуміло: ""Ми дякуємо Богам Полум'я за те, що вони зібрали нас разом для поклоніння... і за те, що вони надали нам на забаву найманців."" Вас виявлено!"
QUEST_JOB_FireCult_LIST,"Зупиніть небезпечне культове збіговисько"
QUEST_JOB_FireCult_NAME,"Як метелики..."
QUEST_JOB_IMPS_SPIRITS_FOREST_INTRO_01,"Біси... ці бридкі маленькі мерзотники, які крадуть твою білизну і зачаровують твою кішку, щоб вона робила свої справи під твоїм кріслом?"
QUEST_JOB_IMPS_SPIRITS_FOREST_INTRO_02,"...Я не думаю, що це вина Бісів."
QUEST_JOB_IMPS_SPIRITS_FOREST_MAP_INTRO,"Після зустрічі з деякими наляканими місцевими жителями ви прямуєте до ділянки лісу, де, за їхніми словами, привиди зустрічаються частіше. Ви помічаєте, що цей район розташований на стародавньому цвинтарі Інокса, і, звісно ж, ви можете відчути якусь статичну енергію в повітрі. У міру подальшого дослідження настає ніч, і тоді ви помічаєте дивні вогні та моторошний сміх. Біси!"
QUEST_JOB_IMPS_SPIRITS_FOREST_OUTRO,"Після смерті останнього біса духи зникають і мертві знову упокоюються."
QUEST_JOB_MindControl_DESC,"Біси взяли під свій контроль цілий розбійницький табір і сіють хаос у цьому районі."
QUEST_JOB_MindControl_INTRO,"Ви отримали запит, щоб розібратися з проблемою розбійників, які діють дуже дивно: вони нападають на увазі, просячи вибачення. Ви прямуєте в цей район, де вас зустрічає місцевий сільський старійшина, який вводить вас у курс справи. Мабуть, розбійники завдавали всіляких неприємностей: підпалювали будівлі, нападали на всіх, хто їм протистояв, але не грабували. Дуже дивно. Ви прямуєте до відомого місця їхнього табору і виявляєте, що він не охороняється. Вийшовши на галявину, ви вимагаєте пояснень!"
QUEST_JOB_MindControl_LIST,"Потужне породження бісів сіє хаос"
QUEST_JOB_MindControl_NAME,"Контроль розуму"
QUEST_JOB_SavvasAid_DESC,"Саввас хоче повернути собі святе місце для управління. Переконайтеся, що він прибуде в цілості й схоронності."
QUEST_JOB_SavvasAid_INTRO,"Ми отримали прохання про допомогу від іншого Савваса, щоб дістатися і повернути старе, заросле святе місце Савваса. Подорож у супроводі них відносно легка і нескладна, навіть якщо вони почуваються трохи незатишно поруч із вами, а ви починаєте сумніватися в тому, що ваші послуги взагалі були необхідні. Однак, щойно ви досягнете воріт ділянки, ви виявите, що вона наповнена дикими тваринами..."
QUEST_JOB_SavvasAid_LIST,"Проведіть паломника до його святого місця"
QUEST_JOB_SavvasAid_NAME,"Священне паломництво"
QUEST_JOB_SavvasInfighting_DESC,"Чвари Савв загрожують селам. Покласти край насильству."
QUEST_JOB_SavvasInfighting_INTRO,"Ми чули про інші Саввас, що викликають пожежі та хуртовини, які руйнують ліси поблизу місцевих поселень, і були найняті для перевірки. Прибувши в останнє місце, про яке повідомлялося, ви обережно йдете по сліду палаючих дерев до галявини. Коли ви наближаєтеся, ви бачите дві групи Савв, що зчепилися в магічній битві. Ви не можете дозволити цьому божевіллю тривати."
QUEST_JOB_SavvasInfighting_LIST,"Саввас загрожують селам"
QUEST_JOB_SavvasInfighting_NAME,"Громадянська війна"
QUEST_JOB_TheDjinnPalace_DESC,"Винахідник зацікавився тим, як дух може відокремитися від тіла після смерті, а цей склеп кишить нежиттю. Ідеально підходить для деяких польових досліджень."
QUEST_JOB_TheDjinnPalace_INTRO,"Винахідник продовжує свої дослідження в царині болючіших наукових дисциплін і він чув про склеп, що кишить нежиттю. Він веде вас туди, і ви спускаєтеся запорошеними сходами у велику склепінчасту кімнату. Він пояснює, що Духи, що ожили, і Кістки, що ожили, бродять кімнатою ночами, тому для того, щоб він отримав пристойні відомості, вам доведеться вивчати їх до світанку, коли вони знову розпадуться. Коли він закінчує говорити, ви чуєте дивні звуки. Судячи з усього все трапиться просто зараз!"
QUEST_JOB_TheDjinnPalace_LIST,"Допоможіть Винахіднику з його дослідженнями мертвих"
QUEST_JOB_TheDjinnPalace_NAME,"Палац джина"
QUEST_JOB_TheHaunting_DESC,"Щоночі ожилі духи патрулюють вулиці - місцеві жителі в жаху!"
QUEST_JOB_TheHaunting_INTRO,"Ви прямуєте в село з привидами, очікуючи, що робота буде в основному заснована на заклинанні екзорцизму. Вам повідомили, що щоночі кілька живих духів піднімаються і лякають до смерті будь-кого в цьому районі. Ви влаштовуєтеся на вечір і чекаєте ... як і очікувалося, опівночі духи починають збиратися разом, але вони не нападають. Оскільки ви перші люди, які не тікають, духи можуть спілкуватися і повідомляти вам, що вони були групою магів, убитих під час спроби очистити печеру від демонів. Вони не можуть заспокоїтися, поки їхні пошуки не будуть завершені. Двоє ведуть вас до входу всередину."
QUEST_JOB_TheHaunting_LIST,"Зупиніть духів, які переслідують село"
QUEST_JOB_TheHaunting_NAME,"Привиди"
QUEST_JOB_TheStoneMan_DESC,"Розумний голем потребує вашої допомоги."
QUEST_JOB_TheStoneMan_INTRO,"З вами зв'язався Винахідник про дивного персонажа, якого він знайшов, досліджуючи стародавню гробницю. Очевидно, що один із Големів, які залишилися захищати гробницю, став розумним і, замість того, щоб розплющити винахідника, заговорив із ним. Однак слава про цього кам'яного гуманоїда поширилася всією округою і тепер група розбійників прямує до місця, щоб знищити Голема і забрати його частини для своїх справ. Ви прямуєте до локації в лісі, і вас знайомлять із Големом якраз у той момент, коли вони нападають. Немає часу на люб'язності."
QUEST_JOB_TheStoneMan_LIST,"Захистіть нову форму життя від руйнування"
QUEST_JOB_TheStoneMan_NAME,"Кам'яна Людина"
QUEST_JOB_TheVaultsOfPus_DESC,"Культисти увірвалися в мавзолей місцевого кладовища і стали воскрешати мертвих."
QUEST_JOB_TheVaultsOfPus_INTRO,"Ця робота - одна з тих, що не подобаються авантюристам, але вона оплачує рахунки. Вирушайте на цвинтар, знайдіть склеп із розбитими вхідними дверима, ризикніть спуститися донизу і вбийте все, що знайдете там."
QUEST_JOB_TheVaultsOfPus_LIST,"Місцевий цвинтар осквернено культистами"
QUEST_JOB_TheVaultsOfPus_NAME,"Сховища гною"
QUEST_JOB_TwoTribes_DESC,"Банда розбійників і плем'я Інокс перебувають у відкритій війні, Вас було найнято, щоб усунути обидві сторони."
QUEST_JOB_TwoTribes_INTRO,"Після зустрічі з лідером місцевої громади вам повідомляють, що два угруповання в цьому районі поступово нагнітають ворожнечу. Банда розбійників грабувала місцеві святині та продавала підроблені товари, тоді як плем'я Інокс погрожувало кожному, хто проходив через місцевий ліс. Зрештою, щось треба було віддати. Після численних замахів і дрібних інцидентів у пабах і готелях, обидва угруповання вибрали місце в лісі, щоб вирішити цю проблему. Вас просять знищити обидві групи, не залишивши в живих нікого. Ви прямуєте до передбачуваного місця, ніхто не тримає це в секреті. Я маю на увазі, кому захочеться вплутуватися у відкриту війну?"
QUEST_JOB_TwoTribes_LIST,"Місцева розбійницька ворожнеча переросла в тотальну війну"
QUEST_JOB_TwoTribes_NAME,"Два племена"
QUEST_JOB_VERMLING_CAVE_INTRO_01,"Ви входите в печеру, в тісному оточенні, ви можете майже відчути смак хвороби."
QUEST_JOB_VERMLING_CAVE_INTRO_02,"Ви маєте закінчити місію якомога швидше, забаритеся надто довго і ви самі захворієте."
QUEST_JOB_VERMLING_CAVE_INTRO_03,"Вермлінги звичайно хворі, але будьте обережні, вони також можуть передавати деякі симптоми!"
QUEST_JOB_VERMLING_CAVE_OUTRO,"Я вважаю, що ви не були там досить довго, щоб підхопити хворобу, але зараз ви повинні піти!"
QUEST_RELIC_AncientDrill_Complete_1,"Ух ти, схоже, це має міць. Цікаво, чи варто мені спробувати виготовити копію?"
QUEST_RELIC_AncientDrill_Unlock_1,"Тепер ви вивчили тонкощі ""Щита і Проколу"". Тож, я думаю, що настав час вам знайти потужну реліквію, від якої ви отримаєте велику користь зі своїми знаннями."
QUEST_RELIC_AncientDrill_Unlock_2,"Ходять чутки про великого Винахідника-Старателя, який зник у горах на схід від Південного щита. Говорили, що в нього із собою було потужне свердло, здатне пробити будь-яку скелю."
QUEST_RELIC_AncientDrill_Unlock_3,"Один із моїх контактів від Інокс у цьому районі має карту прямо до останнього місця, де його бачили. Можливо, ви зможете простежити його маршрут?"
QUEST_RELIC_AncientDrill_Unlock_4,"І йти прямо на те, що вбило його?"
QUEST_RELIC_CuriousGear_Complete_1,"Я думаю, що все закінчилося не так уже й погано. Спорядження в скрині має дозволити нам легко знешкодити більше пасток у майбутньому."
QUEST_RELIC_CuriousGear_Unlock_1,"Я помітив, що переважний відсоток пасток, які ви знешкодили в більшості цих місій, в основному є ведмежими капканами Інокс і використовують тутешню деревину."
QUEST_RELIC_CuriousGear_Unlock_2,"Вони справді трохи заважають. Можливо, нам слід відвідати плем'я, яке їх виробляє, і переконати їх припинити виробництво."
QUEST_RELIC_CuriousGear_Unlock_3,"Я думаю, що знаю плем'я, яке ти маєш на увазі, у мене там є контакт, я попрошу його організувати зустріч."
QUEST_RELIC_DoomedCompass_Unlock_1,"Мені розповідали про покинутий маяк поблизу Самирту: щоразу, коли корабель наближається до нього, рульовий повертає до найближчих рифів."
QUEST_RELIC_DoomedCompass_Unlock_2,"Хм, схоже, тут замішана магія. Я думаю, ми повинні це з'ясувати."
QUEST_RELIC_DrakescaleArmor_Unlock_1,"Я бачу, що ти отримуєш багато отруєнь і ран, але ти також тримаєш себе в руках."
QUEST_RELIC_DrakescaleArmor_Unlock_2,"Я намагався дослідити будь-яку реліквію, яка могла б допомогти вам і думаю, що знайшов набір броні, який міг би допомогти."
QUEST_RELIC_DrakescaleArmor_Unlock_3,"Недоліком є те, що він розташований у не зовсім згаслому вулкані."
