Keys,"Українська [ua-UA]"
Quest_Campaign_088_INTRO_TRAVEL_3,"Ви ніяк не можете позбутися думки, що весь цей ланцюжок подій не міг бути простим збігом. Ви невипадково знайшли цей посох на дорозі. Це був знак. І так само невипадково з'явився портал у Водний вимір."
Quest_Campaign_088_INTRO_TRAVEL_4,"Усе це було визначено вам долею. Ви не можете зрозуміти, що відбувається, але вас незбагненно тягне дізнатися, в чому ж справа. Ви ковтаєте сфери підводного дихання і дозволяєте посоху вести вас через портал."
Quest_Campaign_088_LIST,"Досліджуйте воду"
Quest_Campaign_088_NAME,"Водний вимір"
Quest_Campaign_088_Outro_GH_1,"За лічені миті ви опиняєтеся у вашій кімнаті, а перед вами стоїть Прикликачка."
Quest_Campaign_088_Outro_GH_2,"Я була необережна під час своїх досліджень і потрапила в полон,"" пояснює вона. ""Ви знайшли знаки і врятували мене. Нехай цей посох буде моїм подарунком."
Quest_Campaign_088_Outro_GH_3,"Щойно ви приймаєте посох з її рук, Естерка зникає."
Quest_Campaign_088_SCENARIO_MODIFIER_1,"Як негативний ефект сценарію всі найманці та їхні покликані створіння віднімають 1 <sprite name=Move> з усіх своїх дій руху."
Quest_Campaign_088_SCENARIO_MODIFIER_2,"Усі найманці та їхні покликані створіння змушені наприкінці кожного раунду пересуватися на 1 клітину в напрямку течії, якщо тільки вони не перебувають на клітині безпосередньо перед перешкодою або клітиною стіни в напрямку течії. Якщо найманець (або покликане створіння найманця) не може пересунутися через іншу фігурку, перешкоду або стіну, то замість цього він отримує 3 шкоди.<br>Течія виходить від кристала і змінюється зліва направо кожен раунд."
Quest_Campaign_088_SCENARIO_MODIFIER_3,"Найманець, який несе клешню, віднімає 2 <sprite name=Move> з усіх своїх дій руху."
Quest_Campaign_089_DESC,"Разом із покровом ночі, завадіть синдикату в Похмурій Гавані..."
Quest_Campaign_089_INTRO,"Перш ніж ви встигаєте запитати, яким буде сигнал, покрив ночі зникає. Кілька хвилин ви чекаєте в замішанні, поки знайомий чорний кинджал не розсікає зі свистом повітря і не пронизує землю біля ваших ніг. Прийнявши це за сигнал, ви вихоплюєте зброю і кидаєтеся в бій."
Quest_Campaign_089_INTRO_GH_1,"Ви прямуєте за покровом ночі темними вулицями Похмурої гавані, поки він не зупиняється в провулку перед зубожілою службовою будівлею в Старих доках."
Quest_Campaign_089_INTRO_GH_2,"Я сподіваюся, ви не чекали нічого грандіозного, - каже він. ""Сін-Ра воліють триматися в тіні, тому більшість людей навіть не знають про їхнє існування. Але тут, друзі, серце цієї організації, і я збираюся встромити в нього свій кинджал і провертати доти, доки воно не перестане битися."
Quest_Campaign_089_INTRO_GH_3,"Нічнотінь побіжно оглядає будівлю. ""Я проберуся ну дах, усуну дозорних і простежу за тим, щоб ніхто не увійшов і не вийшов. Щойно я дам вам сигнал, вривайтеся і вбивайте все, що ворушиться."
Quest_Campaign_089_LIST,"Розтрощіть притулок Сін-Ра"
Quest_Campaign_089_NAME,"Притулок синдикату"
Quest_Campaign_090_DESC,"Чародійниця попросила вашої допомоги в загадковому місці."
Quest_Campaign_090_INTRO,"З кожним днем стає дедалі небезпечніше залишатися в Похмурій гавані,"" починає вона. ""Сили, що перебувають за межами моїх знань, відкривають портали у Вимірювання сили стихій, даючи змогу демонам пробиратися в цей світ. Мені вдалося закрити кілька порталів, але цей...""<br><br>Вона вказує в бік джерела світла: ""Цей набагато старший і стабільніший за інші. Мені потрібна ваша допомога.""<br><br>Вона обертається і вперше за цю зустріч дивиться на вас: ""Нам потрібно буде закрити портал з обох боків, а його охороняє орда демонів. Ви готові?"
Quest_Campaign_090_INTRO_TRAVEL_1,"Посеред ночі ви добираєтеся до зазначеного на карті місця."
Quest_Campaign_090_INTRO_TRAVEL_2,"Там ви знаходите Чародійницю. Вона стоїть посеред поля з кадилом у руці й дивиться на мерехтливе світло вдалині."
Quest_Campaign_090_LIST,"Зустріньтеся з Чародійницею"
Quest_Campaign_090_NAME,"Демонічний портал"
Quest_Campaign_090_SCENARIO_MODIFIER_1,"Якщо наприкінці кожного парного раунду в іншій кімнаті не знаходиться хоча б один найманець, то в початковій кімнаті з'являється нічний демон. Ви можете переходити між світами, закінчуючи свою дію на клітці з Порталом."
Quest_Campaign_091_DESC,"Невже марення цієї людини було правдою?"
Quest_Campaign_091_INTRO,"Духи сказали, що ви допоможете мені з цією справою, - каже він. ""Шкода, що ви не прийшли раніше. Це знищення дерев зводить моїх предків з розуму. Усе, що я чую зараз, - це їхні нескінченні стогони. Прошу, ви маєте допомогти мені вигнати людей і повернути спокій духам цього лісу. Нові рани він не переживе."" Ви згідно киваєте, і Володар Звірів веде вас кущами до лісозаготівлі."
Quest_Campaign_091_INTRO_TRAVEL_1,"Дотримуючись вказівок п'яного лісоруба, ви бредете через Кинджальний ліс і приходите на галявину, усипану м'ятим листям. Від дерев, що росли тут, залишилися одні пеньки. Вдалині чути шум робочої бригади."
Quest_Campaign_091_INTRO_TRAVEL_2,"Позаду лунає шурхіт. Обернувшись, ви бачите, що на вас дивиться вкритий шрамами броньований ведмідь. На ньому сидить Володар Звірів."
Quest_Campaign_091_LIST,"З'ясуйте історію п'яниці"
Quest_Campaign_091_NAME,"Дика сутичка"
Quest_Campaign_092_DESC,"Кривава розплата за борги Костоправов"
Quest_Campaign_092_INTRO,"Останній шанс, - каже вона. ""Платіть або живими звідси не підете.""<br><br>Незважаючи на її накачані м'язи, це звучить так само смішно, як і вперше, коли вона це сказала. Ви не в силах стримати сміх. Подумати тільки: ці головорізи намагаються вимагати у вас гроші!<br><br>""Ну добре. Гадаю, обговорювати більше нічого."" На цих словах розбійники оголюють зброю і накидаються на вас. Вам не терпиться показати, наскільки смішні ці погрози."
Quest_Campaign_092_INTRO_TRAVEL_1,"Безтурботно прогулюючись, ви звертаєте в провулок за ""Сплячим левом"" і натикаєтеся на жінку-Інокса, яка чекає на вас, з великою бандою головорізів."
Quest_Campaign_092_LIST,"Зустрітися з Іноксом у глухому провулку"
Quest_Campaign_092_NAME,"Бійка в провулку"
Quest_Campaign_093_DESC,"Дізнайтеся, які ""незліченні багатства"" на вас чекають..."
Quest_Campaign_093_INTRO,"Ви обходите острів з іншого боку, де біля тихого відокремленого пляжу можна спокійно кинути якір. Тільки думки про те, які скарби чекають на борту покинутого судна, зігрівають вас під поривами пронизливого вітру. За мить, щоправда, ці думки змінюються більш тривожними: а раптом корабель хтось охороняє?<br><br>Коли ваш човен підходить до берега, хвиля, що тікає, залишає за собою зграю схованок, охочих ""привітати"" вас. Невідомо, як довго вони спостерігали за вашим кораблем із глибини, чекаючи слушного моменту для нападу..."
Quest_Campaign_093_INTRO_TRAVEL_1,"Ви притискаєте до грудей вицвілу карту, немов це ковдра, що захищає вас від сильних північних вітрів."
Quest_Campaign_093_INTRO_TRAVEL_2,"Здається, ви вже цілу вічність ідете вздовж узбережжя на маленькому зафрахтованому кораблі в пошуках загубленого місця корабельної аварії. Хтозна, може, якщо ви триматимете карту ближче до себе, координати стануть точнішими і зрозумілішими."
Quest_Campaign_093_INTRO_TRAVEL_3,"Надія на вдалий результат майже вмирає, коли вам вдається розгледіти зловісний острів на горизонті. Наблизившись, ви вдивляєтеся в контур бувалого корабля, прикутого до прибережної мілини. Він наполовину затоплений і ледь не розвалюється на частини."
Quest_Campaign_093_LIST,"Дослідіть карту Валрата"
Quest_Campaign_093_NAME,"Затонуле судно"
Quest_Campaign_093_SCENARIO_MODIFIER_1,"Усі найманці починають Паралізованими."
Quest_Campaign_094_DESC,"Розграбуйте притулок Вермлінгів..."
Quest_Campaign_094_INTRO,"Ви обережно оглядаєте місцевість. Як і сказав той незнайомець, за житлом є яма. Однак побачити те, що знаходиться на дні, не потривоживши Вермлінгів, не вийде. Схоже, що й тут незнайомець мав рацію: щоб попорпатися в скарбах, доведеться розправитися з цими мерзенними створіннями.<br><br>Ви обходите житло з іншого боку і готуєтеся до нападу."
Quest_Campaign_094_INTRO_TRAVEL_1,"Знайти житло було неважко. Вермлінги, як відомо, не найбільші майстри маскування. Навпаки, ви відчуваєте запах гнилого м'яса і мокрого звіриного хутра задовго до того, як помічаєте купи гілок і наспіх вириті нори - типове місце проживання зграї Вермлінгів."
Quest_Campaign_094_LIST,"Поверніть артефакт"
Quest_Campaign_094_NAME,"Житло Вермлінгів"
Quest_Campaign_095_DESC,"Скарб Вермлінгів чекає..."
Quest_Campaign_095_INTRO,"Нарешті жахливий біль стихає, і ви шкірою відчуваєте шорсткий камінь. Потім ви чуєте дивний дзвін неземних голосів. Розплющивши очі, ви бачите, що перебуваєте на якійсь арені. Високо над вами демони та інші істоти дивляться вниз і радіють. Перед вами міцні ворота із залізних прутів, а за ними сміється божевільний саввас."
Quest_Campaign_095_INTRO_TRAVEL_1,"Ви йдете по краю ями і раптом відчуваєте дивне занепокоєння. Тут немає ніяких скарбів - тільки зяюча діра в землі."
Quest_Campaign_095_INTRO_TRAVEL_2,"Ви намагаєтеся відійти від краю, але ваші ноги немов заціпеніли. Чорна сфера пульсує і вилітає з рук, піднімаючись у простір над безоднею."
Quest_Campaign_095_INTRO_TRAVEL_3,"Потім вона знову пульсує, і у вашій голові лунає голос:"
Quest_Campaign_095_INTRO_TRAVEL_4,"Жадібність. Чудовий стимул для дурнів. Ви думали, що можете вбити мого пана, великого Архідемона, і просто так ходити по вашому світу, як ні в чому не бувало?"
Quest_Campaign_095_INTRO_TRAVEL_5,"Яка зарозумілість! Ваше покарання наближається. Ступайте в мою темницю випробувань і нудьгуйте там у своїх гріхах до кінця вічності!"
Quest_Campaign_095_INTRO_TRAVEL_6,"Кожною частинкою свого розуму ви намагаєтеся взяти контроль над тілом і відійти від краю безодні, але замість цього ви крокуєте вперед і падаєте в обійми темряви."
Quest_Campaign_095_INTRO_TRAVEL_7,"Коли морок огортає вас, ви відчуваєте вже знайоме відчуття переходу між вимірами, від якого тіло немов вивертається навиворіт."
Quest_Campaign_095_LIST,"Заберіть свою нагороду"
Quest_Campaign_095_NAME,"Година розплати"
Quest_Campaign_095_Outro_Travel_1,"За мить ви знову опиняєтеся в Мертволіссі, на краю темної ями біля житла Вермлінгів."
Quest_Campaign_095_Outro_Travel_2,"Спочатку вам здається, що це був просто сон, але замість тріснутої сфери ви тримаєте в руках відрубану голову савваса."
Quest_Campaign_095_SCENARIO_MODIFIER_1,"Будь-яка фігурка, яка закінчує свій хід на клітці з водою, отримує 1+Рівень групи шкоди."
Quest_Campaign_1_DESC,"Вирушайте в Чорний курган, щоб знайти документи Джексери"
Quest_Campaign_1_INTRO,"Знайти пагорб виявилося неважко. Невелика прогулянка від воріт Нового ринку - і ось вона, схожа на щура, що забився під килим, височина на узліссі Мертволісся. Зблизька ви впізнаєте в ній насип із чорнозему. У отворі крихітного, та ще й безнадійно зарослого входу видно старі кам'яні сходинки, що ведуть у темряву.<br>Лише завдяки світлу, що виходить звідкись знизу, ви щось розрізняєте в цій непроглядній темряві. На жаль, звідти ще й виразно несе смертю. Цікаво, які злодії зважилися влаштувати лігво в такому огидному місці? Ніби у відповідь на своє запитання ви помічаєте збіговисько мерзенного вигляду головорізів, незадоволених вашим вторгненням. Один із них, судячи з опису Джексери, якраз той, хто вам потрібен."
Quest_Campaign_1_LIST,"Поверніть документи"
Quest_Campaign_1_NAME,"Чорний курган"
Quest_Job_Chapter_1_1_Bandit_Forest_DESC,"Розбійники були помічені в цьому районі і, найімовірніше, невеликою групою, тому скарби будуть мізерною здобиччю."
Quest_Job_Chapter_1_1_Bandit_Forest_INTRO,"Ви прямуєте до лісу неподалік, прямуючи слідами до табору розбійників - їх неважко знайти. Хоча це буде не найнебезпечніша група супротивників, з якою ви зіштовхнетеся, ви все одно маєте бути напоготові, удача - примхлива дама!"
Quest_Job_Chapter_1_1_Bandit_Forest_LIST,"Невелика група розбійників здійснює набіг неподалік від"
Quest_Job_Chapter_1_1_Bandit_Forest_NAME,"Розбійники на полюванні"
Quest_Job_Chapter_1_1_Undead_Bandit_Crypt_DESC,"Група лиходіїв закликала нежить у місцевому склепі, їх треба усунути, перш ніж вони стануть занадто сильними."
Quest_Job_Chapter_1_1_Undead_Bandit_Crypt_INTRO,"Некромантія завжди була надбанням багатих і могутніх, але останнім часом дедалі більше цієї таємної техніки потрапляє до рук звичайних злочинців. Ризикніть увійти в склеп і припинити цю діяльність."
Quest_Job_Chapter_1_1_Undead_Bandit_Crypt_LIST,"Місцева група розбійників отримала доступ до заборонених знань"
Quest_Job_Chapter_1_1_Undead_Bandit_Crypt_NAME,"Нечестиві експерименти"
Quest_Job_Chapter_1_1_Undead_Crypt_DESC,"Невеликий склеп потребує очищення від нежиті, ризик невеликий, як і плата."
Quest_Job_Chapter_1_1_Undead_Crypt_INTRO,"Склеп знайти нескладно: потрібно лише простежити за затхлим запахом до вхідних дверей, які лежать розбиті на землі. Одна з небезпек найманства полягає в тому, щоб сприймати подібні завдання як щось само собою зрозуміле. Саме тоді тебе і можуть схопити за горло, коли ти найменше цього очікуєш!"
Quest_Job_Chapter_1_1_Undead_Crypt_LIST,"Найближчий склеп вивергає гнилі трупи."
Quest_Job_Chapter_1_1_Undead_Crypt_NAME,"Нашестя нежиті"
Quest_Job_Imps_Spirits_Forest_DESC,"Громада зв'язалася з нами після того, як жителі села були налякані примарами, що переслідують віддалені ферми."
Quest_Job_Imps_Spirits_Forest_INTRO,"Після зустрічі з деякими наляканими місцевими жителями ви прямуєте до ділянки лісу, де, за їхніми словами, привиди зустрічаються частіше. Ви помічаєте, що цей район розташований на стародавньому цвинтарі Інокс, і, звісно ж, ви можете відчути якусь статичну енергію в повітрі. У міру подальшого дослідження настає ніч, тоді ви й помічаєте дивні вогні та моторошний сміх. Біси!"
Quest_Job_Imps_Spirits_Forest_LIST,"Розслідуйте повідомлення про привидів, які нападають на сільських жителів"
Quest_Job_Imps_Spirits_Forest_NAME,"Неспокійні Духи"
Quest_Job_Inox_Vermling_Forest_DESC,"Інокс і Вермлінги вбили робітників у таборі лісорубів. Зрозуміло, атакуючі з цієї області."
Quest_Job_Inox_Vermling_Forest_INTRO,"З вами зв'язалася лісозаготівельна компанія, скаржачись, що один з їхніх таборів пограбувало плем'я Іноксів за допомогою найманців Вермлінгів. Робітники загинули. Компанія хоче, щоб табір був очищений від непроханих гостей. Ви прямуєте до місця розташування табору і чуєте збуджену балаканину Вермлінгів і грубі відповіді від довколишнього Інокса. Вони не готові до нападу."
Quest_Job_Inox_Vermling_Forest_LIST,"Відвоювати нещодавно захоплений табір Лісорубів"
Quest_Job_Inox_Vermling_Forest_NAME,"Нічний рейд"
Quest_Job_Mysterious_Maze_DESC,"Вас запросили взяти участь у дивному турнірі, що перевіряє вашу бойову доблесть"
Quest_Job_Mysterious_Maze_INTRO,"У вашу штаб-квартиру прибув цікавий лист із запрошенням вступити в таємничий лабіринт. Більше нічого не вписано, тільки розташування лабіринту й опис нагород. Заінтриговані, ви прямуєте до місця, а вас зустрічає складний вхід у склеп. Що знаходиться всередині, ви не знаєте, але ви вирішуєте увійти."
Quest_Job_Mysterious_Maze_LIST,"Дивний лист запрошує вас на турнір"
Quest_Job_Mysterious_Maze_NAME,"Лабіринт-загадка"
Quest_Job_Snakes_Undead_Crypt_DESC,"Вас попросили очистити склеп від гадюк. Однак, можливо, це не все, що там є."
Quest_Job_Snakes_Undead_Crypt_INTRO,"Ви приймаєте завдання очистити склеп від гігантських змій - звучить як рутинна робота. Коли ви зустрічаєтеся із землевласником, який запропонував цю роботу, він здається трохи невизначеним щодо реальної проблеми: так, там є змії, але він ухиляється від усього іншого. Він наполягає на тому, що його завдання - очистити старий склеп. Ви неохоче погоджуєтеся і прямуєте в цей район. Зовні склеп здається цілком нормальним, лише коли ви входите, ви бачите викинуту зміїну шкіру..."
Quest_Job_Snakes_Undead_Crypt_LIST,"Гігантські змії терзають місто"
Quest_Job_Snakes_Undead_Crypt_NAME,"Яма з гадюками"
Quest_Job_Vermling_Cave_DESC,"Плем'я Вермлінгів дуже сильно захворіло на магічну хворобу. На жаль, вони мають бути знищені"
Quest_Job_Vermling_Cave_INTRO,"До вас дійшла звістка, що група Вермлінгів заразилася особливо небезпечною хворобою, а поселення, де вони перебувають, стурбоване її поширенням. Хвороба також змушує Вермлінгів поводитися агресивно, тому будь-який контакт із цілителями був зустрінутий градом стріл. Ви прямуєте до місця розташування печери, в якій вони ховаються, навіть зовні ви можете відчути заразу."
Quest_Job_Vermling_Cave_LIST,"Плем'я Вермлінгів підхопило заразну хворобу"
Quest_Job_Vermling_Cave_NAME,"Мікроблінги!"
Quest_Relic_AncientDrill_DESC,"З'ясуйте, що трапилося з Винахідником-старателем і відновіть його Бур."
Quest_Relic_AncientDrill_INTRO,"Ви йдете за картою, яку вам дав тренер, прямуючи на схід від Південний Щит. Через кілька годин, перетинаючи болота і річкові притоки, ви бачите вдалині низку скелястих пагорбів. Підійшовши ближче, ви бачите залишки старого табору біля входу у велику печеру, можливо, це остання пригода Винахідника? Ви прямуєте до печери, щоб з'ясувати це."
Quest_Relic_AncientDrill_LIST,"Знайти старовинний Бур"
Quest_Relic_AncientDrill_NAME,"(Елітний) бур"
Quest_Relic_CuriousGear_DESC,"Ви маєте піти на зустріч у Східному лісі, щоб обговорити з місцевим племенем, як переконати їх припинити продавати пастки на вільному ринку. Винахідник має бути присутнім, щоб перевірити пастки."
Quest_Relic_CuriousGear_INTRO,"Ви прямуєте до Хмільної Білки, але перш ніж ви дістанетеся до будівлі, ви чуєте РУХ із лісу зі стежки і ""Псс, сюди!"" - Молодий Інокс представляється і пояснює, що він тут, щоб провести вас до місця зустрічі. Ви не зовсім розумієте причину таємної зустрічі, але все одно прямуєте за ним на галявину в глибині лісу. Він готує вам трав'яний чай і каже, що скоро прибудуть інші. Не бажаючи бути неввічливим, ви п'єте свій чай, але щойно горнятка закінчуються, ви шкодуєте про свій вибір, оскільки ваші шлунки розриваються від болю. З-за дерев виходить велика Інокс."
Quest_Relic_CuriousGear_LIST,"Допоможіть Винахіднику ""переконати"" плем'я Іноксів-мисливців припинити продавати свої пастки невдахам"
Quest_Relic_CuriousGear_NAME,"Це пастка!"
Quest_Relic_DoomedCompass_DESC,"Маяк веде кораблі до загибелі, тож ми повинні перевірити це."
Quest_Relic_DoomedCompass_INTRO,"Ви виходите з Southern через Південні ворота, і кілька матросів кричать вам на підтримку. Вони розповідали вам про незвичайні кольори світла з вершини маяка, іноді палюче світло, а іноді майже темне, що закриває ділянки неба. Ви приходите на Маяк і бачите, що це величезна будівля старовинного зразка, більше схожа на форт, ніж на звичайний Маяк. Вона зроблена з каменю, що кришиться, а ви ставите собі питання, чи є найбільша небезпека від того, що будівля впаде вам на голову, а не від усього, що може бути знайдено всередині неї, коли ви прямуєте всередину."
Quest_Relic_DoomedCompass_LIST,"Дослідіть проклятий Маяк"
Quest_Relic_DoomedCompass_NAME,"Сяюча темрява"
Quest_Relic_DrakescaleArmor_DESC,"Цю рідкісну броню можна знайти в склепі, знайденому на схилі діючого вулкана!"
Quest_Relic_DrakescaleArmor_INTRO,"Обладунки, які ви збираєтеся зібрати, були виготовлені доволі винахідливою ковалькою-винахідницею. Вона вважала, що найкращий спосіб запобігти отруті та ранам, завданим драконами, - це створити броню з їхньої власної луски. Її теорії були слушними, проте головним недоліком був пошук матеріалів для обладунків, бо дракони чомусь не віддавали свою луску добровільно. Не будучи великою войовницею, вона жила у відокремленому склепі на схилі гори, де й розводила дрейків. Сама того не відаючи, гора перетворилася на дрімаючий вулкан і коли він вивергнувся, про неї більше ніхто не чув. Тренер вирахував приблизне місце розташування склепу на південний захід від діри. Ви виходите з гірничих виробок і відразу бачите вдалині вулкан. Коли ви підходите ближче, їдкий запах сірки атакує ваші ніздрі, і регулярні поштовхи стрясають землю під вашими ногами. Ви знаходите зруйнований вхід у склеп і прямуєте всередину."
Quest_Relic_DrakescaleArmor_LIST,"Знайти броню з луски дракона"
Quest_Relic_DrakescaleArmor_NAME,"Жар під коміром"
Quest_Relic_DrakescaleBoots_DESC,"З чуток, у клану залізних дрейків є кілька могутніх чобіт, подивіться, чи потрібні вони вам."
Quest_Relic_DrakescaleBoots_INTRO,"Ти прямуєш на північ від Залізний Дзвін уздовж узбережжя до табору клану Iron Drake. Жителі Залізний Дзвін вважають вас божевільними - це напевно закінчиться загибеллю! Коли ви наближаєтеся до табору, ви бачите попереджувальні тотеми і знаки: тут нікому не раді. Вас помітили, і група Інокс із прирученими дрейками виходить назустріч, але поки що не нападають. У всякому разі, вони, здається, раді вас бачити. Хоча в них і гортанні голоси, ви все ж розбираєте їхній діалект - вони запрошують вас приєднатися до них за вечерею. Ви виходите на центральну галявину, де і готується вечеря, і розмова переходить про їхні чарівні чоботи. Інокс киває і вказує на скриню, де вони зберігаються. Ви можете взяти їх завтра, вони їм не потрібні. Ви пояснюєте, що не маєте потреби в їжі і з задоволенням платите, але що більше ви наполягаєте, то злішими вони стають. Саме в цей момент ви помічаєте кістки навколо табору, і це не кістки тварин, а гуманоїдів. Вас запросили на вечерю, але не як гостей, а як основну страву. Коли ви починаєте підніматися, дротяні пастки підстрибують над вашими щиколотками, а Інокси наближається..."
Quest_Relic_DrakescaleBoots_LIST,"Нанесіть візит клану Інокс поблизу Залізний Дзвін"
Quest_Relic_DrakescaleBoots_NAME,"Тремтіння в чоботях"
Quest_Relic_DrakescaleHelm_DESC,"Повернути скриню з товарами для торговця в Кайледжі"
Quest_Relic_DrakescaleHelm_INTRO,"Ви прямуєте до торговельної крамниці в Кайледжі, передня частина якої заповнена всілякою зброєю та обладунками, проте нічого, що справді вирізнялося б краще, ніж ваше нинішнє спорядження. Він вітає вас і веде в підсобку крамниці. ""Вони вилізли з каналізації"" - пояснює він, вказуючи на дірку в підлозі, явно пропиляну знизу. Я сподіваюся, що вони ще не перевезли свою ЗДОБИЧ, тому що в мене є агенти на чорному ринку і ніхто з них не маякнув ще. Якщо ти зараз спустишся вниз, то, можливо, зможеш піти по їхньому сліду! Ви приймаєте його пораду і спускаєтеся в хиткий тунель, який, схоже, був виритий вручну. Він одразу ж розділяється на два напрямки, і ви розумієте, що мусите йти обома, якщо хочете зловити злочинців. Після повзання протягом приблизно тридцяти хвилин один із проходів веде в стародавню запорошену комору, з деякими неприємними патьоками всередині. Інші виходи в головний каналізаційний тунель, і коли ви вилазите, ви чуєте сигнал тривоги!"
Quest_Relic_DrakescaleHelm_LIST,"Знайдіть загублені товари торговця"
Quest_Relic_DrakescaleHelm_NAME,"Тунельний зір"
Quest_Relic_EnduranceFootwraps_DESC,"Ченці перевалу Перевал Кістколом можуть мати завдання для вас в обмін на рідкісне взуття."
Quest_Relic_EnduranceFootwraps_INTRO,"Ви піднімаєтеся крутою стежкою до монастиря, де вас зустрічає абат. Він похмурий і пояснює, що деякі Саввас у цьому районі знову створюють проблеми. Мабуть, це відгалуження фракції від тих, які спричинили проблеми на початку року. Нещодавно вони здійснили набіг на табір і захопили частину реліквій, а тепер ховаються в горах і продали деяку ЗДОБИЧ, щоб озброїтися оборонною артилерією. Ви прямуєте в гори, дотримуючись вказівок абата, і бачите головний вхід у печеру далі, але також і бічний вхід. Замість того щоб розпочати повномасштабний наступ із фронту, ви йдете меншими силами в обох напрямках."
Quest_Relic_EnduranceFootwraps_LIST,"Відвідайте ченців перевалу Кістколом"
Quest_Relic_EnduranceFootwraps_NAME,"Через гори"
Quest_Relic_FleaBittenShawl_DESC,"Чародійниця вважає, що Вермлінги натрапили на стародавній артефакт біля Цингова Затока"
Quest_Relic_FleaBittenShawl_INTRO,"Прогулянка до гнойової купи проходить досить спокійно. Ви проходите повз кількох нещасних людей, які заробляють собі на життя, сортуючи сміття на вершині купи, але вони не настільки дурні, щоб справді ризикувати потикатися глибше до каналізації внизу, бо бог знає, які хвороби можуть там бути. Запах - перше, з чим доводиться зіткнутися, а потім низький зелений туман, що вкриває землю. Ви проходите повз зовнішні купи, поки не помічаєте тунель, що веде під землю. Коли ви входите, ви бачите на землі уривки волосся і кісток Вермлінга, але зі стелі капає дивний кольоровий слиз, вам краще бути насторожі..."
