Keys,"Українська [ua-UA]"
GUI_RESET_CHARACTER_LEVEL_TOOLTIP,"<color=#CEAD5A>скинути найманця</color> повертає освоєні здібності та привілеї найманця до початкового набору і дозволяє перебудувати персонажа з рівня 1 до його поточного рівня.<br>Скидання найманця не вплине на поточний XP найманця."
GUI_RESET_PARTY,"Скидання групи"
GUI_RESTART,"Перезапуск"
GUI_RESTART_ROUND,"Перезапуск раунду"
GUI_RESTART_ROUND_GAMEMODE_TOOLTIP,"Ви не можете зробити перезапуск раунду в навчанні."
GUI_RESTART_ROUND_MP_HOST_TOOLTIP,"Тільки ведучий може перезапустити раунд."
GUI_RESTART_ROUND_PHASE_TOOLTIP,"Ви можете перезапустити раунд на початку раунду або у свій хід найманців під час вибору дії"
GUI_RESTART_ROUND_WHILE_PLAYERS_JOINING_MP_TOOLTIP,"Наразі до сесії приєднуються гравці. Перезапуск раунду заборонено в цей час."
GUI_RESTART_TURN,"Рестарт ходу"
GUI_RESULTS_ACCOMPLISHMENTS,"Досягнення"
GUI_RESULTS_CHESTS,"Скринь оглянуто"
GUI_RESULTS_DAMAGE_DONE,"Завдано шкоди"
GUI_RESULTS_DAMAGE_TAKEN,"Отримано шкоди"
GUI_RESULTS_ENEMIES,"Ворогів убито"
GUI_RESULTS_EXHAUSTIONS,"Виснажений"
GUI_RESULTS_GOLD,"Золота зібрано, куп"
GUI_RESULTS_HEALING,"Усього вилікувано"
GUI_RESULTS_HIGHEST,"Найвищий бал"
GUI_RESULTS_HIGHEST_SCORE_HIGHLIGHT,"Рекорд!"
GUI_RESULTS_ITEMS_SPENT,"Предметів використано"
GUI_RESULTS_LOSE,"Поразка"
GUI_RESULTS_OBJECTIVE,"Завдання"
GUI_RESULTS_REWARD,"Заберіть вашу нагороду!"
GUI_RESULTS_STATS,"Статистика"
GUI_RESULTS_TOTAL,"Усього"
GUI_RESULTS_WIN,"Перемога!"
GUI_RESULTS_WINRATE,"Відсоток перемог"
GUI_RESULTS_XP,"Отримано XP за здібності"
GUI_RESULT_LOSE_EXIT,"Повернутися на карту"
GUI_RESULT_WIN_EXIT,"Повернутися на карту"
GUI_RESUME,"Продовжити"
GUI_RESUME_CAMPAIGN,"Продовжити Кампанію"
GUI_RESUME_LOCKED_TOOLTIP,"У вас має бути збереження, щоб продовжити гру"
GUI_RETIRED_STATE,"Пішов на спокій"
GUI_RETIREMENT,"Відхід на спокій"
GUI_RETIREMENT_CANCEL_SELECTED_QUEST_CONFIRMATION,"Один із ваших найманців виконав свою особисту ЦІЛЬ. Цей найманець зобов'язаний виконати процедуру відходу на спокій перш ніж ви продовжите."
GUI_RETIRE_CHARACTER_DESC,"Усі предмети найманця повернуться в магазин, а все золото персонажа зникне"
GUI_RETRY,"Повторити"
GUI_REWARD_TRAP,"Пастка!"
GUI_REWARD_TREASURE,"Відкрито скриню зі скарбами!"
GUI_ROUND_BONUSES,"Бонуси раунду"
GUI_SANDBOX,"Пісочниця"
GUI_SCENARIO_MOD_ADD_CONDITIONS_TO_ABILITIES,"Усі здібності додають {0}"
GUI_SCENARIO_MOD_ADD_CONDITIONS_TO_ABILITIES_FILTERED_ABILITY_TYPE,"Усі здібності виду {0} додають {1}"
GUI_SCENARIO_MOD_ADD_CONDITIONS_TO_ABILITIES_FILTERED_ABILITY_TYPE_ACTOR,"Усі {2} здібностями виду {0} додають ефект {1}"
GUI_SCENARIO_MOD_SET_ELEMENTS_ALL,"{0} буде встановлено в сильну, {1} буде встановлено в середню, а {2} буде встановлено в інертну за умови {3}"
GUI_SCENARIO_MOD_SET_ELEMENTS_INERT,"{0} буде інертним при {1}<br>"
GUI_SCENARIO_MOD_SET_ELEMENTS_STRONG,"{0} буде сильним {1}<br>"
GUI_SCENARIO_MOD_SET_ELEMENTS_STRONG_INERT,"{0} буде сильним, {1} буде інертним за {2}<br>"
GUI_SCENARIO_MOD_SET_ELEMENTS_STRONG_WANING,"{0} буде сильною, {1} буде середньою за {2}<br>"
GUI_SCENARIO_MOD_SET_ELEMENTS_WANING,"{0} буде середньою за {1}<br>"
GUI_SCENARIO_MOD_SET_ELEMENTS_WANING_INERT,"{0} буде середньою, {1} буде інертною за {2}<br>"
GUI_SCENARIO_MOD_TRIGGER_ABILITY,"{0} здатність буде активована при {1}"
GUI_SCENARIO_MOD_TRIGGER_END_ROUND,"Кінець раунду"
GUI_SCENARIO_MOD_TRIGGER_END_TURN,"Кінець ходу"
GUI_SCENARIO_MOD_TRIGGER_START_ROUND,"На початок раунду"
GUI_SCENARIO_MOD_TRIGGER_START_TURN,"Почати хід"
GUI_SCENARIO_UNKNOWN,"Цей район ще належить дослідити.<br>Чи наважитеся ви сліпо розвідати цю територію?"
GUI_SCERNARIO_FAILED,"Сценарій провалено"
GUI_SELECT,"Вибір"
GUI_SELECT_CHARACTER,"Виберіть персонажа"
GUI_SELECT_CHARACTERS,"Виберіть персонажів"
GUI_SELECT_ITEM,"Виберіть предмет"
GUI_SELECT_QUEST,"Вибрати завдання"
GUI_SELECT_QUEST_TIP,"Як Ведучий, виберіть завдання, щоб запропонувати його групі"
GUI_SELL,"Продати"
GUI_SELL_CONFIRMATION_TITLE,"Продати предмет"
GUI_SELL_ENHANCEMENT_CONFIRMATION_TITLE,"Продати поліпшення"
GUI_SENDING_ERROR_REPORT,"Надсилаємо звіт, чекайте"
GUI_SEND_ERROR_REPORT,"Надіслати звіт про помилку"
GUI_SHORT_REST,"Перепочинок"
GUI_SHORT_REST_CONFIRMATION,"Виконати Перепочинок"
GUI_SIDE_QUEST,"Побічне завдання"
GUI_SKIN_OFF_TOOLTIP,"Базове забарвлення"
GUI_SKIN_ON_TOOLTIP,"Альтернативне забарвлення активне"
GUI_SKIP,"Пропустити"
GUI_SKIP_ABILITY,"Пропустити здатність"
GUI_SKIP_ACTION,"Пропустити Дію"
GUI_SKIP_ATTACK,"Пропустити атаку"
GUI_SKIP_FTUE,"Пропустити Навчання"
GUI_SKIP_MISSION,"Пропустити місію"
GUI_SKIP_MOVEMENT,"Пропустити рух"
GUI_SKIP_PULL,"Пропустити Притягання"
GUI_SKIP_PUSH,"Пропустити відштовхування"
GUI_SOLO_QUEST,"Соло сценарій - {0}"
GUI_SOLO_QUEST_COMPLETED_UNAVAILABLE_REWARDS,"Предметом нагороджується тільки новий найманець, який завершив цей сценарій"
GUI_SPAWNER,"Спавнер"
GUI_SPAWNER_INFORMATION,"Наступний раунд"
GUI_SPEED_UP_TOOLTIP,"<size=+2><color=#EACF8C>прискорення</color></size><br>Натисніть для збільшення швидкості анімацій"
GUI_STADIA_FRIENDS,"Друзі"
GUI_START,"Старт"
GUI_STARTING_PERK_POINTS,"Початкові навички"
GUI_STARTING_PERK_POINTS_TOOLTIP,"<size=+2><color=#EACF8C>початкові навички</color></size><br>Кількість стартових навичок, які отримає кожен майбутній найманець, дорівнює одиниці плюс найбільша кількість стартових навичок, що були в найманця, який пішов на спокій."
GUI_START_CAMPAIGN,"Розпочати Кампанію"
GUI_START_MULTIPLAYER_WRONG_PHASE_TOOLTIP,"Старт мультиплеєра доступний тільки у фазу вибору карт або на карті світу"
GUI_START_ROUND_BANNER,"Раунд {0}"
GUI_STATS,"Базова статистика"
GUI_STEAM_FRIENDS,"Друзі"
GUI_SUBMIT,"Виконати"
GUI_SUMMONED_ALLIES,"Покликані союзники"
GUI_SUMMON_CARD,"Прикликання Героя"
GUI_SWAP_CHARACTERS_POSITIONS_TIP,"Виберіть {0}/2 персонажа для обміну позиціями"
GUI_SWAP_ENEMY_POSITIONS_TIP,"Виберіть {0}/2 ворога для обміну позиціями"
GUI_SWAP_POSITION_TIP,"Поміняйте позицію {0} на позицію {1}"
GUI_ScenarioGoldCollected,"Кількість золота зібрана в цьому сценарії"
GUI_StonePummel_Bottom_HelpBoxTooltip,"<color=#899538FF>закидання камінням:</color> Знищіть сусідню перешкоду, щоб отримати +3 до Атаки"
GUI_TAKE_DAMAGE,"Отримати шкоду"
GUI_TAKE_DAMAGE_BURN,"Спалити 1 доступну Карту"
GUI_TAKE_DAMAGE_DISCARD,"Спалити 2 Карти у Скиданні"
GUI_TAKE_DAMAGE_TOOLTIP,"Вибрати втратити ОЗ або Спалити карти"
GUI_TEMPLE_BLESS_UNAVAILABLE,"Найманець благословенний"
GUI_TEMPLE_CONFIRM,"Благословити"
GUI_TEMPLE_CONFIRMATION,"<color=#{1}>{0} <sprite name=""{2}"" color=#{1}></color> отримає 2 модифікатори <sprite name=""Bless""><color=#A78634> БЛАГОСЛОВЕННЯ</color> на наступне завдання"
GUI_TEMPLE_CONFIRMATION_TITLE,"Пожертва Храму"
GUI_TEMPLE_DESCRIPTION,"Пожертвуйте Храму Великого Дуба й отримайте 2 модифікатори <color=#A78634>БЛАГОСЛОВЕННЯ</color> <sprite name=""Bless""> для наступного завдання."
GUI_TEMPLE_DEVOTION_LEVEL,"Ваші постійні пожертвування були справжнім благом для Святилища і для міста загалом. Це, безумовно, матиме помітний вплив на місто і, будьте певні, ми завжди можемо використати додаткову допомогу."
GUI_TOOLTIP_ABILITY_CHOOSING_1,"Активуйте одну половину будь-якої карти"
GUI_TOOLTIP_ABILITY_CHOOSING_2,"Активуйте іншу половину карти, що залишилася"
GUI_TOOLTIP_ACTIVEBONUS_TARGET_SELECTION_137,"Виберіть ЦІЛЬ щоб додати +3 до<nobr> АТАКА <sprite name=Attack></nobr>"
GUI_TOOLTIP_ADDITIONAL_TARGET_EFFECT,"<color=#A050E0>{0}:</color> виберіть додаткові ЦІЛІ"
GUI_TOOLTIP_ADD_DOOM,"Розігрування Рока призведе до скасування дії іншого активного Рока і до його скидання."
GUI_TOOLTIP_ADD_TARGET_MODIFIER,"Додати модифікатор ЦІЛІ"
GUI_TOOLTIP_ADD_TARGET_MODIFIER_TIP,"Як частину атаки ви витягли модифікатор ""Додати ЦІЛЬ"". Вкажіть додаткову ЦІЛЬ на допустимій клітині, щоб атакувати її"
GUI_TOOLTIP_ATTACK_MODIFIERS,"Колода модифікаторів атаки: щоразу, коли персонаж атакує, один з модифікаторів, що залишилися, витягується, і результат атаки змінюється відповідним чином. Крапки вказують кількість карт у колоді та доступних на даний момент"
GUI_TOOLTIP_CHOOSE_DOOM_DISCARD,"Виберіть два Роки, щоб нанести їх на ЦІЛЬ. Інший буде скинутий."
GUI_TOOLTIP_CHOOSE_DOOM_TRANSFER,"Виберіть один Рок, для перенесення на іншого ворога. Інший буде скинуто."
GUI_TOOLTIP_CONSUMING_AVAILABLE,"Натисніть тут, щоб посилити цю дію, використовуючи стихію в процесі."
GUI_TOOLTIP_CONSUMING_CLICKED,"Цю дію буде посилено. Натисніть ще раз, щоб скасувати і вивільнити стихію."
GUI_TOOLTIP_CONSUMING_DISABLED,"Ця дія може бути доповнена використанням стихій. Ви можете зробити це тільки під час ходу персонажа, і тільки в тому випадку, якщо необхідна стихія вже була підвищена."
GUI_TOOLTIP_CONSUMING_UNAVAILABLE,"Цю дію може бути посилено використанням стихій. По-перше, підвищіть необхідні стихії за допомогою деяких інших дій."
GUI_TOOLTIP_DEAL_DAMAGE,"Виберіть - отримати шкоду, спалити одну доступну карту або втратити дві карти в скиданні"
