Keys,"Українська [ua-UA]"
ERROR_MULTIPLAYER_00024,"Отримано PlayerEntityRequest, але гравця-відправника більше не існує"
ERROR_MULTIPLAYER_00025,"Отримано PlayerEntityInitializedEvent, але подія повертає null"
ERROR_MULTIPLAYER_00026,"Отримано PlayerEntityInitializedEvent, але гравця-відправника більше не існує"
ERROR_MULTIPLAYER_00027,"Отримано ControllableAssignmentRequest, але запит повертає null"
ERROR_MULTIPLAYER_00028,"Отримано ControllableAssignmentRequest, але гравця, який подає запит, більше не існує"
ERROR_MULTIPLAYER_00029,"Клієнт запросив контрольний ЕЛЕМЕНТ, але контрольних елементів, які потрібно призначити, не залишилося"
ERROR_MULTIPLAYER_00030,"Отримано MissingGameActionsRequest, але запит повертає null"
ERROR_MULTIPLAYER_00031,"Отримано MissingGameActionsRequest, але гравець, який подає запит, більше не підключений"
ERROR_MULTIPLAYER_00032,"Ми вже підключаємося до сеансу"
ERROR_MULTIPLAYER_00033,"Помилка випускання керованого предмета. Гравець не мав над ним контролю"
ERROR_MULTIPLAYER_00034,"Помилка вивільнення контрольного елемента. Контрольний елемент повертає null"
ERROR_MULTIPLAYER_00035,"Такого гравця не знайдено"
ERROR_MULTIPLAYER_00036,"Спроба вибрати карту, якої не було на руці гравця"
ERROR_MULTIPLAYER_00037,"Стан клієнта не синхронізований зі станом хоста.  Детальну інформацію дивіться в журналі."
ERROR_MULTIPLAYER_00038,"Відключено від сеансу"
ERROR_OBJECTPOOL_00001,"Помилка створення об'єкта з пулу об'єктів"
ERROR_OBJECTPOOL_00002,"Помилка повернення об'єкта в пул об'єктів"
ERROR_PARTYADVENTUREDATA_00001,"Неможливо завершити поточний сценарій"
ERROR_RULESET_00001,"Не вдалося завантажити Core Rulebase"
ERROR_RULESET_00002,"Не вдалося завантажити Modded Rulebase"
ERROR_RUNTIME_00001,"Завантаження не вдалося завершити"
ERROR_RUNTIME_00002,"Сценарій завантаження не вдалося завершити"
ERROR_RUNTIME_00003,"Сценарій постоброблення не вдалося завершити"
ERROR_RUNTIME_00004,"Виникла помилка ініціалізації сценарію"
ERROR_SAVEDATA_00001,"Не вдалося завершити завантаження даних користувацького сценарію"
ERROR_SAVEDATA_00002,"Збереження даних користувацького сценарію не вдалося завершити"
ERROR_SAVEDATA_00003,"Старі дані файлу збереження не вдалося конвертувати"
ERROR_SAVEDATA_00004,"Дані файлу збереження партії були змінені або пошкоджені і не змогли завантажитися"
ERROR_SAVEDATA_00005,"Не вдалося зберегти дані файлу збереження партії"
ERROR_SAVEDATA_00006,"Ми оновили систему збереження, вам потрібно буде заново ввести налаштування меню опцій"
ERROR_SAVEDATA_00007,"Ми виявили, що ваша гра певний час не запускалася і потребує створення нового глобального файлу даних (не хвилюйтеся, це просто ваші налаштування параметрів, а не ваші файли збереження партії). Якщо це так, виберіть ""Скинути файл збереження"", це може зайняти деякий час. Якщо ви нещодавно грали в цю гру, це може бути помилка, будь ласка, надішліть звіт про помилку, щоб ми могли провести розслідування."
ERROR_SAVEDATA_00008,"Потрібно скинути дані глобального файлу збереження гри, оскільки збережений користувач Steam User не збігається."
ERROR_SAVEDATA_00009,"Дані файлу збереження партії не вдалося повністю видалити"
ERROR_SAVEDATA_00010,"Дані файлу збереження партії було змінено або пошкоджено, і їх не вдалося завантажити. Не знайдено валідних даних контрольних точок, пошкоджені дані партій перенесено в папку пошкоджених збережень"
ERROR_SAVEDATA_00011,"Дані файлу збереження партії було змінено або пошкоджено, тому їх не вдалося завантажити. Здійснено повернення до попередніх контрольних точок, а пошкоджені дані партій переміщено в папку пошкоджених збережень."
ERROR_SAVEDATA_00012,"Дані стану карти було змінено або пошкоджено, тому їх не вдалося завантажити. Не знайдено достовірних даних про стан карти контрольних точок, пошкоджені дані про стан карти перенесено в папку пошкоджених збережень."
ERROR_SAVEDATA_00013,"Дані про стан карти були змінені або пошкоджені і не можуть бути завантажені. Повернення до попередніх даних стану карти і пошкоджені дані стану карти були переміщені в папку пошкоджених збережень"
ERROR_SAVEDATA_00014,"Не вдалося зберегти дані файлу стану карти"
ERROR_SAVEDATA_00015,"Неможливо повернутися до попередніх даних контрольної точки стану карти, повернувшись до головного меню."
ERROR_SAVEDATA_00016,"Завантаження застарілого файлу збереження без ScenarioState"
ERROR_SAVEDATA_00017,"Не вдається зберегти GlobalData"
ERROR_SAVEDATA_00018,"Глобальна економія даних оновлена"
ERROR_SAVEDATA_00019,"Неможливо завантажити GlobalData"
ERROR_SAVEDATA_00020,"Порівняння штатів не вдалося"
ERROR_SAVEDATA_00021,"error_savedata_00021"
ERROR_SCENE_00001,"Завантаження не вдалося завершити"
ERROR_SCENE_00002,"Змінено або пошкоджено основні дані для гри.  Переконайтеся, що папка Rulebase у каталозі games не змінена, і перезапустіть гру заново."
ERROR_SCENE_00002_MAC,"Основні дані гри були змінені або пошкоджені. Переконайтеся, що папка Rulebase в директорії гри не змінювалася, і перезапустіть гру.<br><br><size=70%>Якщо ви запускаєте гру на Mac, переконайтеся, що ви надали Gloomhaven доступ до необхідних файлів і папок:<br><br>1. На вашому Mac виберіть меню Apple > Системні налаштування, натисніть Безпека та конфіденційність, а потім виберіть Конфіденційність.<br><br>2. Виберіть Файли та папки.<br><br>3. Виберіть прапорець під програмою, щоб дозволити їй доступ до файлів і папок у цьому місці.<br><br>4. Перезапустіть Gloomhaven.</size>"
ERROR_SCENE_00003,"В ігровому YML не визначено колоду модифікатора атаки монстра.  Грати без колоди модифікатора атаки монстра не можна"
ERROR_SCENE_00004,"Не вдалося показати екран завантаження"
ERROR_SCENE_00005,"Не вдалося вимкнути екран завантаження"
ERROR_SCENE_00006,"Не вдалося завантажити головне меню"
ERROR_SCENE_00007,"Не вдалося запустити кампанію"
ERROR_SCENE_00008,"Не вдалося запустити сценарій"
ERROR_SCENE_00009,"Не вдалося запустити випадковий сценарій"
ERROR_SCENE_00010,"Не вдалося запустити карту пригод"
ERROR_SCENE_00011,"Не вдалося запустити пригодницький сценарій"
ERROR_SCENE_00012,"Не вдалося відновити пригодницький сценарій"
ERROR_SCENE_00013,"Не вдалося обробити завантажену карту пригод"
ERROR_SCENE_00014,"Не вдалося активувати село"
ERROR_SCENE_00015,"Не змогли вивантажити село"
ERROR_SCENE_00016,"Не вдалося запустити підручник"
ERROR_SCENE_00017,"Не вдалося запустити користувацький рівень"
ERROR_SCENE_00018,"Не вдалося обробити завантажений користувацький рівень"
ERROR_SCENE_00019,"Не вдалося запустити редактор рівнів"
ERROR_SCENE_00020,"Не вдалося обробити запущений редактор рівнів"
ERROR_SCENE_00021,"Не вдалося перезапустити пригодницький сценарій"
ERROR_SCENE_00022,"Не вдалося відновити сценарій пригоди, намагаючись повернутися на карту пригоди"
ERROR_SCENE_00023,"Не вдалося завантажити постійні дані"
ERROR_SCENE_00024,"Не вдалося запустити автотест, гра тепер повернеться до Головного меню"
ERROR_SCENE_00025,"Не вдається знайти пучок ресурсів для завантаження ресурсів. Перевірте цілісність ігрових файлів, перевірте, чи всі файли в каталозі games не змінені, і перезапустіть гру."
ERROR_SCENE_00026,"Не вдається знайти актив у пакеті активів. Перевірте цілісність ігрових файлів, перевірте, чи всі файли в каталозі games не змінені, і перезапустіть гру заново."
ERROR_STATSDATASTORAGE_00001,"Не вдалося обробити Scraping Event Log"
ERROR_UI_00001,"Не вдалося обробити оновлення елементів руки картки"
ERROR_UI_00002,"Не вдалося обробити перемикання модифікаторів атаки"
ERROR_UI_00003,"Не вдалося обробити перемикання повного перегляду карток"
ERROR_UI_00004,"Не вдалося обробити ініціалізацію карток ручного інтерфейсу"
ERROR_UI_00005,"Не вдалося опрацювати приховування карт руками UI"
ERROR_UI_00006,"Не вдалося обробити покази карток рукою UI"
ERROR_UI_00007,"Не вдалося обробити перемикання підсвічування карт"
ERROR_UI_00008,"Не вдалося обробити оновлення карток ручного подання"
ERROR_UI_00009,"Не вдалося обробити ініціативу оновлення"
ERROR_UI_00010,"Не вдалося обробити оновлення ефектів карти"
ERROR_UI_00011,"Не вдалося обробити оновлення короткого відпочинку"
ERROR_UI_00012,"Не вдалося обробити виконання короткого відпочинку"
ERROR_UI_00013,"Не вдалося обробити фінальний короткий відпочинок"
ERROR_UI_00014,"Не вдалося обробити фіналізацію короткого відпочинку"
ERROR_UI_00015,"Не вдалося обробити UI отримання картки"
ERROR_UI_00016,"Не вдалося обробити перемикання роздільників в інтерфейсі карткових рук"
ERROR_UI_00017,"Не вдалося обробити сортувальні картки"
ERROR_UI_00018,"Не вдалося обробити оновлення карток"
ERROR_UI_00019,"Не вдалося обробити режим налаштувань у картах hand UI"
ERROR_UI_00020,"Не вдалося зародити карту через відсутність даних"
ERROR_UI_00021,"Не вдалося обробити ініціалізацію картки спроможності"
ERROR_UI_00022,"Не вдалося обробити ініціалізацію картки Long Rest"
ERROR_UI_00023,"Не вдалося обробити скасування активної здатності"
ERROR_UI_00024,"Не вдалося обробити завершену дію картки"
ERROR_UI_00025,"Не вдалося обробити дію картки"
ERROR_UI_00026,"Не вдалося обробити скасування картки"
ERROR_UI_00027,"Не вдалося обробити при наведенні картки"
ERROR_UI_00028,"Не вдалося обробити за обраною карткою"
ERROR_UI_00029,"Не вдалося обробити, якщо картку не вибрано"
ERROR_UI_00030,"Не вдалося обробити на програшну картку, на яку натиснули"
ERROR_UI_00031,"Не вдалося обробити на відновлювальній картці, натиснуто"
ERROR_UI_00032,"Не вдалося опрацювати вибрані картки, номер яких змінено"
ERROR_UI_00033,"Не вдалося обробити оновлення скасування активної здатності"
ERROR_UI_00034,"Не вдалося обробити показ панелі взяття ушкоджень"
ERROR_UI_00035,"Не вдалося обробити оновлення візуальних зображень ушкоджень від взяття ушкоджень"
ERROR_UI_00036,"Не вдалося обробити оновлення візуальних зображень видалення карт"
ERROR_UI_00037,"Не вдалося обробити попередній перегляд повної руки"
ERROR_UI_00038,"Не вдалося обробити попередній перегляд наявних карток"
ERROR_UI_00039,"Не вдалося обробити попередній перегляд скинутих карт"
ERROR_UI_00040,"Не вдалося обробити пошкодження попереднього перегляду"
ERROR_UI_00041,"Не вдалося обробити скидання попереднього перегляду завданої шкоди"
ERROR_UI_00042,"Не вдалося опрацювати записування доступної карти"
ERROR_UI_00043,"Не вдалося обробити отримання ушкоджень"
ERROR_UI_00044,"Не вдалося обробити елемент Toggle Shield"
ERROR_UI_00045,"Не вдалося опрацювати Toggle Запобігання пошкодженням Активний бонус"
ERROR_UI_00046,"Не вдалося обробити спалювання скинутих карт"
ERROR_UI_00047,"Не вдалося обробити перемикання повного перегляду карток"
ERROR_UI_00048,"Не вдалося обробити знищення картки UI"
ERROR_UI_00049,"Не вдалося обробити вибраний символ"
ERROR_UI_00050,"Не вдалося опрацювати кнопку ""Приховати готовність"
ERROR_WAYPOINT_00001,"Не вдалося опрацювати встановлення порядку маршрутних точок"
ERROR_WAYPOINT_00002,"Не вдалося обробити перевірку, чи може гравець завершити РУХ"
ERROR_WAYPOINT_00003,"Не вдалося обробити перевірку на наявність дверей"
ERROR_WAYPOINT_00004,"Не вдалося обробити завершальний рух"
ERROR_WAYPOINT_00005,"Не вдалося обробити відкриття дверей"
ERROR_WAYPOINT_00006,"Не вдалося обробити press waypoint"
ERROR_WAYPOINT_00007,"Не вдалося обробити видалення шляхової точки"
ERROR_WAYPOINT_00008,"Не вдалося обробити отримання наступної шляхової точки"
ERROR_WAYPOINT_00009,"Не вдалося обробити отримання списків плиток"
ERROR_WAYPOINT_00010,"Не вдалося обробити налаштування шляхової точки"
ERROR_WAYPOINT_00011,"Не вдалося обробити створення шляхової точки"
ERROR_WAYPOINT_00012,"Не вдалося обробити налаштування обробника плитки"
EVENT_ADaggerintheChest,"Розграбоване тіло Інокса лежить, притулившись до пня попереду. Коли ви підходите ближче, ви помічаєте Кинджал, що стирчить із грудей."
EVENT_ADaggerintheChest_A,"Видалити кинджал"
EVENT_ADaggerintheChest_B,"Залишити в спокої"
EVENT_ADaggerintheChest_DaggerRemoved,"Іржаве лезо ламається, коли ви намагаєтеся витягнути кинджал із грудей. Відкинувши даремне руків'я вбік, ти йдеш далі дорогою."
EVENT_ADaggerintheChest_DaggerRemoved_Gained1,"Кородоване лезо ламається, коли ви намагаєтеся витягнути кинджал з її грудей, і ви порізалися об уламок леза. Вас раптом охоплює відчуття сильної нудоти — схоже, лезо було отруєне.<br><br>Ви відкидаєте непотрібну рукоять і продовжуєте шлях, відчуваючи себе жахливо."
EVENT_ADaggerintheChest_DaggerRemoved_Gained2,"Кородоване лезо ламається, коли ви намагаєтеся витягнути кинджал з її грудей. Коли ви відкидаєте непотрібну рукоять, помічаєте блиск невеликої кількості монет, стиснутих у її кулаку.<br><br>Ви виймаєте їх із її руки та продовжуєте шлях."
EVENT_ADaggerintheChest_Leave,"Ви залишаєте тіло Інокса і продовжуєте шлях."
EVENT_ADiscardedFlask,"Ви випадково натикаєтеся на закорковану фляжку, що лежить на дорозі, явно загублена якимось незграбним шукачем пригод. Ви піднімаєте її і помічаєте, що в ній усе ще пристойно залишилося, і ви відчуваєте легку спрагу..."
EVENT_ADiscardedFlask_A,"Зробити ковток"
EVENT_ADiscardedFlask_B,"Залишити фляжку в спокої"
EVENT_ADiscardedFlask_DrinkDrunk,"Фляжка містить невелику кількість освіжаючої води. Ви напиваєтеся вдосталь і продовжуєте свій шлях, повністю вгамувавши спрагу."
EVENT_ADiscardedFlask_DrinkDrunk_Gained1,"Ви не знаєте, що саме ви п'єте, але це справді смачно!<br><br>Ви ділитесь міцним напоєм із групою, відчуваючи себе бадьорими, і продовжуєте свій шлях."
EVENT_ADiscardedFlask_DrinkDrunk_Gained2,"Коли ви піднімаєте пляшку до губ, помічаєте приголомшливий запах міцного алкоголю, але все ж вирішуєте спробувати. Попри ваші кашляння, захлинання та порівняння напою з рідким вогнем, ваші товариші з великим ентузіазмом бажають скуштувати міцний напій.<br><br>Тепер, коли пляшка порожня, ви всі, трохи п'яні, продовжуєте свій шлях."
EVENT_ADiscardedFlask_Leave,"Ви чините опір бажанню випити і відкидаєте фляжку вбік. Випадкові напої краще не пити!"
EVENT_ADownedTraveler,"На роздоріжжі ви помічаєте постать попереду, яка сидить біля скрученого стовбура дерева. Вона згорбилася, одна рука стискає груди. Коли ви обережно наближаєтеся, вони помічають вас і мануть до себе.<br><br>«Гей, сюди! Будь ласка, допоможіть мені!»<br><br>У їхньому голосі чується відчай, а біль ускладнює їхні рухи. Однак під тінню дерева ви не можете розгледіти, хто це чи що це може бути. Чи може цей благальний поклик бути пасткою? Навколишні чагарники — ідеальне місце для спільників, які можуть чекати, щоб напасти та пограбувати вас."
EVENT_ADownedTraveler_A,"Підходьте до дерева з обережністю"
EVENT_ADownedTraveler_B,"Знайдіть інший маршрут"
EVENT_ADownedTraveler_Help,"Коли ви наближаєтеся, ви бачите кам'яного Савваса, який страждає від болю, стискаючи глибокі тріщини у своїй скляній грудній клітці. Він явно виглядає не найкращим чином. Він піднімає на вас очі, сповнені надії.<br><br>«Я прошу лише трохи співчуття та допомоги. Поруч є храм, де можуть вилікувати мої рани, але у мене недостатньо золота для ЛІКУВАННЯ. Якщо ви можете поділитися золотом, я винагороджу вас, як зможу.»"
EVENT_ADownedTraveler_Help_A,"Пожаліти бідного Савваса."
EVENT_ADownedTraveler_Help_A_Subtext,"(Втратити ¬ADownedTraveler_Pity.GoldAmount¬ Золота)"
EVENT_ADownedTraveler_Help_B,"Розсміятися. Немає жодного сенсу допомагати Саввасу з тріснутим ядром, він все одно вже майже мертвий."
EVENT_ADownedTraveler_Leave,"Побоюючись засідки, ви йдете мандрівним шляхом через підлісок, колючі кущі тягнуть вас за одяг. Ви повністю втрачаєте шлях і проводите години, будучи уколотим і подряпаним усілякою флорою, перш ніж, нарешті, знову натикаєтеся на маршрут, стікаючи кров'ю і абсолютно нещасний."
EVENT_ADownedTraveler_Pity,"Ви передаєте Саввасу золото, і він, кривлячись від болю, піднімається на ноги, дякуючи вам за вашу щедрість. Він тримає в руці маленький пульсуючий кристал, який заливає вас зеленим світлом.<br><br>Ви відчуваєте приплив енергії, коли насолоджуєтеся його сяйвом. Саввас прощається з вами, і ви бажаєте йому швидкого одужання, перш ніж розійтися в різні боки дорогою."
EVENT_ADownedTraveler_Scoff,"Ти залишаєш Савваса напризволяще і йдеш далі. Коли ви йдете, ви чуєте, як він бурмоче щось собі під ніс. Хворобливий крижаний холодок пробігає по спині, і ви не можете не замислитися над питанням, чи не прокляли вас крижаною магією..."
EVENT_AFatefulEncounter,"З настанням темряви ночі ви оглядаєте околиці в пошуках притулку від того, що ховається в тінях. Ви помічаєте світло, що випромінюється з сусідньої печери, і вирішуєте дослідити його.<br><br>Обережно наближаючись до світла, ви виявляєте, що всередині печери сидить самотня Орхідка в медитації, яка, здається, не помічає вашого присутності. Світіння великих кристалів на її шкірі освітлює всю печеру.<br><br>На стінах печери ви бачите малюнки, які, схоже, зображують ваші попередні пригоди, навіть саму подорож, що привела вас до цієї печери. Біля Орхідки лежать крейда, провізія та мішок з монетами."
EVENT_AFatefulEncounter_A,"Зачекайте, поки Орхідка закінчить свою медитацію"
EVENT_AFatefulEncounter_B,"Схопити монети і сховатися"
EVENT_AFatefulEncounter_Take_Gold,"Світло, що випромінюється з кристалів Орхіда, майже сліпить, коли ви наближаєтеся до мішечка з монетами. Якимось чином вам вдається вихопити мішечки, не потурбувавши Орхіда, і ви швидко тікаєте з печери.<br><br>Коли ви відкриваєте мішечок, то знаходите маленький шматочок пергаменту поряд із монетами. На ньому зображено вас, який тримає мішечок у руках і читає саме цю записку. Ви замислюєтеся, чи міг би Орхід винагородити вас чимось більшим, ніж золото, якби ви не вкрали в нього..."
EVENT_AFatefulEncounter_Take_Muddle,"Світло, що випромінюється з кристалів Орхіда, майже сліпить, коли ви наближаєтеся до мішечка з монетами. Коли ви обережно піднімаєте мішечок, намагаючись бути максимально тихими, ви помічаєте ледь помітний малюнок на підлозі, де зображено вас, який бере його, і блискавку, що вдаряє в вас...<br><br>Ви прокидаєтеся на підлозі печери наступного ранку, трохи обпалені. На щастя, ви все ще ЦІЛІ, і навіть маєте монети — разом із найсильнішим головним болем у вашому житті."
EVENT_AFatefulEncounter_Wait,"Ви чекаєте, поки Орхід завершить свою медитацію. Нарешті, на світанку, ви втомлено й виснажено дивитеся на Орхід, коли світіння її кристалів починає згасати. Вона повільно відкриває свої аметистові очі.<br><br>“Вітання, мандрівники. Я вас чекала.” — оголошує Орхід, лукаво посміхаючись, збираючи свої речі. “Безсумнівно, у вас є багато запитань, але, на жаль, у мене мало часу. Перш ніж я піду, дозвольте мені прочитати знаки, щоб побачити, що вас чекає...”<br><br>Не відводячи від вас погляду, вона показує на один із наскельних малюнків — той, якого, ви впевнені, раніше тут не було — що зображує саме цю розмову, яку ви ведете з Орхід."
EVENT_AFatefulEncounter_Wait_A,"Продовжити"
EVENT_AFatefulEncounter_Wait_Curse,"Орхіда знову закриває очі та жестом іншої руки вказує на порожнє місце на стіні. Вона шепоче щось, що ви не можете зрозуміти, перш ніж зображення маленького павука з’являється.<br><br>“Павук проклятий самотнім існуванням, працюючи довго та наполегливо над своєю павутиною в самоті. Ті, хто наважиться її порушити, відчують її отруту.”<br><br>Перш ніж ви встигаєте запитати, що це означає, вона клацає пальцями і зникає, а разом із нею зникають усі наскельні малюнки — залишається лише грубо обтесаний камінь. Ви готуєтеся до подорожі, роздумуючи, що саме вона мала на увазі."
EVENT_AFatefulEncounter_Wait_Gold,"Орхіда знову закриває очі та жестом іншої руки вказує на порожнє місце на стіні. Вона шепоче щось, що ви не можете зрозуміти, перш ніж зображення мішечка з монетами з’являється.<br><br>“Багатство приносить радість багатьом, але відволікання на золото призводить до шкоди концентрації — удача перетворюється на невдачу.”<br><br>Перш ніж ви встигаєте запитати, що це означає, вона клацає пальцями і зникає, а разом із нею зникають усі наскельні малюнки — залишається лише грубо обтесаний камінь. Єдине, що залишилося від її речей, — це мішечок з монетами, біля якого вона сиділа. Ви берете його і готуєтеся до подорожі, роздумуючи, що саме вона мала на увазі."
EVENT_AFatefulEncounter_Wait_XP,"Орхіда знову закриває очі та жестом іншої руки вказує на порожнє місце на стіні. Вона шепоче щось, що ви не можете зрозуміти, перш ніж зображення каючогося чоловіка з’являється, зі складеними руками.<br><br>“З наших помилок можна багато чого навчитися, але не дозволяйте каяттю поглинути вас.”<br><br>Перш ніж ви встигаєте запитати, що це означає, вона клацає пальцями і зникає, а разом із нею зникають усі наскельні малюнки — залишається лише грубо обтесаний камінь. Можливо, вона має велике розуміння, а може, це була просто нісенітниця, але ви відчуваєте, що дізналися щось про себе в цій печері — хоча ціла ніч без сну дасться взнаки на вашому фізичному стані."
EVENT_AShortcut,"Втомившись від виснажливого маршруту навколо густого лісу, ви подумуєте про те, щоб піти прямо через лабіринт гілок, щоб значно скоротити час вашої подорожі. Ви помічаєте невелику галявину за кущами попереду, яка може виявитися найкоротшим шляхом через густий ліс."
EVENT_AShortcut_A,"Спробувати можливий найкоротший шлях"
EVENT_AShortcut_B,"Продовжити рух дорогою"
EVENT_AShortcut_Berries,"Ягоди чомусь нічим не примітні майже в усіх відношеннях. Ви повертаєтеся на дорогу, не потрудившись узяти із собою жодної з м'яких ягід, задоволені тим, що короткий шлях вдався."
EVENT_AShortcut_Berries_Gained1,"Ягоди не тільки огидні на смак, а й здаються отруйними! Чому саме кожен член вашої групи вирішив скуштувати ягоди, ви не зовсім упевнені, але ви всі почуваєтеся жахливо, коли повертаєтеся на дорогу, схопившись за животи."
EVENT_AShortcut_Berries_Gained2,"Ягоди не тільки чудові на смак, а й володіють якимись підбадьорливими властивостями - ви почуваєтеся краще, ніж за останні місяці! Ви набиваєте кишені до країв смачними ягодами і повертаєтеся на дорогу."
EVENT_AShortcut_ContinueDownRoad,"Поміркувавши, ви вирішуєте, що, можливо, найкраще продовжити шлях."
EVENT_AShortcut_TakeTheShortcut,"Галявина продовжується через ліс, і ви раді, що пройшли на інший бік. На узліссі ви якраз збираєтеся повернутися на дорогу, коли помічаєте неподалік невелику ділянку чагарнику, прикрашену дивними фіолетовими ягодами."
EVENT_AShortcut_TakeTheShortcut_A,"Спробувати ягоди"
EVENT_AShortcut_TakeTheShortcut_B,"Продовжити рух дорогою"
EVENT_AbandonedCart,"Віз, лежить, здавалося б, кинутий на узбіччі дороги, а власника не видно. Задня частина воза здебільшого завантажена барахлом, але є барильце, завантажене їжею, а ви почуваєтеся доволі голодним..."
EVENT_AbandonedCart_A,"Поїсти їжу"
EVENT_AbandonedCart_B,"Залишити віз у спокої"
EVENT_AbandonedCart_Eat,"Їжа виявляється досі несвіжою, і після кількох спроб відкусити шматочок від кам’янотвердої буханки хліба ви зітхаєте та відкидаєте її.<br><br>Ви продовжуєте свій шлях, розчаровані тим, що не натрапили на візок раніше, коли їжа ще була придатною до вживання."
EVENT_AbandonedCart_Eat_Poison,"Їжа пахне трохи дивно, але ви все ж таки жадібно наїдаєтеся з бочки.<br><br>Коли ви повертаєтеся, щоб піти, ваш шлунок раптом починає бурчати та ричати. Через кілька хвилин ви опиняєтеся зігнутим у кущах, інтенсивно блюючи.<br><br>Можливо, наступного разу ви подумаєте двічі, перш ніж споживати таємничо залишену їжу."
EVENT_AbandonedCart_Eat_Strengthen,"Їжа в бочці значно перевершує запаси, які ви принесли з собою — м'які хлібці з насінням, смужки сухокопченої м'яса, свіжі фрукти та овочі — справжній бенкет!<br>Ви складаєте ситний обід з вмісту бочки та їсте до наситу.<br><br>Відчуваючи піднесення, ви продовжуєте свій шлях далі."
EVENT_AbandonedCart_Leave,"Якою б спокусливою не була їжа, що стирчить із бочки, ви вирішуєте залишити візок у спокої, поки господар не повернувся, і продовжити шлях."
EVENT_AbandonedCart_Leave2,"Коли ви починаєте відходити, раптово чуєте шурхіт листя з кущів біля дороги. З кущів виходить невисокий, огрядний чоловік, підтягуючи свої штани, коли він помічає вас і трохи підстрибує від здивування.<br><br>«О! Вітаю, товариші мандрівники,» — каже він, кивнувши головою в знак привітання. Він дивиться на свій візок і усміхається. «Дякую, що не обікрали мій візок, поки я був... зайнятий. Знаєте, у мене там більше їжі, ніж я можу з'їсти — запрошую вас приєднатися до мене на обід.»<br><br>Ви приймаєте пропозицію чоловіка і насолоджуєтеся обідом, значно кращим за мізерні запаси, що ви принесли з собою. Ви закінчуєте обід і прощаєтеся з добрим чоловіком, піднесені від смачної їжі."
EVENT_AbandonedCart_Leave_A,"Покинути"
EVENT_AbandonedCart_Leave_Gained,"Якою б спокусливою не була їжа, що стирчить із бочки, ви вирішуєте залишити візок у спокої, поки господар не повернувся, і продовжити шлях."
EVENT_AmbushAftermath,"Тут сталося різанина — тіла групи кліриків та лікарів розкидані по дорозі. Ті, хто вбив цих людей, здається, давно зникли.<br><br>Вони все ще можуть мати цінності, якщо ви вирішите їх обшукати, але ви також замислюєтеся, чи не усміхнуться вам вищі сили, якщо ви їх поховаєте."
EVENT_AmbushAftermath_A,"Зняти здобич із тіл"
