Keys,"English [en-GB]"
SCENARIO_STORY_BeastTyrant_1_SM1_DESC,"Giant Vipers get +2 Move"
SCENARIO_STORY_CRAGHEART_1_START_1,"That’s it, crowbar the head off that statue. It’ll fetch a pretty penny in some Lord’s estate."
SCENARIO_STORY_CRAGHEART_1_START_2,"Some of these look almost lifelike. Look at that one by the door, he– wait, was it there a minute ago…? Oh damn, he’s got friends!"
SCENARIO_STORY_CRAGHEART_1_SUCCESS_1,"These guys are obviously an organized band dealing in looting and robbery: the entrance of the shrine is filled with stolen goods."
SCENARIO_STORY_CRAGHEART_1_SUCCESS_2,"The good news is that we should be able to make a bit of money selling this. But, if I were you, I’d check out that any other shrines in the area are safe!"
SCENARIO_STORY_CRAGHEART_2_START_1,"The place is crowded with hostiles, far too many for you to handle. If you are smart about it, you may be able to take them all down."
SCENARIO_STORY_CRAGHEART_2_START_2,"Earth is strong here, use it to your advantage!"
SCENARIO_STORY_CRAGHEART_2_SUCCESS_1,"Silence holds dominion in the now bloody halls of the Shrine of the Roots. You can feel a gentle breeze singing in the stony cracks of your skin."
SCENARIO_STORY_CRAGHEART_3_START_1,"As you head into the central chamber, surrounded by stone monoliths, you realise your sixth sense was correct, bandits leap out to attack you and it seems they have managed to access this shrine’s ancient defences."
SCENARIO_STORY_CRAGHEART_3_START_2,"Dammit, they have elite Stone Golems. Stay out of their way and take them down at range!"
SCENARIO_STORY_CRAGHEART_3_START_3,"Ice is powerful here. Use that to slow them down, if you can."
SCENARIO_STORY_CRAGHEART_3_SUCCESS_1,"You stare at the crumbling remains of the once-glorious golem, for a moment, before the cold brings you back to your senses."
SCENARIO_STORY_CaptainOfTheGuard_IMMUNITYSM1_DESC,"Party are immune to the poison condition"
SCENARIO_STORY_CaptainOfTheGuard_ROOM_3_1,"How dare you resist! I will rid humanity of the restraints of the other races, and you won’t stop me!"
SCENARIO_STORY_CaptainOfTheGuard_ROOM_3_2,"You know, he sounds like a real cliché villain. I don’t know how we didn’t guess beforehand."
SCENARIO_STORY_CaptainOfTheGuard_ROOM_3_3,"I wonder if he’d be more mad if he knew a Harrower’s magic was protecting us from his poisonous pets? "
SCENARIO_STORY_CaptainOfTheGuard_Room_2_1,"Well, if you wanted more evidence that those mercenaries from the Harrower Hives were working with the City Guard, I guess these pet snakes are it. The drakes are new, though."
SCENARIO_STORY_CaptainOfTheGuard_Room_2_2,"Something smells... different about the snake and drake venom. What have you done?"
SCENARIO_STORY_CaptainOfTheGuard_Room_2_3,"It seems to be a magical neutralisation. I’m almost inclined to say that the Plagueherald’s cure-all is… working? Extraordinary — I must speak to it when you return. "
SCENARIO_STORY_CaptainOfTheGuard_START_1,"Reclaim Demonsgate for humanity? Whatever he means, it sounds bad. Fight your way to him, and end this. "
SCENARIO_STORY_CaptainOfTheGuard_START_2,"You shall threaten Demonsgate with your dirty selves no longer!"
SCENARIO_STORY_CaptainOfTheGuard_START_3,"I’m sorry, but how exactly are we a threat to Demonsgate? All we seem to do is get paid for saving the darn place."
SCENARIO_STORY_CaptainOfTheGuard_SUCCESS_1,"The Captain of The Guard falls to the ground, and the crooked City Guard defending him begin to flee."
SCENARIO_STORY_CaptainOfTheGuard_SUCCESS_2,"With the last of his strength, the captain stares at the Doomstalker and the Plagueherald. “You two are the worst filth of them all,” he growls, before succumbing to his wounds.  "
SCENARIO_STORY_CaptainOfTheGuard_SUCCESS_3,"I’ll pass this location and everything else we know to one of my old friends in the City Guard, and make sure to stamp this out for good."
SCENARIO_STORY_Cragheart_1_SM1_DESC,"At the start of each round the Air Element is set to Strong"
SCENARIO_STORY_Cragheart_2_SM1_DESC,"At the start of each round the Earth Element is set to Strong"
SCENARIO_STORY_Cragheart_3_SM1_DESC,"At the start of each round the Ice Element is set to Strong"
SCENARIO_STORY_DarkRider_SCENARIO_MODIFIER_1,"The Dark Rider will teleport in before its turn and teleport away after melee attacking"
SCENARIO_STORY_DarkRider_START_1,"You step out into the main hall. Somehow, a forest has grown inside it. You hear the heavy hoofbeats come toward you, and turn to face your attacker."
SCENARIO_STORY_DarkRider_START_2,"A heavily armoured, headless spirit has its body turned down toward you from atop an oversized warhorse. The earlier voice booms again, but this time from the spirit. "
SCENARIO_STORY_DarkRider_START_3,"“You have fought valiantly in the protection of your realm. I am the Dark Rider, and while this realm is mine to destroy, I shall offer you a deal.”"
SCENARIO_STORY_DarkRider_START_4,"“Given your prowess, you may battle me for ownership of your realm. Win, and I will not involve myself or my realms with yours any longer. But lose, and I shall turn your Guild to dust so that I may once again spread my creatures through these lands unimpeded.” "
SCENARIO_STORY_DarkRider_START_5,"You nod, and the Dark Rider disappears into the forest. “Good luck,” booms the voice. “You’ll need it.”"
SCENARIO_STORY_DarkRider_START_6,"Well, it would seem we have a far bigger interplanar reputation than we thought…"
SCENARIO_STORY_DarkRider_START_7,"Try not to lose this one, okay? All of my best stock is in this realm. "
SCENARIO_STORY_DarkRider_SUCCESS_1,"The forest erupts in an ear-piercing shriek as you land another blow on the headless spectre. Black smoke hisses from the newly-forming cracks in its armour, spurting out until the dark, heavy suit rolls empty off of the horse. "
SCENARIO_STORY_DarkRider_SUCCESS_2,"At this, the warhorse simply topples over, dead."
SCENARIO_STORY_DarkRider_SUCCESS_3,"Finally, the forest recedes from the floor of the main hall. The oil lamps begin to burn again, and warmth returns to the Guild. The air feels lighter."
SCENARIO_STORY_Doomstalker_1_Room_3_1,"They brought wild Vermlings with them? Who takes wild Vermlings anywhere?"
SCENARIO_STORY_Doomstalker_1_Room_3_2,"Someone wanting to destroy a farm… Kill them quickly, they’ll make short work of the Orchids’ crops and livestock otherwise!"
SCENARIO_STORY_Doomstalker_1_START_1,"They really came back again? So soon? Someone must be paying them well."
SCENARIO_STORY_Doomstalker_1_START_2,"I recognise their sigil; they’re mercenaries. Take them out! One of them must have something on them that points to their employer."
SCENARIO_STORY_Doomstalker_1_SUCCESS_1,"As the last attacker falls, you’re able to fully take in the destruction before you. It seems some of the raiders slipped through the fight: crops and livestock alike lay dismembered."
SCENARIO_STORY_Doomstalker_1_SUCCESS_2,"The Doomstalker walks into the carnage, and pauses. He continues on, as though on a path only he can see. When you catch up to him, he gestures to a faint trail of blood leading away from the camp."
SCENARIO_STORY_Doomstalker_2_Room_2_1,"Okay, why would a fake butcher’s shop have a room full of undead?"
SCENARIO_STORY_Doomstalker_2_Room_2_2,"I suppose rotten meat is probably much cheaper to stock a fake store with, so–"
SCENARIO_STORY_Doomstalker_2_Room_2_3,"Don't finish what you’re saying. This store looks a lot like where I used to do my weekly meat shop."
SCENARIO_STORY_Doomstalker_2_Room_2_4,"...Just don’t pass out on me again, alright? I couldn’t catch you last time."
SCENARIO_STORY_Doomstalker_2_START_1,"I don’t think I’ve ever seen the City Guard on duty in the Crooked Bazaar before…
"
SCENARIO_STORY_Doomstalker_2_START_2,"And I don’t think I’ve ever seen the City Guard on time for anything. Do you think needing to stop this smell forced them to do their jobs?"
SCENARIO_STORY_Doomstalker_2_START_3,"There’s no time to explain things to the City Guard, and you can’t fight all of them. Get through to that ledger, and get out before they can catch you."
SCENARIO_STORY_Doomstalker_2_SUCCESS_1,"Fighting through, you snatch the ledger from the greasy floor and burst out of the store’s back door. You never thought the Crooked Bazaar’s air would smell fresh, but it does now."
SCENARIO_STORY_Doomstalker_2_SUCCESS_2,"You promise yourself that you’ll stay away from meat for a while."
SCENARIO_STORY_Doomstalker_3_Room_3_1,"Good, you made it inside. Dispatch these mercenaries so we can search their records for their employer. "
SCENARIO_STORY_Doomstalker_3_Room_3_2,"And loot what you can! You’ve made me want to, um, take in extra stock."
SCENARIO_STORY_Doomstalker_3_START_1,"You’re not dead are you? You’re carrying my best stock!"
SCENARIO_STORY_Doomstalker_3_START_2,"The remaining Savvas seem to think you dead. Take them by surprise, regroup, and get inside that dungeon."
SCENARIO_STORY_Doomstalker_3_SUCCESS_1,"With the blood of the last mercenary dripping off of your weapons, you are free to search their headquarters."
SCENARIO_STORY_Doomstalker_3_SUCCESS_2,"By the time you’re done, you’ve amassed several large logbooks and piles of letters. This is clearly a big operation, and they are not the only part of it. "
SCENARIO_STORY_Doomstalker_3_SUCCESS_3,"You also find a stack of considerably large crates, stuffed with City Guard issue equipment and bearing a strange sigil. They look like past payments.  "
SCENARIO_STORY_ELEMENTALIST_1_START_1,"The village is overgrown and many of the buildings have collapsed: all the villagers left generations ago."
SCENARIO_STORY_ELEMENTALIST_1_START_2,"As you start to explore, long-undisturbed bones rise from the undergrowth. Apparently all the villagers didn’t leave after all."
SCENARIO_STORY_ELEMENTALIST_1_SUCCESS_1,"It seems as if the village is silent once more."
SCENARIO_STORY_ELEMENTALIST_2_ROOM_3_1,"The door opens into a library, which is still in reasonably good condition. This may hold the answers you seek."
SCENARIO_STORY_ELEMENTALIST_2_ROOM_3_2,"I think we may need to deal with those Golems first!"
SCENARIO_STORY_ELEMENTALIST_2_Room_2_1,"I can see some Pressure Plates on the floor there. Apparently someone didn’t want just anyone getting into the room in the back."
SCENARIO_STORY_ELEMENTALIST_2_START_1,"As you enter the tower, a smell of sulphur hits your nostrils. Drake droppings..."
SCENARIO_STORY_ELEMENTALIST_2_SUCCESS_1,"The Tower is now free from things trying to kill us, so let’s have a root around."
SCENARIO_STORY_ELEMENTALIST_3_Room_2_1,"At the back of this room you notice a number of strange altars of bones."
SCENARIO_STORY_ELEMENTALIST_3_Room_2_2,"That is a summoning altar. You must destroy it, or more Demons will spawn!"
SCENARIO_STORY_ELEMENTALIST_3_SM2_DESC,"All Heroes start with 2 Curses in their deck."
SCENARIO_STORY_ELEMENTALIST_3_START_1,"The passageway leads downwards for a few minutes, as if you are heading into the centre of the earth itself. The temperature starts to rise, and you feel more and more apprehensive."
SCENARIO_STORY_ELEMENTALIST_3_START_2,"There is magic at work here, I can feel dark forces. A strong curse covers this place"
SCENARIO_STORY_ELEMENTALIST_3_START_3,"The passage levels out, and you enter into more of a necropolis than a temple."
SCENARIO_STORY_ELEMENTALIST_3_START_4,"Demons? Why would Swagger visit this place? We must investigate!"
SCENARIO_STORY_ELEMENTALIST_3_SUCCESS_1,"With the Demons dead, and the altars destroyed, the curse is lifted on this place."
SCENARIO_STORY_HIGHCULTIST_Room_2_1,"Passing through the doorway, you are met by unwelcome sight: a Cultist is bathed in demonic power. He turns, and laughs…"
SCENARIO_STORY_HIGHCULTIST_Room_2_2,"What do we have here, more foolish adventurers? I have met your kind before: they are dead, and I remain."
SCENARIO_STORY_HIGHCULTIST_Room_2_3,"You look around the room. You are outnumbered. This is going to end badly… Just then, a familiar voice calls out…"
SCENARIO_STORY_HIGHCULTIST_Room_2_4,"‘Your Boon has been granted!’ A number of Spitting Drakes and a Golem phase in beside you. It seems the odds aren’t so heavily stacked against you after all..."
SCENARIO_STORY_HIGHCULTIST_START_1,"As you walk down stone steps carved from the same black material, you struggle to remember the name... obsidian?"
SCENARIO_STORY_HIGHCULTIST_START_2,"When you enter the first chamber, you realise this is not going to be an easy battle. Cultists and Demons bar your way forwards."
SCENARIO_STORY_HIGHCULTIST_SUCCESS_1,"After an intense battle, the High Cultist and his followers are dead."
SCENARIO_STORY_INOXBODYGUARD_ROOM_3_1,"The door swings open, and he stands in the room holding a giant axe."
SCENARIO_STORY_INOXBODYGUARD_ROOM_3_2,"I used your chieftain’s own axe to kill him you know. He died in one swing. I expect you to do the same."
SCENARIO_STORY_INOXBODYGUARD_SM1_DESC,"At the start of each round the Dark Element is set to Strong"
SCENARIO_STORY_INOXBODYGUARD_START_1,"You see a door at the back leading to his private chambers, but first you must fight your way through his personal guard."
SCENARIO_STORY_INOXBODYGUARD_SUCCESS_1,"With the Inox Traitor dead, you feel a weight lift off of your mind. You pick up his axe and head to the exit."
SCENARIO_STORY_JEKSERAH_ROOM_3_1,"That’s… Jekserah. It seems she’s worked out how to control Demons too..."
SCENARIO_STORY_JEKSERAH_ROOM_3_2,"With both, I can rule Gloomhaven with a fist of rot!"
SCENARIO_STORY_JEKSERAH_ROOM_3_3,"This smell is UNBEARABLE! Please kill her before she summons more Undead.
"
SCENARIO_STORY_JEKSERAH_Room_2_1,"Why do we have to keep finding dungeons full of things that want us dead?"
SCENARIO_STORY_JEKSERAH_Room_2_2,"You bring the book that time forgot…"
SCENARIO_STORY_JEKSERAH_Room_2_3,"Keep going. That voice is getting closer."
SCENARIO_STORY_JEKSERAH_START_1,"Whatever these Living Bones are doing here, they’re likely courtesy of our thief. Press through."
SCENARIO_STORY_JEKSERAH_START_2,"You cleared the Sanctuary I could not…"
SCENARIO_STORY_JEKSERAH_START_3,"I vote we don’t follow the creepy voice, and turn around now please!"
SCENARIO_STORY_JEKSERAH_SUCCESS_1,"Jekserah screams her defeat, and as she falls her Demon and Undead minions fall with her. Her plans have been foiled, for now."
SCENARIO_STORY_JEKSERAH_SUCCESS_2,"The Quartermaster begins collecting the stolen weapons from bone piles and flesh puddles, while the Summoner delves into the journals in Jekserah’s pockets."
SCENARIO_STORY_JEKSERAH_SUCCESS_3,"You, uh, see Jekserah’s ring? Do you think you could bring it back for me?"
SCENARIO_STORY_MERCILESSOVERSEER_Room_2_1,"Oh, here you are! I can’t wait to kill that pitiful Inox and her friends like I slaughtered the rest of her tribe!"
SCENARIO_STORY_MERCILESSOVERSEER_Room_2_2,"I'd be able to understand him better if he didn't wear that ridiculous mask"
SCENARIO_STORY_MERCILESSOVERSEER_Room_2_3,"Watch out for the Vermlings — the Overseer can use his whip to make them fight even harder, the poor creatures..."
SCENARIO_STORY_MERCILESSOVERSEER_SM1_DESC,"All Vermlings have +1 Shield"
SCENARIO_STORY_MERCILESSOVERSEER_START_1,"So, that explains the metal at Ironwood…"
SCENARIO_STORY_MERCILESSOVERSEER_START_2,"The Vermlings look like adorable little knights. Shame you have to fight them."
SCENARIO_STORY_MERCILESSOVERSEER_START_3,"‘Now you’ve returned, this cave will become your tomb!’"
SCENARIO_STORY_MERCILESSOVERSEER_START_4,"I think that voice is the Overseer."
SCENARIO_STORY_MERCILESSOVERSEER_START_5,"Would you mind shutting him up? The main chamber is straight ahead."
SCENARIO_STORY_MERCILESSOVERSEER_SUCCESS_1,"Even before the Overseer falls dead to the ground, the Berserker is on him with her blades."
SCENARIO_STORY_MERCILESSOVERSEER_SUCCESS_2,"You decide it is best to leave her to... make her peace, and help the newly-freed Vermlings release their caged kin."
SCENARIO_STORY_MERCILESSOVERSEER_SUCCESS_3,"Well done, you’ve stopped a Vermling army ravaging the land."
SCENARIO_STORY_MERCILESSOVERSEER_SUCCESS_4,"Well, it would have been a particularly warm and furry way to die…but yes, congratulations are in order."
SCENARIO_STORY_MINDTHIEF_1_START_1,"Your fellow Vermlings have fled through the way you entered, leaving you and the pack’s rat swarm to guard their backs."
SCENARIO_STORY_MINDTHIEF_1_START_2,"To give them time, you must defeat the Bandit leaders, whilst ensuring your swarm isn’t entirely defeated."
SCENARIO_STORY_MINDTHIEF_1_SUCCESS_1,"You hear the signal that everyone is safe, and so leave your home and head for the surface."
SCENARIO_STORY_MINDTHIEF_1_SUCCESS_2,"The remaining Bandits don’t give chase, but you catch the scent of smoke down the tunnels. Your home is no more."
SCENARIO_STORY_MINDTHIEF_2_ROOM_3,"Bandits have learned how to train Bears now. Will wonders never cease?"
SCENARIO_STORY_MINDTHIEF_2_START_1,"The bandit encampment appears to be light on manpower as you attack... but Hounds? They have a lot of Hounds!"
SCENARIO_STORY_MINDTHIEF_2_START_2,"You’ll need to loot 3 chests of supplies to succeed. They’ll likely have a bit of gold in too!"
SCENARIO_STORY_MINDTHIEF_2_SUCCESS_1,"You secured a feast, and the pack will live to fight another day. Time to regroup and take back what is yours."
SCENARIO_STORY_MINDTHIEF_3_START_1,"You sneak past the incapacitated guards outside, and witness the results of your strategy with satisfaction. The opposition is numerous, but not as fierce at it used to be. Now you have a fighting chance!"
SCENARIO_STORY_MINDTHIEF_3_START_2,"Your herbs have sent the animals into a wild frenzy, they are attacking anyone in range. I’d stay back if you can."
SCENARIO_STORY_MINDTHIEF_3_SUCCESS_1,"You have claimed back your territory, and a great feast is in order! It is clear, however, that none of these goons were in command, which means more will return. You need to put an end to this invasion yourself."
SCENARIO_STORY_Mindthief_3_SM1_DESC,"All Bandit Guards and Archers start Poisoned"
SCENARIO_STORY_NIGHTSHROUD_1_Room_4_1,"That looks like the exit, don’t leave anyone behind!"
SCENARIO_STORY_NIGHTSHROUD_1_START_1,"This is unfortunate, we are a LONG way underground."
SCENARIO_STORY_NIGHTSHROUD_1_START_2,"Yes, there are a lot of corridors to pass through until we see daylight again."
SCENARIO_STORY_NIGHTSHROUD_1_START_3,"But we also must kill enough Living Spirits on the way to ensure the Nightshroud recovers enough research!"
SCENARIO_STORY_NIGHTSHROUD_1_SUCCESS_1,"You escape out of the crypt with the samples."
SCENARIO_STORY_NIGHTSHROUD_2_Room_2_1,"They’ve managed to activate some Stone Golems in defence, avoid them if you can.
"
SCENARIO_STORY_NIGHTSHROUD_2_Room_4_1,"Hounds this way, they are too fast to outrun!"
SCENARIO_STORY_NIGHTSHROUD_2_SM1_DESC,"Enemies start muddled"
SCENARIO_STORY_NIGHTSHROUD_2_START_1,"We’ve certainly got the drop on them, but I can’t see any Harrowers in here."
SCENARIO_STORY_NIGHTSHROUD_2_START_2,"We’ll need to spread out as I expect the Harrowers will be in different parts of the sewer, and it is a pretty big network."
SCENARIO_STORY_NIGHTSHROUD_2_START_3,"Don’t take too long though, or they’ll be able to escape!"
SCENARIO_STORY_NIGHTSHROUD_2_SUCCESS_1,"With all the Harrowers dead, the other enemies flee into side passages."
SCENARIO_STORY_NIGHTSHROUD_3_START_1,"The Lurkers must be further in the cave system, but these are also home to some very unpleasant Savvas."
SCENARIO_STORY_NIGHTSHROUD_3_START_2,"We’ll have to kill everything to have access to the Lurker’s remains I think."
SCENARIO_STORY_NIGHTSHROUD_3_SUCCESS_1,"With all the enemies dead, you can actually take a moment to enjoy the beauty of these caves."
SCENARIO_STORY_NIGHTSHROUD_3_SUCCESS_2,"The ambience is kind of ruined by the Nightshroud hacking at that Lurker corpse over there though..."
SCENARIO_STORY_Plagueherald_1_Room_2_1,"Where do you even find this many people willing to enter a Harrower hive?"
SCENARIO_STORY_Plagueherald_1_Room_2_2,"Wouldn’t you enter one if you could get your pet snake to eat all the Harrowers?"
SCENARIO_STORY_Plagueherald_1_Room_2_3," I’m not going to answer that because I don’t want our friend here to give me some magical bug-fever."
SCENARIO_STORY_Plagueherald_1_START_1,"Who else in their right mind would trudge through the desert and stop at a Harrower hive?"
SCENARIO_STORY_Plagueherald_1_START_2,"An archer stamps into the hive, flanked by more bandits and what appear to be domesticated vipers. “Death to the Harrower filth!” the archer screams."
SCENARIO_STORY_Plagueherald_1_START_3,"You really need to stop asking questions you don’t want answered, you know. "
SCENARIO_STORY_Plagueherald_1_START_4,"Take out these invaders, and then we can work out why they would come here. "
SCENARIO_STORY_Plagueherald_1_SUCCESS_1,"The last mercenary falls, her body slowly sinking into the foul-smelling muck coating the floor. "
SCENARIO_STORY_Plagueherald_1_SUCCESS_2,"You reluctantly tear into the mulch to search her, as you searched all her comrades, but none of them were carrying anything of use. You don’t recognise their sigil. "
SCENARIO_STORY_Plagueherald_1_SUCCESS_3,"A stream of bugs comes up from the hive and joins the Plagueherald, and another stream quickly returns. “The hive thanks you,” it drones.    "
SCENARIO_STORY_Plagueherald_2_Room_2_1,"In the temple’s main chamber, you come across a group of Savvas and human mercenaries fighting among trap-laying paraphernalia. The Savvas are losing."
SCENARIO_STORY_Plagueherald_2_Room_2_2,"I wonder what would draw so many Savvas into the same place as humans?"
SCENARIO_STORY_Plagueherald_2_Room_2_3,"Upon noticing you, both groups charge, as if united by a single cause."
SCENARIO_STORY_Plagueherald_2_Room_2_4,"Whatever’s making them work together, we should find it. It’s probably extremely valuable. "
SCENARIO_STORY_Plagueherald_2_Room_2_5,"Deal with any mercenaries you find while you search — one of them is bound to have orders on them."
SCENARIO_STORY_Plagueherald_2_Room_3_1,"Those look like ancients texts in that pile, if I ever saw them!"
SCENARIO_STORY_Plagueherald_2_Room_3_2,"Grab them, and then clear out the rest of the mercenaries you’ve found – we need to get to the bottom of these attacks. "
SCENARIO_STORY_Plagueherald_2_START_1,"It seems our invaders got here first. Do you think they’re targeting Harrower hives?"
SCENARIO_STORY_Plagueherald_2_START_2,"More importantly, do you think all the treasure will be gone already?"
SCENARIO_STORY_Plagueherald_2_START_3,"We’d better hope the ancient texts are still here, at least. There should be some storage chambers past this artillery. Look around for them, and kill whatever sees you. "
SCENARIO_STORY_Plagueherald_2_SUCCESS_1,"With the texts in hand, and the last mercenary slain, you quickly search through the bodies before reinforcements can turn up."
SCENARIO_STORY_Plagueherald_2_SUCCESS_2,"As you search, you see the Plagueherald come to a hover over a cluster of insects twitching on the floor. It scoops them up into itself, and turns to you shortly after."
SCENARIO_STORY_Plagueherald_2_SUCCESS_3,"“Stop searching,” it buzzes. “We know what happened.” "
