Keys,"English [en-GB]"
Quest_Campaign_090_LIST,"Meet the Spellweaver"
Quest_Campaign_090_NAME,"Demonic Rift "
Quest_Campaign_090_SCENARIO_MODIFIER_1,"If at least one mercenary is not present in the Plane of Elemental Power at the end of every even round, a Night Demon will spawn in the Material Plane. You can move between the two planes by ending your movement on the Portal."
Quest_Campaign_091_DESC,"Could it be that the man's ravings were true?"
Quest_Campaign_091_INTRO,"""Ah, the spirits said you would help me on this matter,"" the Beast Tyrant says. ""I only wish you had arrived sooner. All this destruction has driven my ancestors mad. The only thing I can hear now is their endless screams.

""Please, you must help me drive back these humans and bring the spirits peace. The forest cannot handle any more wounds."" You nod in assent, and the Beast Tyrant leads you through the underbush to the edge of the logging camp."
Quest_Campaign_091_INTRO_TRAVEL_1,"Following the drunken logger's directions through the Dagger forest, you come upon a clearing full of tree stumps and crushed foliage. In the distance, you can hear the din of a human work crew. "
Quest_Campaign_091_INTRO_TRAVEL_2,"There is a rustling behind you, and you turn to see a massive armoured bear covered in scars staring down at you. Atop it rides the Beast Tyrant."
Quest_Campaign_091_LIST,"Investigate the drunkard's story"
Quest_Campaign_091_NAME,"Wild Melee "
Quest_Campaign_092_DESC,"Pay off the Sawbones' debt... with blood"
Quest_Campaign_092_INTRO,"“Last chance,” she says. “Pay up, or you won’t be leaving this alley alive.”

Despite her extra muscle, it is just as funny as the first time she said it, and you can’t help but laugh. To think these thugs would presume to extort you.

“Very well then, I guess there is nothing more to discuss.” At this, the thugs draw their weapons and poise to attack. You can’t wait to show them just how ridiculous their threats sound."
Quest_Campaign_092_INTRO_TRAVEL_1,"You nonchalantly walk around to the alley behind the Sleeping Lion and find the Inox and a large group of thugs waiting for you."
Quest_Campaign_092_LIST,"Meet the Inox in the back alley "
Quest_Campaign_092_NAME,"Back Alley Brawl"
Quest_Campaign_093_DESC,"Find out what ""untold riches"" await..."
Quest_Campaign_093_INTRO,"You sail around to the far side of the island, where a remote and inviting beach allows for safer anchoring. The thought of what treasure awaits you onboard the ship now warms you against the wind, but your thoughts also turn toward what dangers may be guarding it. 

As your dinghy makes its way to the shore, you see a school of Lurkers rise up from the surf to greet you. Who knows how long they've been following your ship from the depths, waiting for the opportune time to strike?"
Quest_Campaign_093_INTRO_TRAVEL_1,"You clutch the faded map to your chest as if it were a blanket protecting you from the strong northern winds."
Quest_Campaign_093_INTRO_TRAVEL_2,"You've been sailing your small rented ship along the coast for what feels like ages, looking for this forgotten shipwreck. Maybe if you hold the map closer, that will make its charts and figures more accurate and decipherable."
Quest_Campaign_093_INTRO_TRAVEL_3,"With little hope remaining, you finally catch a glimpse of a foreboding island on the horizon. As it gets closer, you see the definite outline of a battered ship pinioned against the island's shoals, half sunk and barely held together. "
Quest_Campaign_093_LIST,"Follow the Valrath's map"
Quest_Campaign_093_NAME,"Sunken Vessel"
Quest_Campaign_093_SCENARIO_MODIFIER_1,"All mercenaries start Immobilized"
Quest_Campaign_094_DESC,"Plunder the Vermling nest's collection of treasure "
Quest_Campaign_094_INTRO,"You carefully survey the area. As the man described, there is a pit back behind the nests, but it's hard to see what lies at the bottom without alerting the Vermlings. You surmise that you will have to do as the man suggests and slaughter these vile creatures before you can take proper stock of the treasure.

You head around to the opposite side of the nest and prepare to attack."
Quest_Campaign_094_INTRO_TRAVEL_1,"The nest is not hard to find. Vermlings are not exactly known for their subtlety. In fact, you smell the stench of rotting meat and wet animal fur long before you lay your eyes on the crude holes and piles of brush that make up the Vermling swarm's home. "
Quest_Campaign_094_LIST,"Retrieve the man's artifact"
Quest_Campaign_094_NAME,"Vermling Nest"
Quest_Campaign_095_DESC,"The Vermlings' treasure you were promised awaits in the pit..."
Quest_Campaign_095_INTRO,"The horrendous pain eventually subsides, and you feel gritty stone against your skin. Then you hear an odd din of unearthly voices. You open your eyes to see you are in some sort of arena. High above, demons and other creatures look down and cheer. In front of you is a sturdy gate of iron bars, and beyond that, a twisted-looking Savvas laughs."
Quest_Campaign_095_INTRO_TRAVEL_1,"You walk to the edge of the pit and get an immediate feeling of unease. There is no treasure here—just a gaping hole in the face of the earth."
Quest_Campaign_095_INTRO_TRAVEL_2,"You try to take a step back, but find yourself frozen in place. The black orb in your hand pulses and floats out into the space over the abyss. "
Quest_Campaign_095_INTRO_TRAVEL_3,"It pulses again and a voice rings out in your head."
Quest_Campaign_095_INTRO_TRAVEL_4,"“The greed of fools is a great motivator. You would presume to kill my lord, the great Prime Demon, and then walk free in your world as if no recourse was coming?"" "
Quest_Campaign_095_INTRO_TRAVEL_5,"The arrogance! Your punishment is now at hand. Step forward into my prison of torment, and languish in your sins for the rest of eternity!”"
Quest_Campaign_095_INTRO_TRAVEL_6,"Every piece of your conscious mind tries desperately to move away from the edge, but instead you find yourself stepping forward and then tumbling headlong into the darkness of the pit. "
Quest_Campaign_095_INTRO_TRAVEL_7,"As the black envelops you, the familiar sensation of passing between planes returns."
Quest_Campaign_095_LIST,"Claim your reward "
Quest_Campaign_095_NAME,"Payment Due "
Quest_Campaign_095_Outro_Travel_1,"In the blink of an eye, you are once again standing in the Corpsewood, looking down upon a dark pit on the edge of a Vermling Nest."
Quest_Campaign_095_Outro_Travel_2,"You might think it all a dream, but instead of a cracked orb, you now hold the Savvas’s severed head in your hands."
Quest_Campaign_095_SCENARIO_MODIFIER_1,"Anything that ends their turn in a water hex suffers damage equal to the Scenario Level plus one."
Quest_Campaign_1_DESC,"Black Barrow Description"
Quest_Campaign_1_INTRO,"Black Barrow Intro"
Quest_Campaign_1_LIST,"Black Barrow List"
Quest_Campaign_1_NAME,"Black Barrow"
Quest_Job_Chapter_1_1_Bandit_Forest_DESC,"Bandits have been seen in the area. It is likely only a small group, therefore the treasure will be slim pickings."
Quest_Job_Chapter_1_1_Bandit_Forest_INTRO,"You head into a forest nearby, following the tracks to the Bandits’ Camp. They aren’t hard to find. Although this won't be the most dangerous group of adversaries you will face, you should still be on your guard. Luck is a capricious lady!"
Quest_Job_Chapter_1_1_Bandit_Forest_LIST,"A small group of Bandits is raiding nearby"
Quest_Job_Chapter_1_1_Bandit_Forest_NAME,"Bandits on the Prowl"
Quest_Job_Chapter_1_1_Undead_Bandit_Crypt_DESC,"A group of ruffians has been summoning the undead in a local crypt. They must be removed before they get too powerful."
Quest_Job_Chapter_1_1_Undead_Bandit_Crypt_INTRO,"Necromancy was always the reserve of the rich and powerful, but lately more of this arcane technology is getting into the hands of common criminals. Venture into the crypt and shut this operation down."
Quest_Job_Chapter_1_1_Undead_Bandit_Crypt_LIST,"A local group of Bandits have got access to forbidden knowledge"
Quest_Job_Chapter_1_1_Undead_Bandit_Crypt_NAME,"Unholy Experiments"
Quest_Job_Chapter_1_1_Undead_Crypt_DESC,"A small crypt needs clearing of undead. The risk is low, as is the pay."
Quest_Job_Chapter_1_1_Undead_Crypt_INTRO,"The crypt is easy to find: you just need to follow the musty smell to the front door, which lies smashed on the ground. One of the dangers of being a mercenary is taking jobs like these for granted. It's just then when they can grab you around the throat when you least expect it!"
Quest_Job_Chapter_1_1_Undead_Crypt_LIST,"A nearby crypt is spewing out rotten corpses."
Quest_Job_Chapter_1_1_Undead_Crypt_NAME,"Undead Infestation"
Quest_Job_Imps_Spirits_Forest_DESC,"A community has contacted us after villagers have been terrified by ghosts haunting the outlying farms."
Quest_Job_Imps_Spirits_Forest_INTRO,"After meeting some terrified local villagers, you head towards a section of forest where they say the ghostly sightings are more prevalent. You notice that the area sits upon an ancient Inox graveyard, and certainly you can feel some kind of static energy in the air. Night falls as you are investigating further, and then you notice strange lights and eerie laughter. Imps!"
Quest_Job_Imps_Spirits_Forest_LIST,"Investigate reports of Ghosts attacking villagers"
Quest_Job_Imps_Spirits_Forest_NAME,"Restless Spirits"
Quest_Job_Inox_Vermling_Forest_DESC,"Inox & Vermlings have slaughtered workers at a woodcutter’s camp. Clear the attackers from the area."
Quest_Job_Inox_Vermling_Forest_INTRO,"You have been contacted by a logging company, complaining that one of their camps has been raided by an Inox tribe using Vermling mercenaries. The workers have all been killed. The company wants the camp cleared of intruders, and the attackers dealt with. You head to the location of the camp, and hear the excited chatter of vermlings and the gruff responses from nearby Inox. They are not prepared for an attack."
Quest_Job_Inox_Vermling_Forest_LIST,"Retake a recently overrun Woodcutter’s Camp"
Quest_Job_Inox_Vermling_Forest_NAME,"Night Raid"
Quest_Job_Mysterious_Maze_DESC,"You have been invited to take part in a strange tournament testing your martial prowess"
Quest_Job_Mysterious_Maze_INTRO,"A curious letter has arrived at your headquarters, an invitation to take on the Maze of Mystery. Nothing else is included, just a location of the Maze and an explanation of the rewards. Intrigued, you head towards the location, and are greeted by an elaborate entrance to a crypt. What is inside you don’t know, but you decide to enter."
Quest_Job_Mysterious_Maze_LIST,"A strange letter invites you to a tournament"
Quest_Job_Mysterious_Maze_NAME,"The Maze of Mystery"
Quest_Job_Snakes_Undead_Crypt_DESC,"You have been asked to clear a crypt of Vipers. However, that may not be all that is in there."
Quest_Job_Snakes_Undead_Crypt_INTRO,"You accept the job to clear a crypt of Giant Snakes, which sounds like a routine job. When you meet the landowner who offered the job, he seems a little vague about the actual problem: yes, there are snakes, but he’s cagey about anything else down there. He insists the job is just to clear an old crypt. You reluctantly agree and head to the area. The crypt seems normal enough from the outside, and as you head in, you see discarded snakeskin..."
Quest_Job_Snakes_Undead_Crypt_LIST,"Giant snakes have been plaguing a town"
Quest_Job_Snakes_Undead_Crypt_NAME,"Pit of Vipers"
Quest_Job_Vermling_Cave_DESC,"A Vermling tribe has fallen very ill with a magical disease. Sadly, they must be eliminated"
Quest_Job_Vermling_Cave_INTRO,"News has reached you that a group of Vermlings have contracted a particularly virulent disease, and the settlement they are nearby is worried of it spreading. The disease also causes the Vermlings to behave violently, so any contact with healers has been met with a hail of arrows. You head to the location of the cave they are holed up in and even from the outside you can feel the taint."
Quest_Job_Vermling_Cave_LIST,"A Vermling tribe has caught an infectious disease"
Quest_Job_Vermling_Cave_NAME,"Germlings!"
Quest_Relic_AncientDrill_DESC,"Find out what happened to a Tinkerer prospector, and recover his Drill."
Quest_Relic_AncientDrill_INTRO,"You follow the map given to you by the Trainer, and head east out of South Shield. After a couple of hours traversing swampland and river tributaries, you see a row of rocky hills in the distance. Getting closer you see the remains of an old camp at the entrance to a large cave, could this be the Tinkerer’s last adventure? You head into the cave to find out."
Quest_Relic_AncientDrill_LIST,"Track down an antique drill"
Quest_Relic_AncientDrill_NAME,"Drill Power"
Quest_Relic_CuriousGear_DESC,"You are to go to a meeting in the Eastern forest to discuss with a local tribe on how they can be convinced to stop selling traps on the open market. The Tinkerer needs to be present to check the traps."
Quest_Relic_CuriousGear_INTRO,"You head to the Sloshed Squirrel, but before you reach the building, you hear movement from the forest off the path and a ‘psst, this way!’ A younger Inox introduces himself and explains that he’s there to guide you to the meeting point. You don’t quite understand the reason for the clandestine meeting, but follow him anyway, to a clearing in the depths of the woodland. He prepares you some herbal tea and says the others will arrive shortly. Not wishing to be impolite, you drink your tea, but as soon as the mugs are finished, you regret your choice as your stomachs are wracked with pain. A large female Inox steps out from the treeline."
Quest_Relic_CuriousGear_LIST,"Help the Tinkerer ‘convince’ a tribe of Inox hunters to stop selling their traps to ne’er-do-wells"
Quest_Relic_CuriousGear_NAME,"It’s a Trap!"
Quest_Relic_DoomedCompass_DESC,"A lighthouse is guiding ships to their doom, so we should check it out."
Quest_Relic_DoomedCompass_INTRO,"You leave Sahmyrt by the Southern gate, with a number of sailors shouting their support as you go. They told you of unusual colours of light from the top of the lighthouse, sometimes searing light, and other times almost darkness blotting out sections of the sky. You arrive at the Lighthouse and see it is a huge building of ancient design, more like a fort than a normal lighthouse. It is made of crumbling stone, and you wonder if the most danger is from the building collapsing on your head rather than anything that might be found within it as you head inside."
Quest_Relic_DoomedCompass_LIST,"Investigate the cursed lighthouse"
Quest_Relic_DoomedCompass_NAME,"Radiant Darkness"
Quest_Relic_DrakescaleArmor_DESC,"This rare armour can be found in a crypt found on the slopes on the side of an active volcano!"
Quest_Relic_DrakescaleArmor_INTRO,"The Armor you are going to collect was fashioned by a rather ingenious Tinkerer blacksmith. She reckoned that the best way to prevent the poison and wounds caused by Drakes was to create an armor out of their own scales. Her theories were sound, however, the major drawback was sourcing the materials for the armor as Drakes didn’t give away their scale willingly. Not being a great fighter herself, she lived in an isolated crypt up the side of a mountain where she bred Drakes. Unbeknownst to her, the mountain was a dormant volcano and when it erupted she was never heard from again. The Trainer has tracked down an approximate location of the crypt to the South West of The Hole. You leave the mine workings and immediately see the volcano in the distance. As you head closer, the acrid smell of sulphur assaults your nostrils and regular tremors shudder the ground beneath your feet. You find the ruined entrance to the crypt and head inside."
Quest_Relic_DrakescaleArmor_LIST,"Seek out the Drakescale Armor"
Quest_Relic_DrakescaleArmor_NAME,"Hot Under The Collar"
Quest_Relic_DrakescaleBoots_DESC,"The Iron Drake clan are rumoured to have some powerful boots, see if you can buy them."
Quest_Relic_DrakescaleBoots_INTRO,"You head north out of Ironbell along the coast to the Iron Drake clan’s camp. The villagers of Ironbell think you mad, it will surely end in your death! As you near the encampment, you see warning totems and signs: clearly no-one is welcome. You are spotted and a group of Inox with tame Drakes come out to meet you, but they do not attack. If anything, they are glad to see you. Though having guttural voices, you understand their dialect and they invite you to join them in their evening meal. You reach the central clearing where dinner is being prepared, and conversation turns to their magical boots. The Inox nod and indicate the chest where they are stored. You can take them tomorrow, they have no use for them. You explain that you do not need any food and are happy to pay, but the more you insist, the angrier they become. It’s at this point you notice the bones around the encampment, they are not animal bones but humanoid. You were invited for dinner, not as guests, but as the main course. As you begin to rise, wire traps spring over your ankles and the Inox close in..."
Quest_Relic_DrakescaleBoots_LIST,"Pay the Inox clan near Ironbell a visit"
Quest_Relic_DrakescaleBoots_NAME,"Quaking in their Boots"
Quest_Relic_DrakescaleHelm_DESC,"Recover a chest of goods for a trader in Kailej"
Quest_Relic_DrakescaleHelm_INTRO,"You head to the trader’s shop in Kailej, the front of which is stocked with all manner of weapons and armour, however nothing that really stands out as better than your current equipment. He greets you and guides you into the back of the shop. ‘They came up from the sewer’ he explains, pointing to a hole in the floorboards clearly sawn through from underneath. I’m reasonably hopeful that they haven’t moved their loot on yet, as I’ve got agents in the black market and none of it has come to light. If you head down now, you might be able to follow their trail!’. You take his advice and climb down into a rickety tunnel which looks to have been dug out by hand. It immediately splits in two directions and you realise you must follow both to catch the criminals. After crawling for around thirty minutes, one passageway leads to an ancient dusty storeroom, with some unpleasant Oozes within. The other exits to the main sewer tunnel and as you climb out, you hear a call of alarm!"
Quest_Relic_DrakescaleHelm_LIST,"Find the trader’s lost wares"
Quest_Relic_DrakescaleHelm_NAME,"Tunnel Vision"
Quest_Relic_EnduranceFootwraps_DESC,"The Monks of Boneshatter Pass may have a Quest for you in exchange for some rare shoes."
Quest_Relic_EnduranceFootwraps_INTRO,"You arrive up the steep track to the Monk’s retreat and are greeted by the Abbot. He is grim-faced and explains that some Savvas in the area have been causing problems again. Apparently it is an offshoot faction from the ones that caused problems earlier in the year. Recently they raided the compound and took some relics, and now they are holed up in the mountains and have sold some loot to equip themselves with some defensive artillery. You head into the mountains, following the Abbot’s directions and see the main cave entrance further up, but also a side entrance. Rather than take on a full scale assault from the front, you take a smaller force in both directions."
Quest_Relic_EnduranceFootwraps_LIST,"Visit the Monks of Boneshatter Pass"
Quest_Relic_EnduranceFootwraps_NAME,"Climb Every Mountain"
Quest_Relic_FleaBittenShawl_DESC,"The Enchantress believes the Vermlings have stumbled on an ancient artifact near Scurvy Bay"
Quest_Relic_FleaBittenShawl_INTRO,"The walk to the midden heap is reasonably uneventful. You pass by a number of poor unfortunate individuals who scrape a living by sorting through the rubbish on the top of the heap, but they aren’t foolish enough to actual venture deeper into the sewer underneath, goodness knows what diseases can be caught there. The smell is the first thing that hits you, then the low lying green fog carpeting the ground. You pass by the outer heaps until you spot the tunnel leading into the ground. As you enter, you see the tell-tale scraps of vermling hair and bones on the ground, but strange coloured goo drips from the ceiling, you best be on your guard..."
Quest_Relic_FleaBittenShawl_LIST,"Search the Scurvy Bay rubbish dump"
Quest_Relic_FleaBittenShawl_NAME,"Take out the trash"
Quest_Relic_NecklaceOfTeeth_DESC,"Investigate the rumours of a witch in the forest and her jewellery made of her victims."
Quest_Relic_NecklaceOfTeeth_INTRO,"The woodlands to the north of Mudview aren’t the most pleasant place to visit. Between the gnarled trees, the ground is waterlogged and a mist hangs low above the grass. You hope the Merchant’s rumours are accurate, as coming back empty handed would not put you in the best of moods. After a number of hours trudging through brush and thicket, you spot a light in the distance. Perhaps this is her hut? You creep forwards and survey the scene. The clearing in front of the ramshackle house is littered with traps, so you split up, sending another contingent around the back past the outhouse although the ground is boggier there. As you plan your assault, you are seen — apparently she has allies!"
Quest_Relic_NecklaceOfTeeth_LIST,"Give the witch a visit"
Quest_Relic_NecklaceOfTeeth_NAME,"Death Becomes Her"
Quest_Relic_OrbOfDawn_DESC,"A location of a Relic important to Sun Demons has been located, go and retrieve it."
Quest_Relic_OrbOfDawn_INTRO,"You return to the location of the unearthed temple from before, patches of dead grass the only memory of the burned earth surrounding the entrance from whence last you visited. You enter the structure, and following the Keeper’s advice, search the inner chamber for signs of a secret panel. After searching for an hour or so, you realise all of the torch sconces are moveable, and you try every combination until you hear a loud click. A stone panel slides sideways, you head into the passageway beyond."
Quest_Relic_OrbOfDawn_LIST,"Retrieve the Orb of Dawn"
Quest_Relic_OrbOfDawn_NAME,"The Heart of The Sun"
Quest_Relic_OrbOfTwilight_DESC,"A location of a Relic important to Night Demons has been located, go and retrieve it."
Quest_Relic_OrbOfTwilight_INTRO,"You return to the diseased copse where you fought the Night Demons the last time you were here, and although the rot is greatly reduced, you notice it is still present. Now, you are looking for clues. You see that the rot extends further to the north and head in that direction, deeper into the undergrowth. After a short trek, you see a strange building rising out of the bush, and patrolling in front of it, Night Demons. It seems you have found your destination."
Quest_Relic_OrbOfTwilight_LIST,"Retrieve the Orb of Twilight"
Quest_Relic_OrbOfTwilight_NAME,"The Heart of The Night"
Quest_Relic_RemoteSpider_DESC,"The Vermlings are living in a cave network with a pit of Vipers, be on your guard."
Quest_Relic_RemoteSpider_INTRO,"You meet Scabwit at the Copper Oasis where he brings you up to date with the situation. As you head deeper into the Oasis, he talks of members of his tribe hearing clanking sounds in the undergrowth, and then suddenly falling ill. They found strange tracks on the ground, but also Vermling footprints which led into the nearby hills. He stops periodically and sniffs the ground, pointing out broken grass stalks or disturbed rocks. Soon you arrive at a cave entrance adorned with skulls and bones. You step inside."
Quest_Relic_RemoteSpider_LIST,"Help Scabwit defeat some feral Vermlings"
Quest_Relic_RemoteSpider_NAME,"Into the Viper’s Pit"
Quest_Relic_ResonantCrystal_DESC,"Strange underground shocks have been plaguing Gibbet Hill since a star fell to earth, go and investigate!"
Quest_Relic_ResonantCrystal_INTRO,"After following the directions from the villagers at Gibbet Hill, you come to the entrance of an old ruined crypt. It is clear someone has been here recently, as the entrance has been disturbed. Be on your guard!"
Quest_Relic_ResonantCrystal_LIST,"Bring back whatever fell from the sky"
Quest_Relic_ResonantCrystal_NAME,"A Falling Star"
Quest_Relic_RingOfSkulls_DESC,"Find where Cultists create their summoning jewelry and steal a piece for yourself."
Quest_Relic_RingOfSkulls_INTRO,"You return to Shaderest, a location where you had first met the Cultist threat, and follow the information given to you by the Keeper of the Oak. You head north, into the desert, and after a number of hours find a deserted-looking canyon down which the wind howls forlornly. You enter the canyon, and are surprised to see the facade of an ancient temple, carved from the rock itself and adorned with skulls.This must be the place."
Quest_Relic_RingOfSkulls_LIST,"Learn to summon your own Living Bones"
Quest_Relic_RingOfSkulls_NAME,"Bones of Contention"
Quest_Relic_SacrificialRobes_DESC,"Perhaps a group of Cultists have invented an item to help ranged attacks..."
Quest_Relic_SacrificialRobes_INTRO,"Starting at the base of the Hermitage, you head south into the forest. You're wary that archers are particularly good at laying traps, so it is slow going. As the sun begins to fall, you spot a clearing with what seems to be Archery gear laid out. It lies next to a strange stone structure, and you can see Archers and Cultists in the area. This must be the place."
Quest_Relic_SacrificialRobes_LIST,"Investigate stories of Cultists and Archers working together"
Quest_Relic_SacrificialRobes_NAME,"Hunting The Hunters"
Quest_Relic_SecondSkin_DESC,"The armour has been taken to a hideout in Scurvy Bay, time to get it back."
Quest_Relic_SecondSkin_INTRO,"You ask around in Scurvy Bay for any rumours of recent shady business start ups and are disappointed to end up with about fifty tip offs. After a number of false leads you reach a warehouse that has potential: Bandits can be seen carrying various pieces of weapons and armour in crates inside, so you go to investigate. You creep into a side room and reckon this is the place, but there are a lot of workers. You’ll have to get in and out sharpish!"
Quest_Relic_SecondSkin_LIST,"Recover the prototype armour "
Quest_Relic_SecondSkin_NAME,"Partner in Crime"
Quest_Relic_StaffOfElements_DESC,"The Trial of Elements is a dangerous mission, but the reward is impressive: a powerful Staff of Elements. Prepare well."
Quest_Relic_StaffOfElements_INTRO,"You hoped you wouldn't have to return to the mountains around the Hole, but here you are again, the smell of sulphur assaulting your senses and burning your eyes. There is no path to speak of, just a vague route of less rocky scree to climb. You wonder if the Enchantress’ directions are correct. After a couple of false alarms where abandoned cave entrances led to a chamber of bats or a pile of bones, you crest a rise and see a large dark entrance surrounded by runes. You steel yourself, and venture inside."
Quest_Relic_StaffOfElements_LIST,"Venture into the Demon infested Cave to retrieve the Artifact"
Quest_Relic_StaffOfElements_NAME,"The Trial of the Elements"
Quest_Relic_StaffOfSummoning_DESC,"The location of the Staff will be heavily warded, bring summoned allies"
Quest_Relic_StaffOfSummoning_INTRO,"The Savvas community of Rockfall is surprisingly ambivalent to your mission to find the Staff of Summoning. They don’t concern themselves with magic as long as it does not intrude on their everyday life. They point you in the direction of the crypt where it can be found, but warn you that a sect of Savvas protect it with their lives. However, they aren’t very popular! You reach the crypt without much fuss and head inside."
Quest_Relic_StaffOfSummoning_LIST,"Seek out the Staff of Summoning"
Quest_Relic_StaffOfSummoning_NAME,"Call to Action"
Quest_Relic_StaffOfXorn_DESC,"Wipe out an Inox sect before they become too large a threat to deal with."
Quest_Relic_StaffOfXorn_INTRO,"Heading north up the coast towards the Inox den, you wonder who or what this Xorn is, and why others would want to follow them. You suppose that anything that goes around muddling and poisoning their enemies would be a dangerous adversary, or a powerful ally! As you head through a patch of trees, you hear conversation ahead Before you can prepare an ambush, Inox attack!"
Quest_Relic_StaffOfXorn_LIST,"Destroy the Seekers of Xorn"
Quest_Relic_StaffOfXorn_NAME,"Staff Meeting"
