Keys,"English [en-GB]"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasIcestorms_1_Desc,"Kill 10 Savvas Icestorms"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasIcestorms_2,"I'm Melting!"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasIcestorms_2_Desc,"Kill 50 Savvas Icestorms"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasLavaflows_1,"Nice to Heat You"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasLavaflows_1_Desc,"Kill 10 Savvas Lavaflows"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasLavaflows_2,"You're Fired!"
ADVENTURE_ACHIEVEMENT_2_1_KillSavvasLavaflows_2_Desc,"Kill 50 Savvas Lavaflows"
ADVENTURE_ACHIEVEMENT_2_1_KillWindDemons_1,"Stormchaser"
ADVENTURE_ACHIEVEMENT_2_1_KillWindDemons_1_Desc,"Kill 10 Wind Demons"
ADVENTURE_ACHIEVEMENT_2_1_KillWindDemons_2,"Reap the Whirlwind"
ADVENTURE_ACHIEVEMENT_2_1_KillWindDemons_2_Desc,"Kill 75 Wind Demons"
ADVENTURE_ACHIEVEMENT_2_1_PreventDamageArmor,"A Blacksmith's Best Friend"
ADVENTURE_ACHIEVEMENT_2_1_PreventDamageArmor_Desc,"Prevent 40 Damage using Armor & Shield Items"
ADVENTURE_ACHIEVEMENT_2_1_SummonKills,"I Choose You!"
ADVENTURE_ACHIEVEMENT_2_1_SummonKills_Desc,"Your Summons kill 50 Enemies"
ADVENTURE_ACHIEVEMENT_3_1_DrawNegativeAttackMods,"Mage Quit"
ADVENTURE_ACHIEVEMENT_3_1_DrawNegativeAttackMods_Desc,"Draw 50 x -1 Attack Modifiers"
ADVENTURE_ACHIEVEMENT_3_1_KillAncientArtillery_1,"Munition Dump"
ADVENTURE_ACHIEVEMENT_3_1_KillAncientArtillery_1_Desc,"Destroy 10 Ancient Artillery"
ADVENTURE_ACHIEVEMENT_3_1_KillAncientArtillery_2,"Cannon Fodder"
ADVENTURE_ACHIEVEMENT_3_1_KillAncientArtillery_2_Desc,"Destroy 100 Ancient Artillery"
ADVENTURE_ACHIEVEMENT_3_1_KillAnything,"Murder Spree"
ADVENTURE_ACHIEVEMENT_3_1_KillAnything_Desc,"Kill 200 Enemies of any kind, especially Oozes"
ADVENTURE_ACHIEVEMENT_3_1_KillCityArchers_1,"City Hunter"
ADVENTURE_ACHIEVEMENT_3_1_KillCityArchers_1_Desc,"Kill 10 City Archers"
ADVENTURE_ACHIEVEMENT_3_1_KillCityArchers_2,"Police Story"
ADVENTURE_ACHIEVEMENT_3_1_KillCityArchers_2_Desc,"Kill 100 City Archers"
ADVENTURE_ACHIEVEMENT_3_1_KillCityGuards_1,"I Fought the Law..."
ADVENTURE_ACHIEVEMENT_3_1_KillCityGuards_1_Desc,"Kill 10 City Guards"
ADVENTURE_ACHIEVEMENT_3_1_KillCityGuards_2,"...and the Law Lost"
ADVENTURE_ACHIEVEMENT_3_1_KillCityGuards_2_Desc,"Kill 100 City Guards"
ADVENTURE_ACHIEVEMENT_3_1_KillHarrowerInfesters_1,"An Infestment Opportunity"
ADVENTURE_ACHIEVEMENT_3_1_KillHarrowerInfesters_1_Desc,"Kill 10 Harrower Infesters"
ADVENTURE_ACHIEVEMENT_3_1_KillHarrowerInfesters_2,"A Harrow Escape"
ADVENTURE_ACHIEVEMENT_3_1_KillHarrowerInfesters_2_Desc,"Kill 50 Harrower Infesters"
ADVENTURE_ACHIEVEMENT_3_1_MoveXDistance,"Run in the Forest (or anywhere else), Run!"
ADVENTURE_ACHIEVEMENT_3_1_MoveXDistance_Desc,"Perform 30 Move Actions of 4+ Hexes."
ADVENTURE_ACHIEVEMENT_3_1_TakeDamageHazardous,"The Hot Shoe Shuffle"
ADVENTURE_ACHIEVEMENT_3_1_TakeDamageHazardous_Desc,"Take 20 Damage from Hazardous Terrain"
ADVENTURE_ACHIEVEMENT_4_1_KillBlackImps_1,"A Kick in the Teeth"
ADVENTURE_ACHIEVEMENT_4_1_KillBlackImps_1_Desc,"Kill 20 Black Imps"
ADVENTURE_ACHIEVEMENT_4_1_KillBlackImps_2,"Big Mouth strikes again"
ADVENTURE_ACHIEVEMENT_4_1_KillBlackImps_2_Desc,"Kill 200 Black Imps"
ADVENTURE_ACHIEVEMENT_4_1_KillDeepTerrors_1,"The Eyes have it"
ADVENTURE_ACHIEVEMENT_4_1_KillDeepTerrors_1_Desc,"Kill 10 Deep Terrors"
ADVENTURE_ACHIEVEMENT_4_1_KillDeepTerrors_2,"Up to your Eyeballs"
ADVENTURE_ACHIEVEMENT_4_1_KillDeepTerrors_2_Desc,"Kill 100 Deep Terrors"
ADVENTURE_ACHIEVEMENT_4_1_KillEliteVermlings,"You Dirty Rat!"
ADVENTURE_ACHIEVEMENT_4_1_KillEliteVermlings_Desc,"Kill 20 Elite Vermlings"
ADVENTURE_ACHIEVEMENT_4_1_KillLurkers_1,"Many Armed and Dangerous"
ADVENTURE_ACHIEVEMENT_4_1_KillLurkers_1_Desc,"Kill 10 Lurkers"
ADVENTURE_ACHIEVEMENT_4_1_KillLurkers_2,"Fighting Tooth and Claw"
ADVENTURE_ACHIEVEMENT_4_1_KillLurkers_2_Desc,"Kill 75 Lurkers"
ADVENTURE_ACHIEVEMENT_4_1_KillOozes_1,"You Snooze, you Ooze"
ADVENTURE_ACHIEVEMENT_4_1_KillOozes_1_Desc,"Kill 10 Oozes"
ADVENTURE_ACHIEVEMENT_4_1_KillOozes_2,"Ooze Cruise"
ADVENTURE_ACHIEVEMENT_4_1_KillOozes_2_Desc,"Kill 100 Oozes"
ADVENTURE_ACHIEVEMENT_4_1_MuddledAttacks,"All Muddled Up!"
ADVENTURE_ACHIEVEMENT_4_1_MuddledAttacks_Desc,"Attack whilst Muddled 30 times"
ADVENTURE_ACHIEVEMENT_BeastTyrant_1,"Beam me up, Beast Tyrant!"
ADVENTURE_ACHIEVEMENT_BeastTyrant_1_Desc,"The Beast Tyrant uses a Swap Position Ability 20 times"
ADVENTURE_ACHIEVEMENT_BeastTyrant_2,"If I could Talk to the Animals"
ADVENTURE_ACHIEVEMENT_BeastTyrant_2_Desc,"The Beast Tyrant uses a Summon Ability 30 times"
ADVENTURE_ACHIEVEMENT_BeastTyrant_3,"Red in Tooth and Claw"
ADVENTURE_ACHIEVEMENT_BeastTyrant_3_Desc,"The Beast Tyrant's Bear does 100 Damage"
ADVENTURE_ACHIEVEMENT_Berserker_1,"Just a Flesh Wound"
ADVENTURE_ACHIEVEMENT_Berserker_1_Desc,"The Berserker deals herself 100 damage"
ADVENTURE_ACHIEVEMENT_Berserker_2,"Hard Hitter"
ADVENTURE_ACHIEVEMENT_Berserker_2_Desc,"The Berserker performs 20 attacks that deal 6+ Damage"
ADVENTURE_ACHIEVEMENT_Berserker_3,"Do you have any potions, or food?"
ADVENTURE_ACHIEVEMENT_Berserker_3_Desc,"The Berserker is healed for 200 Health"
ADVENTURE_ACHIEVEMENT_Brute_1,"Big Choppa"
ADVENTURE_ACHIEVEMENT_Brute_1_Desc,"The Brute Kills 50 Enemies with Melee Attacks"
ADVENTURE_ACHIEVEMENT_Brute_2,"Unkillable"
ADVENTURE_ACHIEVEMENT_Brute_2_Desc,"The Brute Prevents 50 Attack Damage with Shield condition"
ADVENTURE_ACHIEVEMENT_Brute_3,"I'm Still Standing"
ADVENTURE_ACHIEVEMENT_Brute_3_Desc,"The Brute uses a Heal Ability on himself 30 times"
ADVENTURE_ACHIEVEMENT_Cragheart_1,"Earth Elemental"
ADVENTURE_ACHIEVEMENT_Cragheart_1_Desc,"The Cragheart Consumes 40 Earth Elements"
ADVENTURE_ACHIEVEMENT_Cragheart_2,"Rock Star"
ADVENTURE_ACHIEVEMENT_Cragheart_2_Desc,"The Cragheart uses 20 Abilities that place Obstacles or Traps"
ADVENTURE_ACHIEVEMENT_Cragheart_3,"Smash & Grab"
ADVENTURE_ACHIEVEMENT_Cragheart_3_Desc,"The Cragheart deals 40 Non-Combat Damage to Enemies"
ADVENTURE_ACHIEVEMENT_Doomstalker_1,"Stealer of Souls"
ADVENTURE_ACHIEVEMENT_Doomstalker_1_Desc,"The Doomstalker kills 10 Full Health Enemies in 1 Attack"
ADVENTURE_ACHIEVEMENT_Doomstalker_2,"The Forest of Doom"
ADVENTURE_ACHIEVEMENT_Doomstalker_2_Desc,"The Doomstalker Dooms 30 Enemies"
ADVENTURE_ACHIEVEMENT_Doomstalker_3,"Deathtrap Dungeon"
ADVENTURE_ACHIEVEMENT_Doomstalker_3_Desc,"The Doomstalker lays 20 Traps"
ADVENTURE_ACHIEVEMENT_Elementalist_1,"Elemental by name... "
ADVENTURE_ACHIEVEMENT_Elementalist_1_Desc,"The Elementalist consumes 100 Elements"
ADVENTURE_ACHIEVEMENT_Elementalist_2,"Mentalist by nature"
ADVENTURE_ACHIEVEMENT_Elementalist_2_Desc,"The Elementalist uses an ability that places a negative Condition 30 times"
ADVENTURE_ACHIEVEMENT_Elementalist_3,"I just want to watch the world burn"
ADVENTURE_ACHIEVEMENT_Elementalist_3_Desc,"The Elementalist uses 30 Area Attacks"
ADVENTURE_ACHIEVEMENT_Mindthief_1,"Sneaky"
ADVENTURE_ACHIEVEMENT_Mindthief_1_Desc,"The Mindthief uses an ability that places a negative Condition 30 times"
ADVENTURE_ACHIEVEMENT_Mindthief_2,"Rats, Rats, Rats in the walls..."
ADVENTURE_ACHIEVEMENT_Mindthief_2_Desc,"The Mindthief uses a Summon Ability 30 times"
ADVENTURE_ACHIEVEMENT_Mindthief_3,"Mind over Matter"
ADVENTURE_ACHIEVEMENT_Mindthief_3_Desc,"The Mindthief uses a Control Ability 30 times"
ADVENTURE_ACHIEVEMENT_Nightshroud_1,"The Message... Of Death!"
ADVENTURE_ACHIEVEMENT_Nightshroud_1_Desc,"The Nightshroud uses a Kill Ability 30 times"
ADVENTURE_ACHIEVEMENT_Nightshroud_2,"I walk in the Shadow of Death"
ADVENTURE_ACHIEVEMENT_Nightshroud_2_Desc,"The Nightshroud Consumes Dark 40 times"
ADVENTURE_ACHIEVEMENT_Nightshroud_3,"Ghosts are dead, I'm very much alive!"
ADVENTURE_ACHIEVEMENT_Nightshroud_3_Desc,"The Nightshroud turns himself Invisible 20 times"
ADVENTURE_ACHIEVEMENT_Plagueherald_1,"Dropping Like Flies"
ADVENTURE_ACHIEVEMENT_Plagueherald_1_Desc,"The Plagueherald kills 25 Poisoned Enemies"
ADVENTURE_ACHIEVEMENT_Plagueherald_2,"A Flea in your Ear"
ADVENTURE_ACHIEVEMENT_Plagueherald_2_Desc,"The Plagueherald uses a Curse Ability 20 times"
ADVENTURE_ACHIEVEMENT_Plagueherald_3,"Super Spreader"
ADVENTURE_ACHIEVEMENT_Plagueherald_3_Desc,"The Plagueherald uses 30 Area of Effect Attacks"
ADVENTURE_ACHIEVEMENT_Quartermaster_1,"Picker"
ADVENTURE_ACHIEVEMENT_Quartermaster_1_Desc,"The Quartermaster Loots 10 Chests"
ADVENTURE_ACHIEVEMENT_Quartermaster_2,"Hoarder"
ADVENTURE_ACHIEVEMENT_Quartermaster_2_Desc,"The Quartermaster owns an Item in every slot"
ADVENTURE_ACHIEVEMENT_Quartermaster_3,"Artificer"
ADVENTURE_ACHIEVEMENT_Quartermaster_3_Desc,"The Quartermaster uses 30 Items"
ADVENTURE_ACHIEVEMENT_Sawbones_1,"Come with me if you want to live!"
ADVENTURE_ACHIEVEMENT_Sawbones_1_Desc,"The Sawbones wins 10 Scenarios where no Allies Exhaust"
ADVENTURE_ACHIEVEMENT_Sawbones_2,"A Clean Bill of Health"
ADVENTURE_ACHIEVEMENT_Sawbones_2_Desc,"The Sawbones wins 10 Scenarios where he doesn't drop below 50% health"
ADVENTURE_ACHIEVEMENT_Sawbones_3,"Under the Knife"
ADVENTURE_ACHIEVEMENT_Sawbones_3_Desc,"The Sawbones Heals 200 Points of Health"
ADVENTURE_ACHIEVEMENT_Scoundrel_1,"Treasure Hunter"
ADVENTURE_ACHIEVEMENT_Scoundrel_1_Desc,"The Scoundrel uses a Loot Ability 30 times"
ADVENTURE_ACHIEVEMENT_Scoundrel_2,"Sudden Strike"
ADVENTURE_ACHIEVEMENT_Scoundrel_2_Desc,"The Scoundrel moves 120 Hexes"
ADVENTURE_ACHIEVEMENT_Scoundrel_3,"Mistress of Pain"
ADVENTURE_ACHIEVEMENT_Scoundrel_3_Desc,"The Scoundrel does 99 Damage via Attacks"
ADVENTURE_ACHIEVEMENT_Soothsinger_1,"Songsmith"
ADVENTURE_ACHIEVEMENT_Soothsinger_1_Desc,"The Soothsinger uses 30 Song Abilities"
ADVENTURE_ACHIEVEMENT_Soothsinger_2,"Bard Shark"
ADVENTURE_ACHIEVEMENT_Soothsinger_2_Desc,"The Soothsinger Strengthens, Blesses or Heals an Ally 40 times"
ADVENTURE_ACHIEVEMENT_Soothsinger_3,"Hit a Low Note"
ADVENTURE_ACHIEVEMENT_Soothsinger_3_Desc,"The Soothsinger Curses an Enemy 25 times"
ADVENTURE_ACHIEVEMENT_Spellweaver_1,"Infusiastic"
ADVENTURE_ACHIEVEMENT_Spellweaver_1_Desc,"The Spellweaver infuses 100 Elements"
ADVENTURE_ACHIEVEMENT_Spellweaver_2,"Glass Cannon"
ADVENTURE_ACHIEVEMENT_Spellweaver_2_Desc,"The Spellweaver kills 20 Enemies with Ranged Attacks"
ADVENTURE_ACHIEVEMENT_Spellweaver_3,"Reviving Aesther"
ADVENTURE_ACHIEVEMENT_Spellweaver_3_Desc,"The Spellweaver uses an ability that Recovers her Burned cards 30 times"
ADVENTURE_ACHIEVEMENT_Summoner_1,"Meatshield"
ADVENTURE_ACHIEVEMENT_Summoner_1_Desc,"The Summoner's Summons take 40 Damage"
ADVENTURE_ACHIEVEMENT_Summoner_2,"Hypnotist"
ADVENTURE_ACHIEVEMENT_Summoner_2_Desc,"The Summoner uses 30 Control Abilities"
ADVENTURE_ACHIEVEMENT_Summoner_3,"Dr Doolittle"
ADVENTURE_ACHIEVEMENT_Summoner_3_Desc,"The Summoner buffs Summoned Allies 30 Times"
ADVENTURE_ACHIEVEMENT_Sunkeeper_1,"The Guiding Light"
ADVENTURE_ACHIEVEMENT_Sunkeeper_1_Desc,"The Sunkeeper Hits with a x2 Modifier 40 times"
ADVENTURE_ACHIEVEMENT_Sunkeeper_2,"A Light Touch"
ADVENTURE_ACHIEVEMENT_Sunkeeper_2_Desc,"The Sunkeeper Heals 150 Points of Health"
ADVENTURE_ACHIEVEMENT_Sunkeeper_3,"Make Light Work"
ADVENTURE_ACHIEVEMENT_Sunkeeper_3_Desc,"The Sunkeeper Consumes Light 40 times"
ADVENTURE_ACHIEVEMENT_Tinkerer_1,"Doctor Who?"
ADVENTURE_ACHIEVEMENT_Tinkerer_1_Desc,"The Tinkerer heals an Ally 50 times"
ADVENTURE_ACHIEVEMENT_Tinkerer_2,"Tinker Time"
ADVENTURE_ACHIEVEMENT_Tinkerer_2_Desc,"The Tinkerer uses an ability that places a negative Condition 30 times"
ADVENTURE_ACHIEVEMENT_Tinkerer_3,"Back from the Dead"
ADVENTURE_ACHIEVEMENT_Tinkerer_3_Desc,"The Tinkerer uses an ability that Recovers Burned or Discarded cards 20 times"
ANISOTROPIC_FILTERING_DISABLE,"Disable"
ANISOTROPIC_FILTERING_ENABLE,"Enable"
ANISOTROPIC_FILTERING_FORCEENABLE,"Force Enable"
ANTIALIASING_RENDER_DISABLED,"Disable"
ANTIALIASING_RENDER_DLAA,"DLAA"
ANTIALIASING_RENDER_FXAA,"FXAA"
ANTIALIASING_RENDER_FXAA1PRESETB,"FXAA1PRESETB"
ANTIALIASING_RENDER_NFAA,"NFAA"
ANTIALIASING_RENDER_SMAA,"SMAA"
ANTIALIASING_RENDER_SSAA,"SSAA"
ANTIALIASING_RENDER_TAA,"TAA"
ATTACK_AREA,"Attack Area"
AbandonedCatacombs,"Abandoned Catacombs"
AbandonedFarm,"Abandoned Farm"
AbandonedFarm_DESCR,"An abandoned farm lies just off the main road from Keyport. The smell of woodsmoke lingers here, and much of the roof has collapsed, but a few of the rooms are still habitable for a night."
Achievement_Reputation_10_REWARDS_STORY,"The sun shines brighter on those with good intentions in their hearts. Your righteous reputation called out to me; I join you now on your virtuous journey"
Achievement_Reputation_10_REWARDS_TITLE,"Reputation +10!"
Achievement_Reputation_Minus10_REWARDS_STORY,"Endless opportunities can be found when one chooses to dwell in the dark. Your grim reputation whispered to me; now we shall walk together in the shadows..."
Achievement_Reputation_Minus10_REWARDS_TITLE,"<color=#E31F1F>Reputation -10!</color>"
Add,"Add"
AddAugment,"Add Augment"
AddHeal,"Add Heal"
AddRange,"Add Range"
AddSong,"Additional Song Capacity"
AddTarget,"Add Target"
AdjacentAlliesAndEnemies2Damage,"All allies and enemies adjacent to the target suffer 2 damage."
Advantage,"Advantage"
Affect_AllAdjacentAllies,"Affect all adjacent allies"
Affect_AllAdjacentSummonedAllies,"Affect all adjacent summoned allies"
Affect_AllAllies,"Affect all allies"
Affect_AllAlliesMovedThrough,"Affect all allies moved through"
Affect_AllAlliesWithin,"Affect all allies within"
Affect_AllSummonedAllies,"Affect all summoned allies"
Affect_AnyOneAlly,"Affect any one ally"
Affect_OneAdjacentAlly,"Affect one adjacent ally"
Affect_OneAllyWithinRange3,"Affect one ally within <nobr>Range <sprite name=Range> 3</nobr>"
Affect_SelfAndAllAdjacentAllies,"Affect self and all adjacent allies"
Affect_SelfAndAllAllies,"Affect self and all allies"
Affect_SelfAndAllAlliesInRange2,"Affect self and all allies within <nobr>Range <sprite name=Range>2</nobr>"
Affect_SelfAndAllSummonedAllies,"Affect self and all summoned allies"
AllConditions,"all Conditions"
AllEnemies2Damage,"All enemies suffer 2 damage."
Amberhill,"Amberhill"
Amberhill_DESCR,"The village of Amberhill lies midway on the route between Demonsgate and Keyport. It's a medium-sized farming community, supplying grain and vegetables to both of the towns on either side of it."
AncientArtillery,"Ancient Artillery"
AncientArtilleryElite,"Ancient Artillery Elite"
Any,"Any"
ArcaneGolem,"Arcane Golem"
AshenswordBarrow,"Ashensword Barrow"
AtEndOfTurn,"at end of turn"
Attack,"Attack"
AttackHasAdvantage,"Attack has Advantage"
AttackersGainDisadvantage,"Attackers Gain Disadvantage"
AttacksApply,"Attacks apply"
AttacksInfuse,"Infused on Attack"
Augment,"Augment"
Augment_DiscardReminder,"When another <nobr><color=#A7B3D2>Augment</color> <sprite name=Augment></nobr> is played, discard this card."
Augment_OnYourMeleeAttacks,"On your melee attacks:"
Aura,"Aura"
BATTLEGOAL_Agressor,"Aggressor"
BATTLEGOAL_Agressor_Desc,"Have one or more monsters present on the map at the beginning of every round during the scenario"
BATTLEGOAL_Diehard,"Diehard"
BATTLEGOAL_Diehard_Desc,"Never allow your current hit point value to drop below half your maximum hit point value (rounded up) during the scenario"
BATTLEGOAL_Dynamo,"Dynamo"
BATTLEGOAL_Dynamo_Desc,"Kill a monster during the scenario by causing at least 4 more points of damage to it than necessary"
BATTLEGOAL_Executioner,"Executioner"
BATTLEGOAL_Executioner_Desc,"Kill an undamaged monster with a single attack action during the scenario"
BATTLEGOAL_Explorer,"Explorer"
BATTLEGOAL_Explorer_Desc,"Reveal a room tile by opening a door on your turn during the scenario"
BATTLEGOAL_FastHealer,"Fast Healer"
BATTLEGOAL_FastHealer_Desc,"Your health at the end of the scenario is equal to your maximum health"
BATTLEGOAL_Hoarder,"Hoarder"
BATTLEGOAL_Hoarder_Desc,"Loot five or more gold piles during the scenario"
BATTLEGOAL_Hunter,"Hunter"
BATTLEGOAL_Hunter_Desc,"Kill one or more elite monsters during the scenario"
BATTLEGOAL_Indigent,"Indigent"
BATTLEGOAL_Indigent_Desc,"Loot no gold piles or chests tiles during the scenario"
BATTLEGOAL_Layabout,"Layabout"
BATTLEGOAL_Layabout_Desc,"Gain 7 or fewer experience points during the scenario"
BATTLEGOAL_Masochist,"Masochist"
BATTLEGOAL_Masochist_Desc,"Your health at the end of the scenario is equal to 2 or less"
BATTLEGOAL_Neutralizer,"Neutralizer"
BATTLEGOAL_Neutralizer_Desc,"Cause a trap to be sprung or disarmed on your turn or on the turn of one of your summons during the scenario"
BATTLEGOAL_Opener,"Opener"
BATTLEGOAL_Opener_Desc,"Be the first to kill a monster during the scenario"
BATTLEGOAL_Pacifist,"Pacifist"
BATTLEGOAL_Pacifist_Desc,"Kill three or fewer monsters during the scenario"
BATTLEGOAL_Plunderer,"Plunderer"
BATTLEGOAL_Plunderer_Desc,"Loot a chest during the scenario"
BATTLEGOAL_Professional,"Professional"
BATTLEGOAL_Professional_Desc,"Use your equipped items a number of times equal to or greater than your level plus 2 during the scenario"
BATTLEGOAL_Protector,"Protector"
BATTLEGOAL_Protector_Desc,"Allow none of your allies to become exhausted during the scenario"
BATTLEGOAL_Purist,"Purist"
BATTLEGOAL_Purist_Desc,"Use no items during the scenario"
BATTLEGOAL_Sadist,"Sadist"
BATTLEGOAL_Sadist_Desc,"Kill five or more monsters during the scenario"
BATTLEGOAL_Scrambler,"Scrambler"
BATTLEGOAL_Scrambler_Desc,"Take only short rests during the scenario"
BATTLEGOAL_Straggler,"Straggler"
BATTLEGOAL_Straggler_Desc,"Take only long rests during the scenario"
BATTLEGOAL_Streamliner,"Streamliner"
BATTLEGOAL_Streamliner_Desc,"Have five or more total cards in your hand and discard at the end of the scenario"
BATTLEGOAL_Workhorse,"Workhorse"
BATTLEGOAL_Workhorse_Desc,"Gain 13 or more experience points during the scenario"
BATTLEGOAL_Zealot,"Zealot"
BATTLEGOAL_Zealot_Desc,"Have three or fewer total cards in your hand and discard at the end of the scenario"
BanditArcher,"Bandit Archer"
BanditArcherElite,"Bandit Archer Elite"
BanditCommander,"Bandit Commander"
BanditGuard,"Bandit Guard"
BanditGuardElite,"Bandit Guard Elite"
BattleBoar,"Battle Boar"
Battlebot,"Battle Bot"
BearTrap,"Trap"
BeastTyrant,"Beast Tyrant"
BeastTyrantBear,"Beast Tyrant's Bear"
BeastTyrantBear_TOOLTIP,"<b><size=120%><sprite name=""Heal"">: {0}   <sprite name=""Move"">: {1}   <sprite name=""Attack"">: {2}   <sprite name=""Range"">: {3}</size></b>
<line-height=50%> 
<line-height=100%>The Bear acts directly before the Beast Tyrant.
<line-height=50%> 
<line-height=100%>You can burn cards to prevent damage done to the Bear. When the bear drops below one hit point, it is exhausted and cannot return this scenario.
<line-height=50%> 
<line-height=100%>The Beast Tyrant has specific ""Command"" actions, which allow the Bear to perform abilities instead of the Beast Tyrant."
BeastTyrant_ADVENTURE_DESCRIPTION,"Vermlings that rise above their baser instincts find that there is much to be gained in exerting their will over beasts of the wilds. These Beast Tyrants can amass incredible armies of fangs, claws and talons to become formidible opponents in battle."
BeastTyrant_DIFFICULTY,"Medium"
BeastTyrant_ROLE,"Melee Damage/Summoner"
BeastTyrant_STRENGTHS,"- <indent=%15>Starts with strong Bear ally</indent>
- <indent=%15>Combines well with all allied summons</indent>
- <indent=%15>Wide array of multi-use abilities</indent>"
BeastTyrant_WEAKNESSES,"- <indent=%15>Weak if Bear is ever exhausted</indent>
- <indent=%15>Should stay out of melee combat</indent>
- <indent=%15>Clothes tend to smell a bit 'meaty'</indent>"
Berserker,"Berserker"
Berserker_ADVENTURE_DESCRIPTION,"Berserkers are Inox warriors who have embraced their strength and fury. The Berserker will go to any lengths to keep her friends safe, including sacrificing her own life. Her abilities revolve around high damage output with the option of self-damage to push to even higher amounts. This makes her an extremely dangerous combatant, both to her enemies and herself."
Berserker_DIFFICULTY,"High"
Berserker_ROLE,"Melee Damage"
Berserker_STRENGTHS,"- <indent=%15>One of the highest damage-dealing classes</indent>
- <indent=%15>Gets even stronger on lower health</indent>
- <indent=%15>Can lead the front line and draw enemy fire</indent>"
Berserker_WEAKNESSES,"- <indent=%15>Little in the way of abilities that help allies</indent>
- <indent=%15>Operating on low health can lead to premature demise</indent>
- <indent=%15>Has anger management issues</indent>"
BlackImp,"Black Imp"
